LahmanPlayerID,Year,UniNo,dummy,dummy,dummy,dummy
aikawry03,1996,59,,,,
aikawry03,1997,59,,,,
aikawry03,1998,59,,,,
aikawry03,1999,59,,,,
aikawry03,2000,59,,,,
aikawry03,2001,59,,,,
aikawry03,2002,59,,,,
aikawry03,2003,59,,,,
aikawry03,2004,8,,,,
aikawry03,2005,8,,,,
aikawry03,2006,8,,,,
aikawry03,2007,8,,,,
aikawry03,2008,8,,,,
aikawry03,2009,2,,,,
aikawry03,2010,2,,,,
aikawry03,2011,2,,,,
aikawry03,2012,2,,,,
aikawry03,2013,2,,,,
aikawry03,2014,2,,,,
aikawry03,2015,23,,,,
aikawry03,2016,23,,,,
aikawry03,2017,23,,,,
aikawsu01,1965,72,,,,
aikawsu01,1966,50,,,,
aikawsu01,1967,50,,,,
aikawsu01,1968,50,,,,
aikawsu01,1969,33,,,,
aikawsu01,1970,33,,,,
aikawsu01,1971,33,,,,
aikita01,2001,38,,,,
aikita01,2002,38,,,,
aikita01,2003,38,,,,
aikita01,2004,38,,,,
aikita01,2005,38,,,,
aikita01,2006,48,,,,
aikita01,2007,48,,,,
aikouta01,1981,1,,,,
aikouta01,1982,1,,,,
aikouta01,1983,1,,,,
aikouta01,1984,1,,,,
aikouta01,1985,1,,,,
aikouta01,1986,1,,,,
aikouta01,1987,1,,,,
aikouta01,1988,1,,,,
aikouta01,1989,1,,,,
aikouta01,1990,1,,,,
aikouta01,1991,1,,,,
aikouta01,1992,1,,,,
aikouta01,1993,1,,,,
aikouta01,1994,1,,,,
aikouta01,1995,1,,,,
aikouta01,1996,9,,,,
aikouta01,1997,9,,,,
aikouta01,1998,9,,,,
aikouta01,1999,9,,,,
aikouta01,2000,9,,,,
aikyohi01,2001,22,,,,
aikyohi01,2002,22,,,,
aikyohi01,2003,22,,,,
aikyohi01,2004,22,,,,
aikyohi01,2005,22,,,,
aikyohi01,2006,22,,,,
aikyohi01,2007,22,,,,
aikyohi01,2008,22,,,,
aikyohi01,2009,22,,,,
aimotka01,1973,36,,,,
aimotka01,1974,8,,,,
aimotka01,1975,40,,,,
aimotka01,1976,40,,,,
aito01,1954,48,,,,
aito01,1955,24,,,,
aito01,1956,24,,,,
aito01,1957,24,,,,
aito01,1958,24,,,,
aito01,1959,24,,,,
aito01,1960,24,,,,
aito01,1961,24,,,,
aiuchma01,2013,71,,,,
aiuchma01,2014,71,,,,
aiuchma01,2015,71,,,,
aiuchma01,2016,41,,,,
aiuchma01,2017,41,,,,
aiuchma01,2018,41,,,,
aiuchma01,2019,41,,,,
aiuchma01,2020,66,,,,
aizawku01,1958,48,,,,
aizawma01,1962,62,,,,
aizawma01,1963,44,,,,
aizawma01,1964,44,,,,
aizawma01,1965,44,,,,
aizawma01,1966,44,,,,
aizawma01,1967,44,,,,
aizawma01,1968,45,,,,
aizawma01,1969,45,,,,
aizawma01,1970,45,,,,
aizawma01,1971,45,,,,
aizawsu01,2014,62,,,,
aizawsu01,2015,62,,,,
aizawsu01,2016,62,,,,
aizawsu02,1950,37,,,,
aizawsu02,1951,4,,,,
aizawsu02,1952,4,,,,
aizawsu02,1953,37,,,,
aizawsu02,1954,20,,,,
aizawsu02,1955,20,,,,
aizawsu02,1956,20,,,,
aizawto01,2006,65,,,,
aizawto01,2007,65,,,,
aizawto01,2008,65,,,,
aizawto01,2009,65,,,,
aizawto01,2010,65,,,,
aizawto01,2011,65,,,,
aizawto01,2012,65,,,,
aizawts02,2007,64,,,,
aizawts02,2008,64,,,,
aizawts02,2009,64,,,,
aizawts02,2010,64,,,,
aizawts02,2011,64,,,,
aizawts02,2012,64,,,,
aizawts02,2013,64,,,,
aizawts02,2014,64,,,,
aizawts02,2015,27,,,,
aizawts02,2016,27,,,,
aizawts02,2017,27,,,,
aizawts02,2018,27,,,,
aizawts02,2019,27,,,,
aizawts02,2020,27,,,,
aizawts02,2021,27,,,,
aizawts02,2022,27,,,,
aizawts02,2023,27,,,,
aizawts02,2024,27,,,,
aizawts02,2025,27,,,,
jacksan01,2024,42,,,,
jacksan01,2025,42,,,,
zinteal01,1999,42,,,,
coleaj01,2022,63,,,,
jonesan01,2013,25,,,,
jonesan01,2014,25,,,,
jonesad01,2020,10,,,,
jonesad01,2021,10,,,,
akabono01,2001,53,,,,
akabono01,2002,53,,,,
akabono01,2003,53,,,,
akabono01,2004,53,,,,
akabono01,2005,53,,,,
akabono01,2006,53,,,,
akabono01,2007,53,,,,
akabono01,2008,53,,,,
akabono01,2009,53,,,,
cabreal01,2001,42,,,,
cabreal01,2002,42,,,,
cabreal01,2003,42,,,,
cabreal01,2004,42,,,,
cabreal01,2005,42,,,,
cabreal01,2006,42,,,,
cabreal01,2007,42,,,,
cabreal01,2008,42,,,,
cabreal01,2009,42,,,,
cabreal01,2010,42,,,,
cabreal01,2011,42,,,,
cabreal01,2012,42,,,,
akadary01,2010,202,,,,
akadary01,2011,202,,,,
akadary01,2012,202,,,,
akadary01,2013,68,,,,
akadary01,2014,68,,,,
akadary01,2015,68,,,,
akadary01,2016,68,,,,
akadary01,2017,68,,,,
akadash01,1999,9,,,,
akadash01,2000,9,,,,
akadash01,2001,9,,,,
akadash01,2002,9,,,,
akadash01,2003,9,,,,
akadash01,2004,9,,,,
akadash01,2005,9,,,,
akadash01,2006,9,,,,
akadash01,2007,9,,,,
akadash01,2008,9,,,,
akadash01,2009,9,,,,
akadash01,2010,4,,,,
akadash01,2011,4,,,,
akadash01,2012,7,,,,
akadash01,2013,10,,,,
akadash01,2014,10,,,,
akagaka02,2009,47,,,,
akagaka02,2010,47,,,,
akagaka02,2011,47,,,,
akagaka02,2012,47,,,,
akagaka02,2013,47,,,,
akagaka02,2014,47,,,,
akagaka02,2015,47,,,,
akagike01,1959,6,,,,
akagike01,1960,6,,,,
akagike01,1961,6,,,,
akagike01,1962,6,,,,
akagike01,1963,6,,,,
akahayo01,2021,023,,,,
akahayo01,2022,71,,,,
akahayo01,2023,71,,,,
akahayo01,2024,00,,,,
akahayo01,2025,00,,,,
akahoda01,2013,31,,,,
akahoda01,2014,31,,,,
akahoda01,2015,31,,,,
akahomo02,1989,40,,,,
akahomo02,1990,40,,,,
akahomo02,1991,40,,,,
akahomo02,1992,19,,,,
akahomo02,1993,19,,,,
akahomo02,1994,19,,,,
akahomo02,1995,19,,,,
akahomo02,1996,19,,,,
akahomo02,1997,19,,,,
akahomo02,1998,19,,,,
akahomo02,1999,19,,,,
akahomo02,2000,19,,,,
akahomo02,2001,19,,,,
akahomo02,2002,19,,,,
akahomo02,2003,19,,,,
akahomo02,2004,19,,,,
akahoyu01,2022,31,,,,
akahoyu01,2023,31,,,,
akahoyu01,2024,31,,,,
akahoyu01,2025,31,,,,
akaika01,1957,41,,,,
akaika01,1958,41,,,,
akaika01,1959,41,,,,
akaikak01,1958,41,,,,
akaikak01,1959,41,,,,
akaiki01,1965,41,,,,
akaiki01,1966,41,,,,
akaiki01,1967,41,,,,
akaiki01,1968,37,,,,
akaiki01,1969,37,,,,
akamaic01,1980,15,,,,
akamaic01,1981,15,,,,
akamaic01,1982,49,,,,
akamaic01,1983,49,,,,
akamake01,2016,60,,,,
akamake01,2017,60,,,,
akamake01,2018,60,,,,
akamake01,2019,49,,,,
akamake01,2020,49,,,,
akamama02,2005,52,,,,
akamama02,2006,52,,,,
akamama02,2007,52,,,,
akamama02,2008,38,,,,
akamama02,2009,38,,,,
akamama02,2010,38,,,,
akamama02,2011,38,,,,
akamama02,2012,38,,,,
akamama02,2013,38,,,,
akamama02,2014,38,,,,
akamama02,2015,38,,,,
akamama02,2016,38,,,,
akamama02,2017,38,,,,
akamama02,2018,38,,,,
akamama02,2019,38,,,,
akamary01,1951,42,,,,
akamary01,1952,42,,,,
akamary01,1953,42,,,,
akamary01,1954,42,,,,
akamary01,1955,42,,,,
akamary01,1956,59,,,,
akamike01,1977,40,,,,
akamike01,1978,40,,,,
akamike01,1979,40,,,,
akamike01,1980,40,,,,
akamike01,1981,40,,,,
akamike01,1982,40,,,,
akamike01,1983,40,,,,
caminar01,2017,44,,,,
caminar01,2018,44,,,,
akanehy01,1948,23,,,,
akanehy01,1949,23,,,,
akasaka01,2008,54,,,,
akasaka01,2009,54,,,,
akasaka01,2010,54,,,,
akasaka01,2011,204,,,,
akasaka01,2012,204,,,,
akasaka01,2013,204,,,,
akasaka01,2014,73,,,,
akasaka01,2015,69,,,,
akasaka01,2016,69,,,,
akasaka01,2017,69,,,,
akasami01,1969,46,,,,
akasami01,1970,46,,,,
akasami01,1971,46,,,,
akasami01,1972,53,,,,
akasami01,1973,53,,,,
akashko01,1947,22,,,,
akashko01,1948,9,,,,
akashko01,1949,6,,,,
akashko01,1950,6,,,,
akashko01,1951,6,,,,
akashko01,1952,6,,,,
akashta01,2004,36,,,,
akashta01,2005,36,,,,
akashta01,2006,36,,,,
akashta01,2007,36,,,,
akashta01,2008,36,,,,
akashta01,2009,36,,,,
akashta01,2010,36,,,,
akashta01,2011,36,,,,
akashta01,2012,36,,,,
akashta01,2013,36,,,,
akashta01,2014,36,,,,
akashta01,2015,36,,,,
akashta01,2016,36,,,,
akashta01,2017,8,,,,
akashta01,2018,8,,,,
akashta01,2019,8,,,,
akashta01,2020,8,,,,
akashta01,2021,8,,,,
akashta01,2022,8,,,,
castran01,2012,64,,,,
casteal01,2015,93,,,,
kayan01,2024,69,,,,
kayan01,2025,69,,,,
quesaal01,1998,65,,,,
akibake01,1969,14,,,,
akibake01,1970,14,,,,
akibake01,1971,37,,,,
akibake01,1972,37,,,,
akichxx01,2001,17,,,,
akichxx01,2002,17,,,,
akichxx01,2003,17,,,,
akichxx01,2004,17,,,,
akichxx01,2005,17,,,,
akichxx01,2006,17,,,,
akichxx01,2007,17,,,,
akichxx01,2008,34,,,,
akichxx01,2010,48,,,,
akichxx01,2011,48,,,,
akichxx01,2012,48,,,,
akiedju01,1946,19,,,,
akiedju01,1947,19,,,,
akihiyu01,2021,68,,,,
akihiyu01,2022,55,,,,
akihiyu01,2023,55,,,,
akihiyu01,2024,55,,,,
akihiyu01,2025,55,,,,
akimish01,1955,47,,,,
akimish01,1956,47,,,,
akimish01,1957,47,,,,
akimoha01,1965,57,,,,
akimoha01,1966,45,,,,
akimoha01,1967,45,,,,
akimoha01,1968,45,,,,
akimoko01,1987,61,,,,
akimoko01,1988,61,,,,
akimoko01,1989,61,,,,
akimoko01,1990,83,,,,
akimoko01,1991,39,,,,
akimoko01,1992,39,,,,
akimoko01,1993,39,,,,
akimoko01,1994,39,,,,
akimoko01,1995,39,,,,
akimoko01,1996,39,,,,
akimoko01,1997,39,,,,
akimoko01,1998,39,,,,
akimoko01,1999,39,,,,
akimoko01,2000,39,,,,
akimota01,1954,40,,,,
akimota01,1955,37,,,,
akimoyu01,1956,56,,,,
akimoyu01,1957,56,,,,
akimoyu01,1958,56,,,,
akimoyu01,1959,56,,,,
akimoyu01,1960,19,,,,
akimoyu01,1961,19,,,,
akimoyu01,1962,19,,,,
akimoyu01,1963,19,,,,
akimoyu01,1964,19,,,,
akimoyu01,1965,19,,,,
akimoyu01,1966,19,,,,
akimoyu01,1967,19,,,,
akimoyu01,1968,19,,,,
akimoyu01,1969,20,,,,
akimoyu01,1970,20,,,,
akimoyu01,1971,20,,,,
akimoyu01,1972,29,,,,
akimoyu01,1973,29,,,,
akimuno01,1990,53,,,,
akimuno01,1991,53,,,,
akimuno01,1992,53,,,,
akimuno01,1993,47,,,,
akimuno01,1994,47,,,,
akimuno01,1995,47,,,,
akimuno01,1996,24,,,,
akimuno01,1997,00,,,,
akitahi01,1978,37,,,,
akitahi01,1979,37,,,,
akitahi01,1980,37,,,,
akitahi01,1981,37,,,,
akitahi01,1982,37,,,,
akiyako02,1981,71,,,,
akiyako02,1982,24,,,,
akiyako02,1983,24,,,,
akiyako02,1984,24,,,,
akiyako02,1985,24,,,,
akiyako02,1986,24,,,,
akiyako02,1987,1,,,,
akiyako02,1988,1,,,,
akiyako02,1989,1,,,,
akiyako02,1990,1,,,,
akiyako02,1991,1,,,,
akiyako02,1992,1,,,,
akiyako02,1993,1,,,,
akiyako02,1994,1,,,,
akiyako02,1995,1,,,,
akiyako02,1996,1,,,,
akiyako02,1997,1,,,,
akiyako02,1998,1,,,,
akiyako02,1999,1,,,,
akiyako02,2000,1,,,,
akiyako02,2001,1,,,,
akiyako02,2002,1,,,,
akiyash02,1969,29,,,,
akiyash02,1970,29,,,,
akiyash02,1971,29,,,,
akiyash02,1972,29,,,,
akiyash02,1973,29,,,,
akiyash02,1974,29,,,,
akiyash02,1975,29,,,,
akiyash02,1976,29,,,,
akiyash02,1977,29,,,,
akiyash03,2011,55,,,,
akiyash03,2012,55,,,,
akiyash03,2013,55,,,,
akiyash03,2014,55,,,,
akiyash03,2015,55,,,,
akiyash03,2016,55,,,,
akiyash03,2017,55,,,,
akiyash03,2018,55,,,,
akiyash03,2019,55,,,,
akiyash03,2022,9,,,,
akiyash03,2023,9,,,,
akiyash03,2024,9,,,,
akiyash03,2025,9,,,,
akiyata02,1953,13,,,,
akiyata02,1954,17,,,,
akiyata02,1955,17,,,,
akiyata02,1956,17,,,,
akiyata03,2010,27,,,,
akiyata03,2011,27,,,,
akiyata03,2012,27,,,,
akiyata03,2013,27,,,,
akiyata03,2014,27,,,,
akiyata03,2015,27,,,,
akiyata03,2016,27,,,,
akiyata03,2017,46,,,,
akiyata03,2018,46,,,,
akiyata03,2019,46,,,,
akiyata03,2020,46,,,,
akiyata03,2021,46,,,,
akiyata03,2022,21,,,,
akiyata03,2023,21,,,,
akiyata03,2024,21,,,,
akiyato01,1956,17,,,,
akiyato01,1957,17,,,,
akiyato01,1958,17,,,,
akiyato01,1959,17,,,,
akiyato01,1960,17,,,,
akiyato01,1961,17,,,,
akiyato01,1962,17,,,,
akiyato01,1963,17,,,,
akiyato01,1964,17,,,,
akiyato01,1965,17,,,,
akiyato01,1966,17,,,,
akiyato01,1967,17,,,,
akiyoak01,2014,14,,,,
akiyoak01,2015,14,,,,
akiyoak01,2016,14,,,,
akiyoak01,2017,14,,,,
akiyoak01,2018,14,,,,
akiyoak01,2019,39,,,,
akiyoak01,2020,39,,,,
akiyoak01,2021,39,,,,
akiyoak01,2022,49,,,,
akuneko01,1999,1,,,,
akuneko01,2000,1,,,,
akuneko01,2001,1,,,,
akuneko01,2002,1,,,,
akuneko01,2003,1,,,,
akuneko01,2004,9,,,,
akuneko01,2005,9,,,,
akutsyo01,1955,29,,,,
akutsyo01,1956,29,,,,
akutsyo01,1957,29,,,,
akutsyo01,1958,29,,,,
candeal01,2017,68,,,,
machaan01,2024,42,,,,
machaan01,2025,42,,,,
maestal01,2012,91,,,,
maestal01,2013,91,,,,
maestal01,2014,91,,,,
maestal01,2015,91,,,,
myettaa01,2005,50,,,,
amakase01,1939,8,,,,
amakase01,1940,8,,,,
amamika01,1968,28,,,,
amamika01,1969,28,,,,
amamika01,1970,28,,,,
amamika01,1971,48,,,,
amamohi01,1963,57,,,,
amamohi01,1964,56,,,,
amanoko01,2002,48,,,,
amanoko01,2003,48,,,,
amanoko01,2004,48,,,,
amanoko01,2005,48,,,,
amanoko01,2006,48,,,,
amanota01,1939,7,,,,
amanota01,1940,7,,,,
amaruxx01,2018,210,,,,
amaruxx01,2019,210,,,,
amaruxx01,2020,57,,,,
amaruxx01,2021,57,,,,
amaruxx01,2022,57,,,,
