yearID,lgID,teamID,franchID,name,park,attendance,BA,2B,3B,HR,teamIDBR,teamIDlahman45,teamIDretro,Capacity,Type,Surface,LLd,LFd,LCd,CFd,RCd,RFd,RLd,LLh,LFh,LCh,CFh,RCh,RFh,RLh,BA LH,2B LH,3B LH,HR LH,BA RH,2B RH,3B RH,HR RH,BA Overall,2B Overall,3B Overall,HR Overall,path
1961,AL,KKS,KKS,Tokyo Swallows,Korakuen Stadium,42337,0.980817,1.132653,1.071429,1.219731,KKS,KKS,KKS,42337,o,g,299,299,346,394,346,299,299,11,11,11,11,11,11,11,0.980817,1.132653,1.071429,1.219731,0.980817,1.132653,1.071429,1.219731,0.980817,1.132653,1.071429,1.219731,models/korakuen_stadium
1961,NL,KNB,KNB,Osaka Buffaloes,Nippon Life Stadium,20500,0.789292,0.916667,1.666667,0.630824,KNB,KNB,KNB,20500,o,g,297,297,351,381,351,297,297,14,14,14,14,14,14,14,0.789292,0.916667,1.666667,0.630824,0.789292,0.916667,1.666667,0.630824,0.789292,0.916667,1.666667,0.630824,
1961,NL,NKH,NKH,Osaka Hawks,Osaka Stadium,32000,1.161525,0.872727,2.0,1.304348,NKH,NKH,NKH,32000,o,g,300,300,340,380,340,300,300,10,10,10,10,10,10,10,1.161525,0.872727,2.0,1.304348,1.161525,0.872727,2.0,1.304348,1.161525,0.872727,2.0,1.304348,models/osaka_stadium
1961,NL,NSL,NSL,Fukuoka Lions,Heiwadai Stadium,34000,1.091262,1.090909,1.5,1.405,NSL,NSL,NSL,34000,o,g,302,302,351,400,351,302,302,10,10,10,10,10,10,10,1.091262,1.090909,1.5,1.405,1.091262,1.090909,1.5,1.405,1.091262,1.090909,1.5,1.405,models/heiwadai_stadium
1961,NL,TOF,TOF,Tokyo Flyers,Komazawa Stadium,25000,1.205382,1.132353,1.611111,1.421769,TOF,TOF,TOF,25000,o,g,299,299,348,394,348,299,299,10,10,10,10,10,10,10,1.205382,1.132353,1.611111,1.421769,1.205382,1.132353,1.611111,1.421769,1.205382,1.132353,1.611111,1.421769,
1961,AL,TYW,TYW,Yokohama Whales,Kawasaki Stadium,30000,0.916509,1.021739,1.5,0.984925,TYW,TYW,TYW,30000,o,g,295,295,344,394,344,295,295,10,10,10,10,10,10,10,0.916509,1.021739,1.5,0.984925,0.916509,1.021739,1.5,0.984925,0.916509,1.021739,1.5,0.984925,models/kawasaki_baseball_stadium
1961,AL,YMG,YMG,Tokyo Giants,Korakuen Stadium,42337,0.980817,1.132653,1.071429,1.219731,YMG,YMG,YMG,42337,o,g,299,299,346,394,346,299,299,11,11,11,11,11,11,11,0.980817,1.132653,1.071429,1.219731,0.980817,1.132653,1.071429,1.219731,0.980817,1.132653,1.071429,1.219731,models/korakuen_stadium
1962,AL,CHD,CHD,Nagoya Dragons,Chunichi Stadium,35000,1.009311,0.886792,0.909091,0.990431,CHD,CHD,CHD,35000,o,g,299,299,348,394,348,299,299,11,11,11,11,11,11,11,1.009311,0.886792,0.909091,0.990431,1.009311,0.886792,0.909091,0.990431,1.009311,0.886792,0.909091,0.990431,
1962,NL,DMO,DMO,Tokyo Orions,Tokyo Stadium,35000,1.1139,1.170732,0.571429,0.953307,DMO,DMO,DMO,35000,o,g,295,295,344,394,344,295,295,10,10,10,10,10,10,10,1.1139,1.170732,0.571429,0.953307,1.1139,1.170732,0.571429,0.953307,1.1139,1.170732,0.571429,0.953307,models/tokyo_stadium
1962,NL,HKB,HKB,Nishinomiya Braves,Hankyu Nishinomiya Stadium,35000,0.850095,0.87234,0.875,0.938272,HKB,HKB,HKB,35000,o,a,331,331,361,390,361,331,331,10,10,10,10,10,10,10,0.850095,0.87234,0.875,0.938272,0.850095,0.87234,0.875,0.938272,0.850095,0.87234,0.875,0.938272,models/nishinomiya_stadium
1962,AL,HNT,HNT,Osaka Tigers,Hanshin Koshien Stadium,47508,1.002088,0.93617,1.083333,1.329193,HNT,HNT,HNT,47508,o,g,312,312,387,387,387,312,312,9,9,9,9,9,9,9,1.002088,0.93617,1.083333,1.329193,1.002088,0.93617,1.083333,1.329193,1.002088,0.93617,1.083333,1.329193,
1962,AL,HRC,HRC,Hiroshima Carp,Hiroshima Municipal Stadium,31984,0.980036,0.978261,1.0,0.952191,HRC,HRC,HRC,31984,o,g,300,300,360,380,360,300,300,8,8,8,8,8,8,8,0.980036,0.978261,1.0,0.952191,0.980036,0.978261,1.0,0.952191,0.980036,0.978261,1.0,0.952191,models/hiroshima_municipal_stadium
1962,AL,KKS,KKS,Tokyo Swallows,Korakuen Stadium,42337,0.982222,1.03125,1.736842,1.112676,KKS,KKS,KKS,42337,o,g,299,299,346,394,346,299,299,11,11,11,11,11,11,11,0.982222,1.03125,1.736842,1.112676,0.982222,1.03125,1.736842,1.112676,0.982222,1.03125,1.736842,1.112676,models/korakuen_stadium
1962,NL,KNB,KNB,Osaka Buffaloes,Nippon Life Stadium,20500,0.899628,1.0,0.866667,0.773077,KNB,KNB,KNB,20500,o,g,297,297,351,381,351,297,297,14,14,14,14,14,14,14,0.899628,1.0,0.866667,0.773077,0.899628,1.0,0.866667,0.773077,0.899628,1.0,0.866667,0.773077,
1962,NL,NKH,NKH,Osaka Hawks,Osaka Stadium,32000,1.04,1.133333,0.8,1.218045,NKH,NKH,NKH,32000,o,g,300,300,340,380,340,300,300,10,10,10,10,10,10,10,1.04,1.133333,0.8,1.218045,1.04,1.133333,0.8,1.218045,1.04,1.133333,0.8,1.218045,models/osaka_stadium
1962,NL,NSL,NSL,Fukuoka Lions,Heiwadai Stadium,34000,1.071984,0.98,1.7,1.142857,NSL,NSL,NSL,34000,o,g,302,302,351,400,351,302,302,10,10,10,10,10,10,10,1.071984,0.98,1.7,1.142857,1.071984,0.98,1.7,1.142857,1.071984,0.98,1.7,1.142857,models/heiwadai_stadium
1962,NL,TOF,TOF,Tokyo Flyers,Meiji Jingu Stadium,30969,1.019841,0.758621,2.166667,1.5,TOF,TOF,TOF,30969,o,a,320,320,368,394,368,320,320,11,11,11,11,11,11,11,1.019841,0.758621,2.166667,1.5,1.019841,0.758621,2.166667,1.5,1.019841,0.758621,2.166667,1.5,
1962,AL,TYW,TYW,Yokohama Whales,Kawasaki Stadium,30000,1.015385,1.0,1.0,1.024155,TYW,TYW,TYW,30000,o,g,295,295,344,394,344,295,295,10,10,10,10,10,10,10,1.015385,1.0,1.0,1.024155,1.015385,1.0,1.0,1.024155,1.015385,1.0,1.0,1.024155,models/kawasaki_baseball_stadium
1962,AL,YMG,YMG,Tokyo Giants,Korakuen Stadium,42337,0.982222,1.03125,1.736842,1.112676,YMG,YMG,YMG,42337,o,g,299,299,346,394,346,299,299,11,11,11,11,11,11,11,0.982222,1.03125,1.736842,1.112676,0.982222,1.03125,1.736842,1.112676,0.982222,1.03125,1.736842,1.112676,models/korakuen_stadium
1963,AL,CHD,CHD,Nagoya Dragons,Chunichi Stadium,35000,1.06501,1.0,1.75,1.183099,CHD,CHD,CHD,35000,o,g,299,299,348,394,348,299,299,11,11,11,11,11,11,11,1.06501,1.0,1.75,1.183099,1.06501,1.0,1.75,1.183099,1.06501,1.0,1.75,1.183099,
1963,NL,DMO,DMO,Tokyo Orions,Tokyo Stadium,35000,1.131773,1.164179,1.75,1.231638,DMO,DMO,DMO,35000,o,g,295,295,344,394,344,295,295,10,10,10,10,10,10,10,1.131773,1.164179,1.75,1.231638,1.131773,1.164179,1.75,1.231638,1.131773,1.164179,1.75,1.231638,models/tokyo_stadium
1963,NL,HKB,HKB,Nishinomiya Braves,Hankyu Nishinomiya Stadium,35000,0.820946,0.927273,0.75,0.796226,HKB,HKB,HKB,35000,o,a,331,331,361,390,361,331,331,10,10,10,10,10,10,10,0.820946,0.927273,0.75,0.796226,0.820946,0.927273,0.75,0.796226,0.820946,0.927273,0.75,0.796226,models/nishinomiya_stadium
1963,AL,HNT,HNT,Osaka Tigers,Hanshin Koshien Stadium,47508,0.966549,1.039216,1.0,0.93361,HNT,HNT,HNT,47508,o,g,312,312,387,387,387,312,312,9,9,9,9,9,9,9,0.966549,1.039216,1.0,0.93361,0.966549,1.039216,1.0,0.93361,0.966549,1.039216,1.0,0.93361,
1963,AL,HRC,HRC,Hiroshima Carp,Hiroshima Municipal Stadium,31984,0.985849,0.980392,1.083333,0.812121,HRC,HRC,HRC,31984,o,g,300,300,360,380,360,300,300,8,8,8,8,8,8,8,0.985849,0.980392,1.083333,0.812121,0.985849,0.980392,1.083333,0.812121,0.985849,0.980392,1.083333,0.812121,models/hiroshima_municipal_stadium
1963,AL,KKS,KKS,Tokyo Swallows,Korakuen Stadium,42337,1.057447,1.052632,1.823529,1.178841,KKS,KKS,KKS,42337,o,g,299,299,346,394,346,299,299,11,11,11,11,11,11,11,1.057447,1.052632,1.823529,1.178841,1.057447,1.052632,1.823529,1.178841,1.057447,1.052632,1.823529,1.178841,models/korakuen_stadium
1963,NL,KNB,KNB,Osaka Buffaloes,Nippon Life Stadium,20500,1.04186,1.072727,2.166667,1.022876,KNB,KNB,KNB,20500,o,g,297,297,351,381,351,297,297,14,14,14,14,14,14,14,1.04186,1.072727,2.166667,1.022876,1.04186,1.072727,2.166667,1.022876,1.04186,1.072727,2.166667,1.022876,
1963,NL,NKH,NKH,Osaka Hawks,Osaka Stadium,32000,1.077187,1.042553,3.0,1.39823,NKH,NKH,NKH,32000,o,g,300,300,340,380,340,300,300,10,10,10,10,10,10,10,1.077187,1.042553,3.0,1.39823,1.077187,1.042553,3.0,1.39823,1.077187,1.042553,3.0,1.39823,models/osaka_stadium
1963,NL,NSL,NSL,Fukuoka Lions,Heiwadai Stadium,34000,1.041594,1.021277,0.714286,1.311927,NSL,NSL,NSL,34000,o,g,302,302,351,400,351,302,302,10,10,10,10,10,10,10,1.041594,1.021277,0.714286,1.311927,1.041594,1.021277,0.714286,1.311927,1.041594,1.021277,0.714286,1.311927,models/heiwadai_stadium
1963,NL,TOF,TOF,Tokyo Flyers,Meiji Jingu Stadium,30969,0.865497,1.148148,1.0,0.942446,TOF,TOF,TOF,30969,o,a,320,320,368,394,368,320,320,11,11,11,11,11,11,11,0.865497,1.148148,1.0,0.942446,0.865497,1.148148,1.0,0.942446,0.865497,1.148148,1.0,0.942446,
1963,AL,TYW,TYW,Yokohama Whales,Kawasaki Stadium,30000,0.983165,1.061224,1.0,0.992481,TYW,TYW,TYW,30000,o,g,295,295,344,394,344,295,295,10,10,10,10,10,10,10,0.983165,1.061224,1.0,0.992481,0.983165,1.061224,1.0,0.992481,0.983165,1.061224,1.0,0.992481,models/kawasaki_baseball_stadium
1963,AL,YMG,YMG,Tokyo Giants,Korakuen Stadium,42337,1.057447,1.052632,1.823529,1.178841,YMG,YMG,YMG,42337,o,g,299,299,346,394,346,299,299,11,11,11,11,11,11,11,1.057447,1.052632,1.823529,1.178841,1.057447,1.052632,1.823529,1.178841,1.057447,1.052632,1.823529,1.178841,models/korakuen_stadium
1964,AL,CHD,CHD,Nagoya Dragons,Chunichi Stadium,35000,0.991883,1.037037,1.8,0.740625,CHD,CHD,CHD,35000,o,g,299,299,348,394,348,299,299,11,11,11,11,11,11,11,0.991883,1.037037,1.8,0.740625,0.991883,1.037037,1.8,0.740625,0.991883,1.037037,1.8,0.740625,
1964,NL,HKB,HKB,Nishinomiya Braves,Hankyu Nishinomiya Stadium,35000,1.041591,1.039216,0.764706,1.236287,HKB,HKB,HKB,35000,o,a,331,331,361,390,361,331,331,10,10,10,10,10,10,10,1.041591,1.039216,0.764706,1.236287,1.041591,1.039216,0.764706,1.236287,1.041591,1.039216,0.764706,1.236287,models/nishinomiya_stadium
1964,AL,HNT,HNT,Osaka Tigers,Hanshin Koshien Stadium,47508,0.967914,1.130435,0.692308,1.108108,HNT,HNT,HNT,47508,o,g,312,312,387,387,387,312,312,9,9,9,9,9,9,9,0.967914,1.130435,0.692308,1.108108,0.967914,1.130435,0.692308,1.108108,0.967914,1.130435,0.692308,1.108108,
1964,AL,HRC,HRC,Hiroshima Carp,Hiroshima Municipal Stadium,31984,0.918228,0.814815,0.727273,0.867188,HRC,HRC,HRC,31984,o,g,300,300,360,380,360,300,300,8,8,8,8,8,8,8,0.918228,0.814815,0.727273,0.867188,0.918228,0.814815,0.727273,0.867188,0.918228,0.814815,0.727273,0.867188,models/hiroshima_municipal_stadium
1964,AL,KKS,KKS,Tokyo Swallows,Meiji Jingu Stadium,30969,1.007533,0.961538,0.736842,0.814655,KKS,KKS,KKS,30969,o,a,320,320,368,394,368,320,320,11,11,11,11,11,11,11,1.007533,0.961538,0.736842,0.814655,1.007533,0.961538,0.736842,0.814655,1.007533,0.961538,0.736842,0.814655,
1964,NL,KNB,KNB,Osaka Buffaloes,Nippon Life Stadium,20500,0.991511,0.921569,1.0,1.059055,KNB,KNB,KNB,20500,o,g,297,297,351,381,351,297,297,14,14,14,14,14,14,14,0.991511,0.921569,1.0,1.059055,0.991511,0.921569,1.0,1.059055,0.991511,0.921569,1.0,1.059055,
1964,NL,NKH,NKH,Osaka Hawks,Osaka Stadium,32000,1.098333,1.261905,1.0,1.266423,NKH,NKH,NKH,32000,o,g,300,300,340,380,340,300,300,10,10,10,10,10,10,10,1.098333,1.261905,1.0,1.266423,1.098333,1.261905,1.0,1.266423,1.098333,1.261905,1.0,1.266423,models/osaka_stadium
1964,NL,NSL,NSL,Fukuoka Lions,Heiwadai Stadium,34000,0.926282,0.923077,1.0,0.923077,NSL,NSL,NSL,34000,o,g,302,302,351,400,351,302,302,10,10,10,10,10,10,10,0.926282,0.923077,1.0,0.923077,0.926282,0.923077,1.0,0.923077,0.926282,0.923077,1.0,0.923077,models/heiwadai_stadium
1964,NL,TKO,TKO,Tokyo Orions,Tokyo Stadium,35000,0.975904,0.972603,1.428571,1.008021,TKO,TKO,TKO,35000,o,g,295,295,344,394,344,295,295,10,10,10,10,10,10,10,0.975904,0.972603,1.428571,1.008021,0.975904,0.972603,1.428571,1.008021,0.975904,0.972603,1.428571,1.008021,models/tokyo_stadium
1964,NL,TOF,TOF,Tokyo Flyers,Korakuen Stadium,42337,0.994299,0.986667,1.416667,1.209945,TOF,TOF,TOF,42337,o,g,299,299,346,394,346,299,299,11,11,11,11,11,11,11,0.994299,0.986667,1.416667,1.209945,0.994299,0.986667,1.416667,1.209945,0.994299,0.986667,1.416667,1.209945,models/korakuen_stadium
1964,AL,TYW,TYW,Yokohama Whales,Kawasaki Stadium,30000,1.032986,1.472222,1.5,0.996226,TYW,TYW,TYW,30000,o,g,295,295,344,394,344,295,295,10,10,10,10,10,10,10,1.032986,1.472222,1.5,0.996226,1.032986,1.472222,1.5,0.996226,1.032986,1.472222,1.5,0.996226,models/kawasaki_baseball_stadium
1964,AL,YMG,YMG,Tokyo Giants,Korakuen Stadium,42337,0.994299,0.986667,1.416667,1.209945,YMG,YMG,YMG,42337,o,g,299,299,346,394,346,299,299,11,11,11,11,11,11,11,0.994299,0.986667,1.416667,1.209945,0.994299,0.986667,1.416667,1.209945,0.994299,0.986667,1.416667,1.209945,models/korakuen_stadium
1965,AL,CHD,CHD,Nagoya Dragons,Chunichi Stadium,35000,1.093694,1.083333,1.571429,1.244131,CHD,CHD,CHD,35000,o,g,299,299,348,394,348,299,299,11,11,11,11,11,11,11,1.093694,1.083333,1.571429,1.244131,1.093694,1.083333,1.571429,1.244131,1.093694,1.083333,1.571429,1.244131,
1965,NL,HKB,HKB,Nishinomiya Braves,Hankyu Nishinomiya Stadium,35000,0.816479,1.0,0.538462,0.82449,HKB,HKB,HKB,35000,o,a,331,331,361,390,361,331,331,10,10,10,10,10,10,10,0.816479,1.0,0.538462,0.82449,0.816479,1.0,0.538462,0.82449,0.816479,1.0,0.538462,0.82449,models/nishinomiya_stadium
1965,AL,HNT,HNT,Osaka Tigers,Hanshin Koshien Stadium,47508,1.034803,1.076923,1.222222,1.150327,HNT,HNT,HNT,47508,o,g,312,312,387,387,387,312,312,9,9,9,9,9,9,9,1.034803,1.076923,1.222222,1.150327,1.034803,1.076923,1.222222,1.150327,1.034803,1.076923,1.222222,1.150327,
1965,AL,HRC,HRC,Hiroshima Carp,Hiroshima Municipal Stadium,31984,0.945794,0.933333,1.0,0.90566,HRC,HRC,HRC,31984,o,g,300,300,360,380,360,300,300,8,8,8,8,8,8,8,0.945794,0.933333,1.0,0.90566,0.945794,0.933333,1.0,0.90566,0.945794,0.933333,1.0,0.90566,models/hiroshima_municipal_stadium
1965,NL,KNB,KNB,Osaka Buffaloes,Nippon Life Stadium,20500,0.892938,0.911765,1.0,0.641509,KNB,KNB,KNB,20500,o,g,297,297,351,381,351,297,297,14,14,14,14,14,14,14,0.892938,0.911765,1.0,0.641509,0.892938,0.911765,1.0,0.641509,0.892938,0.911765,1.0,0.641509,
1965,NL,NKH,NKH,Osaka Hawks,Osaka Stadium,32000,1.259117,1.125,2.4,1.642202,NKH,NKH,NKH,32000,o,g,300,300,340,380,340,300,300,10,10,10,10,10,10,10,1.259117,1.125,2.4,1.642202,1.259117,1.125,2.4,1.642202,1.259117,1.125,2.4,1.642202,models/osaka_stadium
1965,NL,NSL,NSL,Fukuoka Lions,Heiwadai Stadium,34000,1.036437,1.25,0.428571,1.09,NSL,NSL,NSL,34000,o,g,302,302,351,400,351,302,302,10,10,10,10,10,10,10,1.036437,1.25,0.428571,1.09,1.036437,1.25,0.428571,1.09,1.036437,1.25,0.428571,1.09,models/heiwadai_stadium
1965,AL,SKS,SKS,Tokyo Swallows,Meiji Jingu Stadium,30969,0.891271,0.9,1.05,0.697595,SKS,SKS,SKS,30969,o,a,320,320,368,394,368,320,320,11,11,11,11,11,11,11,0.891271,0.9,1.05,0.697595,0.891271,0.9,1.05,0.697595,0.891271,0.9,1.05,0.697595,
1965,NL,TKO,TKO,Tokyo Orions,Tokyo Stadium,35000,0.94086,0.96,1.0,0.915323,TKO,TKO,TKO,35000,o,g,295,295,344,394,344,295,295,10,10,10,10,10,10,10,0.94086,0.96,1.0,0.915323,0.94086,0.96,1.0,0.915323,0.94086,0.96,1.0,0.915323,models/tokyo_stadium
1965,NL,TOF,TOF,Tokyo Flyers,Korakuen Stadium,42337,1.13908,1.109589,1.076923,1.291785,TOF,TOF,TOF,42337,o,g,299,299,346,394,346,299,299,11,11,11,11,11,11,11,1.13908,1.109589,1.076923,1.291785,1.13908,1.109589,1.076923,1.291785,1.13908,1.109589,1.076923,1.291785,models/korakuen_stadium
1965,AL,TYW,TYW,Yokohama Whales,Kawasaki Stadium,30000,0.979323,1.214286,2.0,1.108597,TYW,TYW,TYW,30000,o,g,295,295,344,394,344,295,295,10,10,10,10,10,10,10,0.979323,1.214286,2.0,1.108597,0.979323,1.214286,2.0,1.108597,0.979323,1.214286,2.0,1.108597,models/kawasaki_baseball_stadium
1965,AL,YMG,YMG,Tokyo Giants,Korakuen Stadium,42337,1.13908,1.109589,1.076923,1.291785,YMG,YMG,YMG,42337,o,g,299,299,346,394,346,299,299,11,11,11,11,11,11,11,1.13908,1.109589,1.076923,1.291785,1.13908,1.109589,1.076923,1.291785,1.13908,1.109589,1.076923,1.291785,models/korakuen_stadium
1966,AL,CHD,CHD,Nagoya Dragons,Chunichi Stadium,35000,1.1002,1.130435,1.833333,1.241706,CHD,CHD,CHD,35000,o,g,299,299,348,394,348,299,299,11,11,11,11,11,11,11,1.1002,1.130435,1.833333,1.241706,1.1002,1.130435,1.833333,1.241706,1.1002,1.130435,1.833333,1.241706,
1966,NL,HKB,HKB,Nishinomiya Braves,Hankyu Nishinomiya Stadium,35000,0.841871,1.057143,1.714286,0.864322,HKB,HKB,HKB,35000,o,a,331,331,361,390,361,331,331,10,10,10,10,10,10,10,0.841871,1.057143,1.714286,0.864322,0.841871,1.057143,1.714286,0.864322,0.841871,1.057143,1.714286,0.864322,models/nishinomiya_stadium
1966,AL,HNT,HNT,Osaka Tigers,Hanshin Koshien Stadium,47508,1.053879,1.28125,0.857143,1.253086,HNT,HNT,HNT,47508,o,g,312,312,387,387,387,312,312,9,9,9,9,9,9,9,1.053879,1.28125,0.857143,1.253086,1.053879,1.28125,0.857143,1.253086,1.053879,1.28125,0.857143,1.253086,
1966,AL,HRC,HRC,Hiroshima Carp,Hiroshima Municipal Stadium,31984,0.947826,0.814815,0.727273,0.922449,HRC,HRC,HRC,31984,o,g,300,300,360,380,360,300,300,8,8,8,8,8,8,8,0.947826,0.814815,0.727273,0.922449,0.947826,0.814815,0.727273,0.922449,0.947826,0.814815,0.727273,0.922449,models/hiroshima_municipal_stadium
1966,NL,KNB,KNB,Osaka Buffaloes,Nippon Life Stadium,20500,0.786885,0.883721,0.6,0.670996,KNB,KNB,KNB,20500,o,g,297,297,351,381,351,297,297,14,14,14,14,14,14,14,0.786885,0.883721,0.6,0.670996,0.786885,0.883721,0.6,0.670996,0.786885,0.883721,0.6,0.670996,
1966,NL,NKH,NKH,Osaka Hawks,Osaka Stadium,32000,1.019305,1.153846,0.75,1.220588,NKH,NKH,NKH,32000,o,g,300,300,340,380,340,300,300,10,10,10,10,10,10,10,1.019305,1.153846,0.75,1.220588,1.019305,1.153846,0.75,1.220588,1.019305,1.153846,0.75,1.220588,models/osaka_stadium
1966,NL,NSL,NSL,Fukuoka Lions,Heiwadai Stadium,34000,1.032787,1.272727,1.4,1.144444,NSL,NSL,NSL,34000,o,g,302,302,351,400,351,302,302,10,10,10,10,10,10,10,1.032787,1.272727,1.4,1.144444,1.032787,1.272727,1.4,1.144444,1.032787,1.272727,1.4,1.144444,models/heiwadai_stadium
1966,AL,SKA,SKA,Tokyo Atoms,Meiji Jingu Stadium,30969,0.87027,0.84,1.692308,0.72332,SKA,SKA,SKA,30969,o,a,320,320,368,394,368,320,320,11,11,11,11,11,11,11,0.87027,0.84,1.692308,0.72332,0.87027,0.84,1.692308,0.72332,0.87027,0.84,1.692308,0.72332,
1966,NL,TKO,TKO,Tokyo Orions,Tokyo Stadium,35000,0.962085,0.981481,1.571429,0.946043,TKO,TKO,TKO,35000,o,g,295,295,344,394,344,295,295,10,10,10,10,10,10,10,0.962085,0.981481,1.571429,0.946043,0.962085,0.981481,1.571429,0.946043,0.962085,0.981481,1.571429,0.946043,models/tokyo_stadium
1966,NL,TOF,TOF,Tokyo Flyers,Korakuen Stadium,42337,1.028501,1.102941,1.916667,1.396491,TOF,TOF,TOF,42337,o,g,299,299,346,394,346,299,299,11,11,11,11,11,11,11,1.028501,1.102941,1.916667,1.396491,1.028501,1.102941,1.916667,1.396491,1.028501,1.102941,1.916667,1.396491,models/korakuen_stadium
1966,AL,TYW,TYW,Yokohama Whales,Kawasaki Stadium,30000,0.872633,1.0,0.714286,0.746528,TYW,TYW,TYW,30000,o,g,295,295,344,394,344,295,295,10,10,10,10,10,10,10,0.872633,1.0,0.714286,0.746528,0.872633,1.0,0.714286,0.746528,0.872633,1.0,0.714286,0.746528,models/kawasaki_baseball_stadium
1966,AL,YMG,YMG,Tokyo Giants,Korakuen Stadium,42337,1.028501,1.102941,1.916667,1.396491,YMG,YMG,YMG,42337,o,g,299,299,346,394,346,299,299,11,11,11,11,11,11,11,1.028501,1.102941,1.916667,1.396491,1.028501,1.102941,1.916667,1.396491,1.028501,1.102941,1.916667,1.396491,models/korakuen_stadium
1967,AL,CHD,CHD,Nagoya Dragons,Chunichi Stadium,35000,0.990991,0.979592,1.375,1.099206,CHD,CHD,CHD,35000,o,g,299,299,348,394,348,299,299,11,11,11,11,11,11,11,0.990991,0.979592,1.375,1.099206,0.990991,0.979592,1.375,1.099206,0.990991,0.979592,1.375,1.099206,
1967,NL,HKB,HKB,Nishinomiya Braves,Hankyu Nishinomiya Stadium,35000,1.056701,0.96875,1.181818,1.115607,HKB,HKB,HKB,35000,o,a,331,331,361,390,361,331,331,10,10,10,10,10,10,10,1.056701,0.96875,1.181818,1.115607,1.056701,0.96875,1.181818,1.115607,1.056701,0.96875,1.181818,1.115607,models/nishinomiya_stadium
1967,AL,HNT,HNT,Osaka Tigers,Hanshin Koshien Stadium,47508,1.153499,0.888889,2.0,1.17033,HNT,HNT,HNT,47508,o,g,312,312,387,387,387,312,312,9,9,9,9,9,9,9,1.153499,0.888889,2.0,1.17033,1.153499,0.888889,2.0,1.17033,1.153499,0.888889,2.0,1.17033,
1967,AL,HRC,HRC,Hiroshima Carp,Hiroshima Municipal Stadium,31984,0.876712,0.933333,0.533333,0.846154,HRC,HRC,HRC,31984,o,g,300,300,360,380,360,300,300,8,8,8,8,8,8,8,0.876712,0.933333,0.533333,0.846154,0.876712,0.933333,0.533333,0.846154,0.876712,0.933333,0.533333,0.846154,models/hiroshima_municipal_stadium
1967,NL,KNB,KNB,Osaka Buffaloes,Nippon Life Stadium,20500,0.943231,0.953488,0.857143,0.778723,KNB,KNB,KNB,20500,o,g,297,297,351,381,351,297,297,14,14,14,14,14,14,14,0.943231,0.953488,0.857143,0.778723,0.943231,0.953488,0.857143,0.778723,0.943231,0.953488,0.857143,0.778723,
1967,NL,NKH,NKH,Osaka Hawks,Osaka Stadium,32000,0.957643,0.978261,1.428571,0.974249,NKH,NKH,NKH,32000,o,g,300,300,340,380,340,300,300,10,10,10,10,10,10,10,0.957643,0.978261,1.428571,0.974249,0.957643,0.978261,1.428571,0.974249,0.957643,0.978261,1.428571,0.974249,models/osaka_stadium
1967,NL,NSL,NSL,Fukuoka Lions,Heiwadai Stadium,34000,0.842466,1.095238,0.571429,0.793103,NSL,NSL,NSL,34000,o,g,302,302,351,400,351,302,302,10,10,10,10,10,10,10,0.842466,1.095238,0.571429,0.793103,0.842466,1.095238,0.571429,0.793103,0.842466,1.095238,0.571429,0.793103,models/heiwadai_stadium
1967,AL,SKA,SKA,Tokyo Atoms,Meiji Jingu Stadium,30969,0.944742,0.92,1.5,0.919231,SKA,SKA,SKA,30969,o,a,320,320,368,394,368,320,320,11,11,11,11,11,11,11,0.944742,0.92,1.5,0.919231,0.944742,0.92,1.5,0.919231,0.944742,0.92,1.5,0.919231,
1967,NL,TKO,TKO,Tokyo Orions,Tokyo Stadium,35000,1.049536,1.018519,1.0,1.121107,TKO,TKO,TKO,35000,o,g,295,295,344,394,344,295,295,10,10,10,10,10,10,10,1.049536,1.018519,1.0,1.121107,1.049536,1.018519,1.0,1.121107,1.049536,1.018519,1.0,1.121107,models/tokyo_stadium
1967,NL,TOF,TOF,Tokyo Flyers,Korakuen Stadium,42337,1.086009,1.112676,1.916667,1.345679,TOF,TOF,TOF,42337,o,g,299,299,346,394,346,299,299,11,11,11,11,11,11,11,1.086009,1.112676,1.916667,1.345679,1.086009,1.112676,1.916667,1.345679,1.086009,1.112676,1.916667,1.345679,models/korakuen_stadium
1967,AL,TYW,TYW,Yokohama Whales,Kawasaki Stadium,30000,0.941176,1.046512,1.666667,0.977679,TYW,TYW,TYW,30000,o,g,295,295,344,394,344,295,295,10,10,10,10,10,10,10,0.941176,1.046512,1.666667,0.977679,0.941176,1.046512,1.666667,0.977679,0.941176,1.046512,1.666667,0.977679,models/kawasaki_baseball_stadium
1967,AL,YMG,YMG,Tokyo Giants,Korakuen Stadium,42337,1.086009,1.112676,1.916667,1.345679,YMG,YMG,YMG,42337,o,g,299,299,346,394,346,299,299,11,11,11,11,11,11,11,1.086009,1.112676,1.916667,1.345679,1.086009,1.112676,1.916667,1.345679,1.086009,1.112676,1.916667,1.345679,models/korakuen_stadium
1968,AL,CHD,CHD,Nagoya Dragons,Chunichi Stadium,35000,1.021467,0.927273,0.909091,0.883162,CHD,CHD,CHD,35000,o,g,299,299,348,394,348,299,299,11,11,11,11,11,11,11,1.021467,0.927273,0.909091,0.883162,1.021467,0.927273,0.909091,0.883162,1.021467,0.927273,0.909091,0.883162,
