playerID,yearID,stint,teamName,LeagueName,G,GS,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old,LevelsBelow,ros_team_id,hist_team_id
niinu11,2011,1,Yokosuka BayStars,Eastern League,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,1,YBS2,YBS2
ohara11,2011,1,Yokosuka BayStars,Eastern League,89,0,196,15,34,9,1,2,18,2,0,16,73,0,5,12,1,5,,1,YBS2,YBS2
ohara11,2011,1,Yokosuka BayStars,Eastern League,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YBS2,YBS2
okato11,2011,1,Yokosuka BayStars,Eastern League,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YBS2,YBS2
onuma11,2011,1,Yokosuka BayStars,Eastern League,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YBS2,YBS2
otaat11,2011,1,Yokosuka BayStars,Eastern League,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YBS2,YBS2
rando11,2011,1,Yokosuka BayStars,Eastern League,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YBS2,YBS2
sanad11,2011,1,Yokosuka BayStars,Eastern League,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YBS2,YBS2
satos11,2011,1,Yokosuka BayStars,Eastern League,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YBS2,YBS2
shima11,2011,1,Yokosuka BayStars,Eastern League,15,0,56,5,15,3,0,0,5,1,2,6,14,0,0,0,0,0,,1,YBS2,YBS2
shimi11,2011,1,Yokosuka BayStars,Eastern League,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YBS2,YBS2
shimo11,2011,1,Yokosuka BayStars,Eastern League,17,0,52,2,13,2,0,1,3,0,1,1,7,0,0,0,0,1,,1,YBS2,YBS2
shino11,2011,1,Yokosuka BayStars,Eastern League,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YBS2,YBS2
sudak11,2011,1,Yokosuka BayStars,Eastern League,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YBS2,YBS2
sugih11,2011,1,Yokosuka BayStars,Eastern League,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YBS2,YBS2
takam11,2011,1,Yokosuka BayStars,Eastern League,95,0,295,28,63,16,0,5,27,5,0,26,61,0,7,3,1,3,,1,YBS2,YBS2
takey11,2011,1,Yokosuka BayStars,Eastern League,18,0,43,1,8,0,0,0,0,0,0,3,16,0,2,0,0,1,,1,YBS2,YBS2
tanak11,2011,1,Yokosuka BayStars,Eastern League,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YBS2,YBS2
tsuru11,2011,1,Yokosuka BayStars,Eastern League,54,0,131,10,32,3,0,0,5,0,0,4,29,0,2,6,1,3,,1,YBS2,YBS2
tsuts11,2011,1,Yokosuka BayStars,Eastern League,57,0,219,31,49,7,1,14,35,1,3,22,80,0,3,0,1,2,,1,YBS2,YBS2
ushid11,2011,1,Yokosuka BayStars,Eastern League,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YBS2,YBS2
wangi11,2011,1,Yokosuka BayStars,Eastern League,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YBS2,YBS2
watan11,2011,1,Yokosuka BayStars,Eastern League,2,0,6,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,,1,YBS2,YBS2
yamag11,2011,1,Yokosuka BayStars,Eastern League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YBS2,YBS2
yamam11,2011,1,Yokosuka BayStars,Eastern League,13,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,YBS2,YBS2
yamaz11,2011,1,Yokosuka BayStars,Eastern League,93,0,299,31,59,6,2,1,18,3,1,47,70,0,9,24,2,7,,1,YBS2,YBS2
yoshi11,2011,1,Yokosuka BayStars,Eastern League,14,0,52,8,13,2,1,3,10,1,1,8,9,0,1,0,0,1,,1,YBS2,YBS2
akada11,2011,1,Unknown,Unknown,36,0,87,6,18,4,1,1,7,0,0,9,19,0,0,0,0,1,,1,XX,XX
anant11,2011,1,Unknown,Unknown,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
araka11,2011,1,Unknown,Unknown,26,0,76,10,20,2,1,3,11,1,2,10,12,0,2,1,0,1,,1,XX,XX
baldi11,2011,1,Unknown,Unknown,13,0,45,6,12,2,0,1,3,0,0,4,5,0,2,0,0,5,,1,XX,XX
balle11,2011,1,Unknown,Unknown,21,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,1,XX,XX
carab11,2011,1,Unknown,Unknown,19,0,70,6,19,1,0,4,11,0,0,4,23,0,0,0,0,0,,1,XX,XX
figar11,2011,1,Unknown,Unknown,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
fukae11,2011,1,Unknown,Unknown,46,0,73,10,16,0,1,0,3,9,4,3,18,0,2,2,1,0,,1,XX,XX
furuk11,2011,1,Unknown,Unknown,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
gotom11,2011,1,Unknown,Unknown,9,0,33,2,6,0,0,0,0,0,0,1,6,0,0,0,0,2,,1,XX,XX
gotos11,2011,1,Unknown,Unknown,57,0,213,20,47,7,2,1,13,2,4,15,47,0,2,1,1,1,,1,XX,XX
haseg11,2011,1,Unknown,Unknown,12,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,XX,XX
hessm11,2011,1,Unknown,Unknown,36,0,111,16,27,8,0,8,16,0,0,13,28,0,0,0,1,1,,1,XX,XX
hidak11,2011,1,Unknown,Unknown,55,0,148,7,27,1,1,2,12,0,1,7,30,0,2,1,3,3,,1,XX,XX
higam11,2011,1,Unknown,Unknown,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
ihara11,2011,1,Unknown,Unknown,18,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,XX,XX
itohi11,2011,1,Unknown,Unknown,10,0,28,5,7,1,0,1,2,0,0,2,5,0,0,0,0,0,,1,XX,XX
kaita11,2011,1,Unknown,Unknown,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,XX,XX
kajim11,2011,1,Unknown,Unknown,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
kajim11,2011,1,Unknown,Unknown,46,0,171,25,41,5,1,4,17,5,4,24,31,0,0,5,0,2,,1,XX,XX
kamos11,2011,1,Unknown,Unknown,25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,XX,XX
kanek11,2011,1,Unknown,Unknown,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
kanek11,2011,1,Unknown,Unknown,75,0,212,16,49,9,3,2,12,11,9,15,42,0,3,6,0,4,,1,XX,XX
katod11,2011,1,Unknown,Unknown,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
katsu11,2011,1,Unknown,Unknown,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
kisan11,2011,1,Unknown,Unknown,8,0,9,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,,1,XX,XX
kobay11,2011,1,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
kobay11,2011,1,Unknown,Unknown,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
kojim11,2011,1,Unknown,Unknown,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,XX,XX
komat11,2011,1,Unknown,Unknown,23,0,16,0,2,1,0,0,2,0,0,1,8,0,0,3,0,0,,1,XX,XX
kondo11,2011,1,Unknown,Unknown,7,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,1,XX,XX
kuwah11,2011,1,Unknown,Unknown,21,0,7,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,,1,XX,XX
leese11,2011,1,Unknown,Unknown,4,0,15,1,4,0,0,1,1,0,0,0,3,0,0,0,0,0,,1,XX,XX
macla11,2011,1,Unknown,Unknown,15,0,17,0,4,1,0,0,3,0,0,0,6,0,0,0,0,0,,1,XX,XX
maeda11,2011,1,Unknown,Unknown,27,0,62,5,8,1,0,1,3,3,0,9,9,0,1,1,1,3,,1,XX,XX
maeda11,2011,1,Unknown,Unknown,29,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,1,XX,XX
matos11,2011,1,Unknown,Unknown,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
mitsu11,2011,1,Unknown,Unknown,103,0,324,24,73,13,3,1,26,0,5,27,83,0,1,17,3,6,,1,XX,XX
miyaz11,2011,1,Unknown,Unknown,96,0,230,19,51,14,2,0,16,9,2,22,64,0,5,3,2,2,,1,XX,XX
moriy11,2011,1,Unknown,Unknown,4,0,7,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,,1,XX,XX
nakay11,2011,1,Unknown,Unknown,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,XX,XX
nishi11,2011,1,Unknown,Unknown,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
niwam11,2011,1,Unknown,Unknown,47,0,101,3,24,5,0,1,8,0,0,4,28,0,0,3,2,6,,1,XX,XX
nonak11,2011,1,Unknown,Unknown,63,0,168,19,40,8,2,1,10,12,6,18,15,0,3,5,0,2,,1,XX,XX
okada11,2011,1,Unknown,Unknown,5,0,20,3,6,0,0,1,1,0,0,0,3,0,0,0,0,3,,1,XX,XX
parkc11,2011,1,Unknown,Unknown,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
saito11,2011,1,Unknown,Unknown,9,0,18,0,1,0,0,0,2,0,0,3,6,0,0,2,0,0,,1,XX,XX
shiba11,2011,1,Unknown,Unknown,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
shimo11,2011,1,Unknown,Unknown,51,0,146,15,41,5,1,3,12,1,1,21,23,0,2,0,0,2,,1,XX,XX
taguc11,2011,1,Unknown,Unknown,29,0,79,8,17,2,1,1,3,0,0,6,15,0,1,0,0,2,,1,XX,XX
takam11,2011,1,Unknown,Unknown,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
takas11,2011,1,Unknown,Unknown,65,0,163,17,36,7,0,1,17,0,0,22,30,0,0,2,0,5,,1,XX,XX
takeh11,2011,1,Unknown,Unknown,37,0,77,8,21,2,1,1,9,0,0,6,5,0,2,0,3,1,,1,XX,XX
tsubo11,2011,1,Unknown,Unknown,74,0,154,12,37,2,0,0,6,0,0,6,21,0,2,1,0,9,,1,XX,XX
tsuji11,2011,1,Unknown,Unknown,62,0,150,13,37,9,0,3,20,0,1,12,17,0,3,2,1,7,,1,XX,XX
tsuka11,2011,1,Unknown,Unknown,15,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,XX,XX
veloz11,2011,1,Unknown,Unknown,21,0,75,10,23,3,0,5,8,1,2,4,15,1,0,0,0,2,,1,XX,XX
yamad11,2011,1,Unknown,Unknown,13,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,,1,XX,XX
yamas11,2011,1,Unknown,Unknown,4,0,11,1,3,1,0,0,0,0,0,1,1,0,0,1,0,0,,1,XX,XX
yamaz11,2011,1,Unknown,Unknown,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
yokoy11,2011,1,Unknown,Unknown,57,0,150,13,40,5,0,1,16,1,1,11,25,1,2,3,1,1,,1,XX,XX
yoshi11,2011,1,Unknown,Unknown,81,0,248,19,72,11,4,2,24,0,0,17,36,1,1,1,2,4,,1,XX,XX
yoshi11,2011,1,Unknown,Unknown,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,XX,XX
akaga11,2011,1,Tokyo Swallows,Eastern League,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
araki11,2011,1,Tokyo Swallows,Eastern League,109,0,407,51,107,17,6,9,54,6,4,29,62,0,11,14,2,8,,1,YKS2,YKS2
asoto11,2011,1,Tokyo Swallows,Eastern League,54,0,97,12,25,5,0,2,10,0,0,10,20,0,0,5,1,2,,1,YKS2,YKS2
barne11,2011,1,Tokyo Swallows,Eastern League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
ferna11,2011,1,Tokyo Swallows,Eastern League,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
fujim11,2011,1,Tokyo Swallows,Eastern League,61,0,111,8,25,3,1,1,6,0,0,12,10,1,1,3,0,2,,1,YKS2,YKS2
fukuc11,2011,1,Tokyo Swallows,Eastern League,23,0,59,8,16,0,1,1,3,8,0,7,10,0,0,1,0,2,,1,YKS2,YKS2
fukuk11,2011,1,Tokyo Swallows,Eastern League,26,0,38,7,12,4,0,1,4,0,0,8,10,0,1,0,0,1,,1,YKS2,YKS2
guiel11,2011,1,Tokyo Swallows,Eastern League,15,0,43,5,13,4,0,2,12,0,0,3,4,0,0,0,1,0,,1,YKS2,YKS2
haman11,2011,1,Tokyo Swallows,Eastern League,41,0,80,2,20,3,0,0,8,0,0,13,14,0,1,0,1,3,,1,YKS2,YKS2
hashi11,2011,1,Tokyo Swallows,Eastern League,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
hatak11,2011,1,Tokyo Swallows,Eastern League,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,YKS2,YKS2
hidak11,2011,1,Tokyo Swallows,Eastern League,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
hirai11,2011,1,Tokyo Swallows,Eastern League,14,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,YKS2,YKS2
ichib11,2011,1,Tokyo Swallows,Eastern League,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
iihar11,2011,1,Tokyo Swallows,Eastern League,45,0,167,21,51,11,1,3,19,5,0,19,24,0,3,0,2,4,,1,YKS2,YKS2
ishii11,2011,1,Tokyo Swallows,Eastern League,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
katom11,2011,1,Tokyo Swallows,Eastern League,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
kawab11,2011,1,Tokyo Swallows,Eastern League,2,0,7,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
kawam11,2011,1,Tokyo Swallows,Eastern League,2,0,6,3,4,1,1,0,2,1,0,1,1,0,0,0,0,0,,1,YKS2,YKS2
kawas11,2011,1,Tokyo Swallows,Eastern League,85,0,111,21,29,6,1,3,11,10,3,7,19,0,1,6,2,2,,1,YKS2,YKS2
kawas11,2011,1,Tokyo Swallows,Eastern League,6,0,26,4,8,0,0,0,1,1,0,2,2,0,0,0,0,1,,1,YKS2,YKS2
kawas11,2011,1,Tokyo Swallows,Eastern League,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
kinug11,2011,1,Tokyo Swallows,Eastern League,49,0,83,2,16,3,0,1,8,0,0,9,22,0,0,4,1,3,,1,YKS2,YKS2
kitan11,2011,1,Tokyo Swallows,Eastern League,35,0,4,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,,1,YKS2,YKS2
magar11,2011,1,Tokyo Swallows,Eastern League,55,0,38,4,7,1,0,1,4,1,2,2,11,0,0,2,0,1,,1,YKS2,YKS2
masub11,2011,1,Tokyo Swallows,Eastern League,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,1,YKS2,YKS2
matan11,2011,1,Tokyo Swallows,Eastern League,27,0,37,4,4,1,0,0,2,0,0,4,12,0,1,0,1,0,,1,YKS2,YKS2
matsu11,2011,1,Tokyo Swallows,Eastern League,102,0,287,34,74,11,4,6,35,3,4,15,55,1,2,4,4,2,,1,YKS2,YKS2
matsu11,2011,1,Tokyo Swallows,Eastern League,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
matsu11,2011,1,Tokyo Swallows,Eastern League,27,0,87,8,30,9,0,2,16,0,0,8,8,0,1,0,1,2,,1,YKS2,YKS2
matsu11,2011,1,Tokyo Swallows,Eastern League,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
miwam11,2011,1,Tokyo Swallows,Eastern League,6,0,25,4,3,0,0,0,1,2,0,2,4,0,0,0,1,1,,1,YKS2,YKS2
miyad11,2011,1,Tokyo Swallows,Eastern League,46,0,116,12,28,4,0,1,19,1,1,18,18,0,0,0,0,4,,1,YKS2,YKS2
mizun11,2011,1,Tokyo Swallows,Eastern League,32,0,27,1,4,2,1,0,6,1,0,1,9,0,0,2,1,0,,1,YKS2,YKS2
morio11,2011,1,Tokyo Swallows,Eastern League,41,0,137,13,41,3,0,1,14,1,0,12,21,0,1,3,0,4,,1,YKS2,YKS2
muran11,2011,1,Tokyo Swallows,Eastern League,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,1,YKS2,YKS2
nakam11,2011,1,Tokyo Swallows,Eastern League,56,0,158,19,47,5,0,0,10,2,1,16,13,0,6,11,2,7,,1,YKS2,YKS2
nakao11,2011,1,Tokyo Swallows,Eastern League,88,0,162,14,45,7,0,0,15,2,1,23,16,0,2,4,1,3,,1,YKS2,YKS2
nakaz11,2011,1,Tokyo Swallows,Eastern League,21,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
nishi11,2011,1,Tokyo Swallows,Eastern League,24,0,45,3,6,1,0,0,3,0,0,1,12,0,1,3,0,0,,1,YKS2,YKS2
nitta11,2011,1,Tokyo Swallows,Eastern League,39,0,71,1,13,4,0,0,7,0,0,0,12,0,0,2,0,3,,1,YKS2,YKS2
noguc11,2011,1,Tokyo Swallows,Eastern League,66,0,150,21,40,3,3,3,18,6,1,12,20,0,1,7,0,6,,1,YKS2,YKS2
okamo11,2011,1,Tokyo Swallows,Eastern League,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
oniza11,2011,1,Tokyo Swallows,Eastern League,5,0,11,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,,1,YKS2,YKS2
onode11,2011,1,Tokyo Swallows,Eastern League,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
satom11,2011,1,Tokyo Swallows,Eastern League,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
satot11,2011,1,Tokyo Swallows,Eastern League,26,0,47,9,10,1,0,1,8,0,0,0,6,0,0,1,1,1,,1,YKS2,YKS2
satoy11,2011,1,Tokyo Swallows,Eastern League,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
shich11,2011,1,Tokyo Swallows,Eastern League,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
takag11,2011,1,Tokyo Swallows,Eastern League,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
takai11,2011,1,Tokyo Swallows,Eastern League,96,0,294,47,97,25,2,5,31,3,3,26,51,0,0,5,2,3,,1,YKS2,YKS2
takai11,2011,1,Tokyo Swallows,Eastern League,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
takeu11,2011,1,Tokyo Swallows,Eastern League,32,0,118,8,36,6,2,2,25,0,0,11,25,1,1,0,3,0,,1,YKS2,YKS2
tatey11,2011,1,Tokyo Swallows,Eastern League,3,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,1,YKS2,YKS2
uedat11,2011,1,Tokyo Swallows,Eastern League,94,0,349,56,98,4,8,2,37,55,15,46,55,1,7,13,3,3,,1,YKS2,YKS2
uenok11,2011,1,Tokyo Swallows,Eastern League,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
watan11,2011,1,Tokyo Swallows,Eastern League,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
white11,2011,1,Tokyo Swallows,Eastern League,3,0,5,0,2,0,0,0,1,0,0,4,2,0,0,0,0,0,,1,YKS2,YKS2
yagir11,2011,1,Tokyo Swallows,Eastern League,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
yamad11,2011,1,Tokyo Swallows,Eastern League,114,0,409,44,106,13,3,5,39,17,4,32,56,0,6,10,3,3,,1,YKS2,YKS2
yamag11,2011,1,Tokyo Swallows,Eastern League,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
yamam11,2011,1,Tokyo Swallows,Eastern League,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
yamam11,2011,1,Tokyo Swallows,Eastern League,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
yoshi11,2011,1,Tokyo Swallows,Eastern League,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,YKS2,YKS2
yoshi11,2011,1,Tokyo Swallows,Eastern League,70,0,78,6,16,5,0,1,8,0,0,11,20,0,0,2,1,2,,1,YKS2,YKS2
abema11,2011,1,Tokorozawa Lions,Eastern League,32,0,88,12,28,10,0,1,14,0,1,8,13,0,1,4,4,3,,1,SBL2,SBL2
akiya11,2011,1,Tokorozawa Lions,Eastern League,25,0,107,23,47,6,1,4,16,11,1,6,13,0,2,0,0,2,,1,SBL2,SBL2
araka11,2011,1,Tokorozawa Lions,Eastern League,55,0,134,18,24,4,0,4,9,0,1,10,42,0,6,7,1,2,,1,SBL2,SBL2
asamu11,2011,1,Tokorozawa Lions,Eastern League,3,0,11,3,5,0,0,1,4,0,0,3,1,0,0,1,0,0,,1,SBL2,SBL2
brown11,2011,1,Tokorozawa Lions,Eastern League,40,0,141,15,43,9,1,6,30,0,0,9,24,1,1,0,1,4,,1,SBL2,SBL2
egusa11,2011,1,Tokorozawa Lions,Eastern League,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
ferna11,2011,1,Tokorozawa Lions,Eastern League,2,0,6,2,3,0,0,1,2,0,0,0,1,0,0,0,0,1,,1,SBL2,SBL2
fujit11,2011,1,Tokorozawa Lions,Eastern League,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
fujiw11,2011,1,Tokorozawa Lions,Eastern League,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
gotot11,2011,1,Tokorozawa Lions,Eastern League,84,0,272,29,59,13,0,11,38,0,0,27,46,1,3,0,5,7,,1,SBL2,SBL2
grama11,2011,1,Tokorozawa Lions,Eastern League,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
harat11,2011,1,Tokorozawa Lions,Eastern League,5,0,14,1,2,0,0,0,1,0,0,1,3,0,0,1,0,0,,1,SBL2,SBL2
hayas11,2011,1,Tokorozawa Lions,Eastern League,67,0,216,26,51,5,1,2,21,4,4,18,36,0,6,16,3,6,,1,SBL2,SBL2
hiran11,2011,1,Tokorozawa Lions,Eastern League,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
hirao11,2011,1,Tokorozawa Lions,Eastern League,5,0,12,2,3,1,0,2,2,0,0,0,4,0,0,0,0,1,,1,SBL2,SBL2
hoshi11,2011,1,Tokorozawa Lions,Eastern League,84,0,196,24,42,8,4,0,23,5,4,14,33,0,3,9,3,5,,1,SBL2,SBL2
hoshi11,2011,1,Tokorozawa Lions,Eastern League,7,0,17,2,2,0,0,0,1,0,0,2,4,0,2,0,1,0,,1,SBL2,SBL2
hoshi11,2011,1,Tokorozawa Lions,Eastern League,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
hsumi11,2011,1,Tokorozawa Lions,Eastern League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
ishii11,2011,1,Tokorozawa Lions,Eastern League,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
ishii11,2011,1,Tokorozawa Lions,Eastern League,79,0,233,31,74,10,2,3,22,3,0,48,31,1,2,1,2,3,,1,SBL2,SBL2
ishik11,2011,1,Tokorozawa Lions,Eastern League,83,0,192,28,50,1,4,3,15,10,6,8,34,0,3,5,0,2,,1,SBL2,SBL2
iwaot11,2011,1,Tokorozawa Lions,Eastern League,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
iwasa11,2011,1,Tokorozawa Lions,Eastern League,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
katao11,2011,1,Tokorozawa Lions,Eastern League,8,0,21,2,7,1,0,0,3,1,0,3,2,0,0,0,0,1,,1,SBL2,SBL2
kikuc11,2011,1,Tokorozawa Lions,Eastern League,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,1,SBL2,SBL2
kimur11,2011,1,Tokorozawa Lions,Eastern League,10,0,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
kishi11,2011,1,Tokorozawa Lions,Eastern League,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
kumas11,2011,1,Tokorozawa Lions,Eastern League,54,0,176,23,36,10,3,0,20,8,4,29,33,0,1,9,0,3,,1,SBL2,SBL2
kuros11,2011,1,Tokorozawa Lions,Eastern League,40,0,144,14,43,6,1,0,15,2,4,13,15,0,3,1,2,1,,1,SBL2,SBL2
maega11,2011,1,Tokorozawa Lions,Eastern League,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
matsu11,2011,1,Tokorozawa Lions,Eastern League,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
misaw11,2011,1,Tokorozawa Lions,Eastern League,106,0,305,30,76,12,1,2,23,1,2,17,52,0,0,14,1,11,,1,SBL2,SBL2
miyat11,2011,1,Tokorozawa Lions,Eastern League,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
mulhe11,2011,1,Tokorozawa Lions,Eastern League,9,0,22,0,3,1,0,0,1,0,0,1,8,0,0,0,0,1,,1,SBL2,SBL2
nakat11,2011,1,Tokorozawa Lions,Eastern League,9,0,9,0,1,0,0,0,1,0,0,0,3,0,0,0,0,1,,1,SBL2,SBL2
nakaz11,2011,1,Tokorozawa Lions,Eastern League,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,SBL2,SBL2
