BBRefMinorsID,Year,Stint,Team Name,LeagueName,W,L,G,GS,CG,SHO,SV,IP,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BF,GF,R,SH,SF,GIDP,LevelsBelow,ros_team_id,hist_team_id,OOTP Player ID
akasa08,2008,1,Nagoya Dragons,Western League,5,7,21,0,1,0,1,88,0,51,88,2,7,,49,47,48,1,4,393,,3,,,,1,CHD2,CHD2,
asaku08,2008,1,Nagoya Dragons,Western League,0,2,4,0,0,0,0,23,0,10,20,2,2,,9,4,15,0,0,96,,0,,,,1,CHD2,CHD2,
asaot08,2008,1,Nagoya Dragons,Western League,0,0,8,0,0,0,0,9,0,0,2,0,0,,0,2,7,0,0,33,,0,,,,1,CHD2,CHD2,
higuc08,2008,1,Nagoya Dragons,Western League,1,0,16,0,0,0,0,19,0,17,26,3,2,,17,11,10,0,2,96,,0,,,,1,CHD2,CHD2,
hirai08,2008,1,Nagoya Dragons,Western League,1,0,7,0,0,0,1,8,0,5,8,0,0,,5,5,5,0,0,37,,0,,,,1,CHD2,CHD2,
hisam08,2008,1,Nagoya Dragons,Western League,0,2,11,0,0,0,1,15,0,11,16,0,0,,11,14,15,1,2,74,,0,,,,1,CHD2,CHD2,
ishii08,2008,1,Nagoya Dragons,Western League,2,0,5,0,0,0,0,9,0,2,8,1,0,,2,1,8,0,0,36,,0,,,,1,CHD2,CHD2,
kawai08,2008,1,Nagoya Dragons,Western League,5,2,12,0,0,0,0,63,0,22,65,5,1,,19,11,30,0,3,263,,1,,,,1,CHD2,CHD2,
kikuc08,2008,1,Nagoya Dragons,Western League,0,5,39,0,0,0,1,45,0,27,55,1,1,,24,16,34,1,2,206,,0,,,,1,CHD2,CHD2,
kobay08,2008,1,Nagoya Dragons,Western League,0,0,4,0,0,0,0,5,0,6,10,1,1,,4,2,2,0,0,27,,0,,,,1,CHD2,CHD2,
kongo08,2008,1,Nagoya Dragons,Western League,2,1,22,0,0,0,3,27,0,6,19,3,1,,6,3,17,0,0,104,,0,,,,1,CHD2,CHD2,
nagam08,2008,1,Nagoya Dragons,Western League,2,1,6,0,0,0,0,38,0,8,27,2,0,,6,5,22,0,0,147,,1,,,,1,CHD2,CHD2,
nakat08,2008,1,Nagoya Dragons,Western League,0,0,2,0,0,0,0,10,0,3,6,0,0,,1,5,9,0,2,41,,0,,,,1,CHD2,CHD2,
nakaz08,2008,1,Nagoya Dragons,Western League,1,2,16,0,0,0,3,19,0,6,16,1,1,,6,4,13,0,0,77,,0,,,,1,CHD2,CHD2,
nelso08,2008,1,Nagoya Dragons,Western League,0,0,11,0,0,0,3,16,0,1,14,0,0,,1,3,17,0,0,64,,0,,,,1,CHD2,CHD2,
saito08,2008,1,Nagoya Dragons,Western League,0,1,15,0,0,0,1,15,0,9,19,1,2,,8,5,10,1,0,71,,0,,,,1,CHD2,CHD2,
satom08,2008,1,Nagoya Dragons,Western League,7,4,14,0,4,4,0,95,0,28,89,6,4,,28,17,59,0,3,385,,0,,,,1,CHD2,CHD2,
sator08,2008,1,Nagoya Dragons,Western League,4,4,10,0,1,0,0,55,0,27,65,5,2,,26,16,27,0,2,242,,0,,,,1,CHD2,CHD2,
shimi08,2008,1,Nagoya Dragons,Western League,5,4,23,0,0,0,1,90,0,42,90,7,5,,37,30,49,0,2,390,,0,,,,1,CHD2,CHD2,
suzuk08,2008,1,Nagoya Dragons,Western League,0,0,1,0,0,0,1,1,0,0,0,0,0,,0,2,0,0,0,4,,0,,,,1,CHD2,CHD2,
takae08,2008,1,Nagoya Dragons,Western League,0,1,15,0,0,0,0,18,0,16,23,5,1,,16,3,10,0,1,83,,0,,,,1,CHD2,CHD2,
takah08,2008,1,Nagoya Dragons,Western League,0,1,2,0,0,0,0,2,0,2,3,0,0,,1,0,2,0,0,10,,0,,,,1,CHD2,CHD2,
yamai08,2008,1,Nagoya Dragons,Western League,1,1,3,0,0,0,0,14,0,3,9,1,5,,3,5,8,0,0,57,,0,,,,1,CHD2,CHD2,
yamam08,2008,1,Nagoya Dragons,Western League,0,2,2,0,0,0,0,11,0,5,11,0,0,,5,4,12,0,0,48,,0,,,,1,CHD2,CHD2,
yamau08,2008,1,Nagoya Dragons,Western League,2,3,15,0,1,0,1,49,0,24,47,3,1,,22,16,42,0,2,208,,4,,,,1,CHD2,CHD2,
yoshi08,2008,1,Nagoya Dragons,Western League,0,0,4,0,0,0,0,19,0,7,19,0,0,,6,4,12,0,1,76,,0,,,,1,CHD2,CHD2,
aiday08,2008,1,Tokyo Giants,Eastern League,2,1,24,0,0,0,0,25,0,11,22,1,1,,7,6,16,0,0,105,,0,,,,1,YMG2,YMG2,
burns08,2008,1,Tokyo Giants,Eastern League,4,1,9,0,0,0,0,37,0,12,30,2,2,,10,10,23,0,1,150,,0,,,,1,YMG2,YMG2,
chian08,2008,1,Tokyo Giants,Eastern League,1,0,2,0,0,0,0,6,0,3,4,2,1,,3,2,3,0,0,25,,0,,,,1,YMG2,YMG2,
fujit08,2008,1,Tokyo Giants,Eastern League,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,1,1,0,0,4,,0,,,,1,YMG2,YMG2,
fukam08,2008,1,Tokyo Giants,Eastern League,0,0,4,0,0,0,0,2,0,2,4,0,0,,2,3,1,0,1,14,,0,,,,1,YMG2,YMG2,
fukas08,2008,1,Tokyo Giants,Eastern League,0,0,7,0,0,0,0,7,0,7,9,0,1,,6,7,5,0,0,38,,0,,,,1,YMG2,YMG2,
fukat08,2008,1,Tokyo Giants,Eastern League,3,3,23,0,0,0,0,59,0,22,55,5,2,,19,26,48,0,1,256,,0,,,,1,YMG2,YMG2,
fukud08,2008,1,Tokyo Giants,Eastern League,4,4,31,0,0,0,2,53,0,25,46,2,4,,19,28,43,0,3,234,,1,,,,1,YMG2,YMG2,
furuk08,2008,1,Tokyo Giants,Eastern League,3,2,17,0,1,1,0,55,0,20,47,1,4,,16,17,42,0,2,229,,0,,,,1,YMG2,YMG2,
hayas08,2008,1,Tokyo Giants,Eastern League,1,1,18,0,0,0,5,21,0,2,13,0,0,,1,5,26,1,1,81,,0,,,,1,YMG2,YMG2,
kadok08,2008,1,Tokyo Giants,Eastern League,5,4,13,0,1,0,0,75,0,27,76,8,2,,27,14,72,0,1,313,,1,,,,1,YMG2,YMG2,
kanet08,2008,1,Tokyo Giants,Eastern League,8,2,13,0,1,0,0,76,0,18,59,6,0,,14,17,61,0,2,298,,1,,,,1,YMG2,YMG2,
kawag08,2008,1,Tokyo Giants,Eastern League,0,0,5,0,0,0,0,5,0,1,1,1,0,,1,1,5,0,1,18,,0,,,,1,YMG2,YMG2,
kimur08,2008,1,Tokyo Giants,Eastern League,1,0,24,0,0,0,1,29,0,12,22,2,3,,11,20,33,0,2,131,,0,,,,1,YMG2,YMG2,
kisan08,2008,1,Tokyo Giants,Eastern League,2,1,8,0,0,0,0,45,0,15,35,3,2,,12,9,41,0,2,183,,0,,,,1,YMG2,YMG2,
kuboy08,2008,1,Tokyo Giants,Eastern League,6,5,16,0,1,0,0,97,0,36,82,8,10,,29,17,83,0,5,390,,0,,,,1,YMG2,YMG2,
linyi08,2008,1,Tokyo Giants,Eastern League,0,0,1,0,0,0,0,1,0,0,0,0,1,,0,1,0,0,0,5,,1,,,,1,YMG2,YMG2,
mikih08,2008,1,Tokyo Giants,Eastern League,1,0,5,0,0,0,0,4,0,4,5,1,0,,2,3,4,0,1,22,,0,,,,1,YMG2,YMG2,
murat08,2008,1,Tokyo Giants,Eastern League,0,2,9,0,0,0,0,12,0,13,15,1,1,,11,6,9,0,0,61,,0,,,,1,YMG2,YMG2,
nishi08,2008,1,Tokyo Giants,Eastern League,1,0,5,0,0,0,1,8,0,4,9,1,0,,3,1,8,0,0,35,,0,,,,1,YMG2,YMG2,
nishi08,2008,1,Tokyo Giants,Eastern League,0,0,1,0,0,0,0,1,0,1,2,0,0,,1,1,0,0,0,6,,0,,,,1,YMG2,YMG2,
noguc08,2008,1,Tokyo Giants,Eastern League,0,0,6,0,0,0,0,4,0,2,6,0,0,,2,1,1,0,1,20,,0,,,,1,YMG2,YMG2,
nomag08,2008,1,Tokyo Giants,Eastern League,3,1,4,0,0,0,0,25,0,6,22,1,1,,5,5,18,0,0,99,,0,,,,1,YMG2,YMG2,
obisp08,2008,1,Tokyo Giants,Eastern League,1,3,37,0,0,0,21,34,0,17,35,3,4,,16,20,41,0,7,160,,1,,,,1,YMG2,YMG2,
ochid08,2008,1,Tokyo Giants,Eastern League,1,0,2,0,0,0,0,3,0,0,0,0,0,,0,1,4,0,0,10,,0,,,,1,YMG2,YMG2,
sanad08,2008,1,Tokyo Giants,Eastern League,2,0,9,0,0,0,0,17,0,11,16,3,0,,9,4,10,0,1,70,,0,,,,1,YMG2,YMG2,
suzuk08,2008,1,Tokyo Giants,Eastern League,0,0,3,0,0,0,0,2,0,9,9,0,3,,8,1,4,0,0,21,,0,,,,1,YMG2,YMG2,
takah08,2008,1,Tokyo Giants,Eastern League,2,0,2,0,0,0,0,10,0,5,9,1,1,,5,2,11,0,0,41,,0,,,,1,YMG2,YMG2,
takes08,2008,1,Tokyo Giants,Eastern League,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,3,0,0,1,6,,0,,,,1,YMG2,YMG2,
togan08,2008,1,Tokyo Giants,Eastern League,5,1,14,0,1,0,0,57,0,15,48,1,2,,15,9,54,0,1,228,,0,,,,1,YMG2,YMG2,
tonos08,2008,1,Tokyo Giants,Eastern League,1,4,7,0,0,0,0,39,0,15,36,4,0,,13,11,36,0,4,164,,0,,,,1,YMG2,YMG2,
uenot08,2008,1,Tokyo Giants,Eastern League,0,1,26,0,0,0,0,21,0,10,25,1,0,,8,13,16,0,1,103,,0,,,,1,YMG2,YMG2,
yoshi08,2008,1,Tokyo Giants,Eastern League,1,0,17,0,0,0,0,17,0,6,14,0,1,,4,4,11,0,1,71,,0,,,,1,YMG2,YMG2,
araka08,2008,1,Fukuoka Hawks,Western League,1,1,6,0,1,0,0,33,0,8,27,3,2,,7,11,33,0,2,131,,0,,,,1,SBH2,SBH2,
fujio08,2008,1,Fukuoka Hawks,Western League,1,0,17,0,0,0,1,20,0,8,18,1,1,,8,5,14,0,0,80,,0,,,,1,SBH2,SBH2,
gutto08,2008,1,Fukuoka Hawks,Western League,1,0,1,0,0,0,0,6,0,3,3,0,0,,1,2,5,0,0,24,,0,,,,1,SBH2,SBH2,
hoshi08,2008,1,Fukuoka Hawks,Western League,2,0,9,0,0,0,2,19,0,7,16,0,0,,7,1,8,0,0,74,,0,,,,1,SBH2,SBH2,
hoult08,2008,1,Fukuoka Hawks,Western League,1,0,4,0,0,0,0,24,0,8,21,0,0,,5,4,15,0,0,95,,4,,,,1,SBH2,SBH2,
iwasa08,2008,1,Fukuoka Hawks,Western League,5,2,12,0,0,0,0,56,0,18,50,7,2,,12,6,31,0,0,226,,0,,,,1,SBH2,SBH2,
katto08,2008,1,Fukuoka Hawks,Western League,3,1,13,0,0,0,0,46,0,18,36,1,3,,17,24,31,0,1,191,,0,,,,1,SBH2,SBH2,
kawaz08,2008,1,Fukuoka Hawks,Western League,2,2,14,0,0,0,0,25,0,20,28,1,1,,18,15,16,0,1,122,,0,,,,1,SBH2,SBH2,
kumey08,2008,1,Fukuoka Hawks,Western League,0,0,8,0,0,0,0,8,0,6,8,0,1,,6,2,8,0,0,34,,0,,,,1,SBH2,SBH2,
mahar08,2008,1,Fukuoka Hawks,Western League,0,0,6,0,0,0,1,6,0,2,6,2,0,,2,2,3,0,0,26,,0,,,,1,SBH2,SBH2,
misek08,2008,1,Fukuoka Hawks,Western League,0,0,5,0,0,0,2,5,0,1,2,0,1,,0,1,3,0,1,20,,0,,,,1,SBH2,SBH2,
mizut08,2008,1,Fukuoka Hawks,Western League,0,1,5,0,0,0,0,5,0,2,6,0,1,,2,0,2,0,0,22,,0,,,,1,SBH2,SBH2,
morif08,2008,1,Fukuoka Hawks,Western League,0,3,12,0,0,0,0,25,0,16,34,4,0,,15,3,17,0,0,108,,1,,,,1,SBH2,SBH2,
nishi08,2008,1,Fukuoka Hawks,Western League,4,0,17,0,0,0,2,40,0,11,35,1,2,,6,17,22,0,1,169,,0,,,,1,SBH2,SBH2,
nitko08,2008,1,Fukuoka Hawks,Western League,1,1,14,0,0,0,4,14,0,7,11,0,0,,1,3,10,0,0,59,,2,,,,1,SBH2,SBH2,
obash08,2008,1,Fukuoka Hawks,Western League,4,2,10,0,0,0,0,47,0,22,45,3,2,,20,22,39,0,2,203,,0,,,,1,SBH2,SBH2,
ogura08,2008,1,Fukuoka Hawks,Western League,0,0,17,0,0,0,3,21,0,2,6,1,1,,1,4,29,0,0,75,,0,,,,1,SBH2,SBH2,
onish08,2008,1,Fukuoka Hawks,Western League,0,1,3,0,0,0,0,2,0,2,2,1,0,,2,0,1,0,0,10,,0,,,,1,SBH2,SBH2,
otaha08,2008,1,Fukuoka Hawks,Western League,3,2,8,0,0,0,0,46,0,19,39,3,3,,16,12,30,0,2,186,,1,,,,1,SBH2,SBH2,
powel08,2008,1,Fukuoka Hawks,Western League,4,2,10,0,0,0,0,60,0,24,52,3,5,,17,8,38,0,1,244,,2,,,,1,SBH2,SBH2,
satom08,2008,1,Fukuoka Hawks,Western League,0,0,7,0,0,0,0,7,0,0,4,0,0,,0,0,0,0,0,26,,0,,,,1,SBH2,SBH2,
shino08,2008,1,Fukuoka Hawks,Western League,0,0,4,0,0,0,0,4,0,3,6,0,0,,3,2,1,0,0,20,,0,,,,1,SBH2,SBH2,
stand08,2008,1,Fukuoka Hawks,Western League,2,5,13,0,0,0,0,68,0,32,73,4,2,,32,25,32,0,1,291,,2,,,,1,SBH2,SBH2,
takah08,2008,1,Fukuoka Hawks,Western League,0,1,23,0,0,0,8,27,0,3,12,0,3,,3,7,36,0,1,104,,0,,,,1,SBH2,SBH2,
takah08,2008,1,Fukuoka Hawks,Western League,7,6,18,0,0,0,0,98,0,42,96,6,4,,38,37,48,0,4,414,,2,,,,1,SBH2,SBH2,
takeo08,2008,1,Fukuoka Hawks,Western League,1,0,7,0,0,0,0,7,0,6,7,0,0,,2,2,6,0,0,33,,0,,,,1,SBH2,SBH2,
wadat08,2008,1,Fukuoka Hawks,Western League,2,0,2,0,1,1,0,14,0,0,4,0,0,,0,0,13,0,0,44,,0,,,,1,SBH2,SBH2,
yamad08,2008,1,Fukuoka Hawks,Western League,0,0,5,0,0,0,0,6,0,0,4,0,0,,0,0,5,0,0,21,,0,,,,1,SBH2,SBH2,
yamam08,2008,1,Fukuoka Hawks,Western League,0,1,13,0,0,0,2,13,0,10,21,3,0,,6,3,5,1,0,64,,0,,,,1,SBH2,SBH2,
yanas08,2008,1,Fukuoka Hawks,Western League,0,0,5,0,0,0,0,5,0,2,5,0,0,,2,3,5,0,0,22,,0,,,,1,SBH2,SBH2,
yangy08,2008,1,Fukuoka Hawks,Western League,2,1,19,0,0,0,1,21,0,8,16,0,2,,5,15,19,0,0,93,,0,,,,1,SBH2,SBH2,
aizaw08,2008,1,Hiroshima Carp,Western League,3,2,11,0,0,0,0,33,0,23,37,3,2,,14,19,16,2,2,160,,0,,,,1,HRC2,HRC2,
aokih08,2008,1,Hiroshima Carp,Western League,1,0,26,0,0,0,0,26,0,8,28,2,1,,7,6,15,1,0,113,,0,,,,1,HRC2,HRC2,
aokit08,2008,1,Hiroshima Carp,Western League,2,0,6,0,0,0,0,24,0,11,22,4,1,,11,4,18,0,0,100,,1,,,,1,HRC2,HRC2,
haseg08,2008,1,Hiroshima Carp,Western League,3,3,7,0,0,0,0,42,0,23,36,7,0,,22,12,27,0,2,173,,0,,,,1,HRC2,HRC2,
hayas08,2008,1,Hiroshima Carp,Western League,0,0,9,0,0,0,0,8,0,2,7,0,2,,1,3,5,1,0,36,,0,,,,1,HRC2,HRC2,
hiroi08,2008,1,Hiroshima Carp,Western League,3,1,28,0,0,0,1,24,0,7,15,1,2,,7,8,18,0,0,94,,0,,,,1,HRC2,HRC2,
imaik08,2008,1,Hiroshima Carp,Western League,6,9,18,0,1,0,0,104,0,62,106,5,4,,54,61,43,1,5,466,,0,,,,1,HRC2,HRC2,
kinjo08,2008,1,Hiroshima Carp,Western League,0,0,4,0,0,0,0,2,0,4,4,0,2,,4,4,0,0,0,17,,0,,,,1,HRC2,HRC2,
kishi08,2008,1,Hiroshima Carp,Western League,2,1,9,0,0,0,0,18,0,9,16,0,2,,3,6,13,0,0,80,,0,,,,1,HRC2,HRC2,
kojim08,2008,1,Hiroshima Carp,Western League,1,3,20,0,0,0,0,28,0,24,44,4,0,,16,12,19,0,0,135,,4,,,,1,HRC2,HRC2,
kozlo08,2008,1,Hiroshima Carp,Western League,0,1,4,0,0,0,0,13,0,3,4,1,1,,3,3,12,0,2,46,,0,,,,1,HRC2,HRC2,
lewis08,2008,1,Hiroshima Carp,Western League,0,1,2,0,0,0,0,5,0,5,10,0,1,,5,1,2,0,0,25,,0,,,,1,HRC2,HRC2,
maeda08,2008,1,Hiroshima Carp,Western League,3,1,7,0,1,0,0,40,0,17,44,0,3,,16,6,26,0,0,172,,1,,,,1,HRC2,HRC2,
makin08,2008,1,Hiroshima Carp,Western League,0,0,2,0,0,0,0,8,0,4,9,1,0,,4,2,4,0,0,34,,0,,,,1,HRC2,HRC2,
marte08,2008,1,Hiroshima Carp,Western League,2,2,35,0,0,0,13,39,0,16,31,1,2,,13,8,36,2,5,159,,1,,,,1,HRC2,HRC2,
maruk08,2008,1,Hiroshima Carp,Western League,0,0,1,0,0,0,0,0,0,7,5,0,0,,7,2,0,0,0,8,,0,,,,1,HRC2,HRC2,
miyaz08,2008,1,Hiroshima Carp,Western League,3,3,14,0,0,0,0,52,0,22,43,5,4,,19,13,38,0,1,214,,0,,,,1,HRC2,HRC2,
moric08,2008,1,Hiroshima Carp,Western League,2,1,40,0,0,0,1,45,0,17,36,2,2,,12,9,38,0,2,183,,0,,,,1,HRC2,HRC2,
nagak08,2008,1,Hiroshima Carp,Western League,1,0,4,0,0,0,1,4,0,1,3,0,0,,1,2,2,0,0,18,,0,,,,1,HRC2,HRC2,
nakam08,2008,1,Hiroshima Carp,Western League,1,2,9,0,0,0,0,21,0,21,25,2,3,,15,13,13,1,6,105,,0,,,,1,HRC2,HRC2,
oshim08,2008,1,Hiroshima Carp,Western League,3,1,13,0,0,0,0,44,0,7,22,1,1,,5,16,33,0,2,169,,0,,,,1,HRC2,HRC2,
saito08,2008,1,Hiroshima Carp,Western League,3,1,8,0,0,0,0,38,0,16,41,3,0,,14,17,36,0,1,170,,0,,,,1,HRC2,HRC2,
satak08,2008,1,Hiroshima Carp,Western League,0,1,24,0,0,0,0,18,0,8,19,0,1,,7,7,20,1,0,79,,0,,,,1,HRC2,HRC2,
satot08,2008,1,Hiroshima Carp,Western League,0,1,11,0,0,0,0,20,0,21,27,1,0,,21,18,11,0,3,104,,0,,,,1,HRC2,HRC2,
schul08,2008,1,Hiroshima Carp,Western League,1,1,8,0,0,0,3,12,0,3,8,0,0,,2,6,12,0,1,49,,0,,,,1,HRC2,HRC2,
shino08,2008,1,Hiroshima Carp,Western League,3,4,11,0,0,0,0,57,0,27,59,1,0,,18,13,33,0,2,237,,0,,,,1,HRC2,HRC2,
takah08,2008,1,Hiroshima Carp,Western League,0,1,1,0,0,0,0,6,0,3,7,0,1,,2,3,4,0,0,28,,0,,,,1,HRC2,HRC2,
uenoh08,2008,1,Hiroshima Carp,Western League,0,0,19,0,0,0,9,21,0,4,14,0,3,,4,5,6,2,1,84,,0,,,,1,HRC2,HRC2,
yaman08,2008,1,Hiroshima Carp,Western League,0,0,12,0,0,0,0,15,0,17,18,4,0,,16,10,17,0,0,71,,0,,,,1,HRC2,HRC2,
asanu08,2008,1,Kamagaya Fighters,Eastern League,0,0,1,0,0,0,0,1,0,0,1,0,0,,0,1,0,0,0,4,,0,,,,1,NPH2,NPH2,
dassr08,2008,1,Kamagaya Fighters,Eastern League,2,5,9,0,0,0,0,38,0,25,38,3,6,,24,30,13,0,0,184,,0,,,,1,NPH2,NPH2,
ejiri08,2008,1,Kamagaya Fighters,Eastern League,0,0,7,0,0,0,0,6,0,8,10,2,1,,8,3,6,0,0,34,,0,,,,1,NPH2,NPH2,
fujii08,2008,1,Kamagaya Fighters,Eastern League,2,1,6,0,0,0,0,34,0,12,28,4,1,,9,5,29,0,1,137,,0,,,,1,NPH2,NPH2,
glynn08,2008,1,Kamagaya Fighters,Eastern League,0,0,1,0,0,0,0,5,0,5,12,1,0,,5,0,4,0,0,28,,0,,,,1,NPH2,NPH2,
hoshi08,2008,1,Kamagaya Fighters,Eastern League,1,0,14,0,0,0,0,19,0,7,15,1,1,,7,3,12,0,1,73,,0,,,,1,NPH2,NPH2,
itota08,2008,1,Kamagaya Fighters,Eastern League,3,2,30,0,0,0,1,39,0,14,49,1,0,,10,6,29,0,2,164,,0,,,,1,NPH2,NPH2,
itoka08,2008,1,Kamagaya Fighters,Eastern League,2,1,18,0,0,0,0,33,0,15,29,4,2,,12,15,20,0,2,141,,0,,,,1,NPH2,NPH2,
kanam08,2008,1,Kamagaya Fighters,Eastern League,2,1,29,0,0,0,3,31,0,23,28,3,1,,18,17,22,0,4,140,,0,,,,1,NPH2,NPH2,
kanaz08,2008,1,Kamagaya Fighters,Eastern League,6,6,20,0,0,0,1,78,0,53,90,10,2,,45,28,30,0,1,353,,0,,,,1,NPH2,NPH2,
katot08,2008,1,Kamagaya Fighters,Eastern League,0,0,26,0,0,0,0,21,0,14,28,2,2,,12,8,9,0,0,99,,0,,,,1,NPH2,NPH2,
kikuc08,2008,1,Kamagaya Fighters,Eastern League,1,3,33,0,0,0,6,55,0,20,54,2,4,,17,14,40,0,4,235,,0,,,,1,NPH2,NPH2,
kinos08,2008,1,Kamagaya Fighters,Eastern League,0,2,5,0,0,0,0,18,0,15,22,2,3,,14,18,9,0,3,94,,0,,,,1,NPH2,NPH2,
matsu08,2008,1,Kamagaya Fighters,Eastern League,0,3,11,0,0,0,0,15,0,38,33,6,2,,33,14,11,0,1,95,,0,,,,1,NPH2,NPH2,
miyam08,2008,1,Kamagaya Fighters,Eastern League,0,5,23,0,0,0,0,54,0,40,68,9,5,,35,18,34,0,3,251,,0,,,,1,NPH2,NPH2,
nakam08,2008,1,Kamagaya Fighters,Eastern League,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,3,,0,,,,1,NPH2,NPH2,
nakam08,2008,1,Kamagaya Fighters,Eastern League,0,1,20,0,0,0,0,15,0,16,27,1,3,,16,7,12,0,1,84,,2,,,,1,NPH2,NPH2,
sakam08,2008,1,Kamagaya Fighters,Eastern League,0,1,1,0,0,0,0,6,0,2,9,1,1,,2,3,3,0,0,29,,0,,,,1,NPH2,NPH2,
sunag08,2008,1,Kamagaya Fighters,Eastern League,3,8,15,0,0,0,0,48,0,44,64,8,3,,42,27,27,0,2,226,,1,,,,1,NPH2,NPH2,
tadan08,2008,1,Kamagaya Fighters,Eastern League,0,1,1,0,0,0,0,4,0,1,1,0,0,,1,2,0,0,0,14,,1,,,,1,NPH2,NPH2,
taked08,2008,1,Kamagaya Fighters,Eastern League,1,1,3,0,0,0,0,10,0,2,9,0,1,,2,1,8,0,0,40,,0,,,,1,NPH2,NPH2,
tatey08,2008,1,Kamagaya Fighters,Eastern League,1,0,3,0,0,0,0,5,0,2,3,1,0,,2,0,3,0,0,18,,0,,,,1,NPH2,NPH2,
toyos08,2008,1,Kamagaya Fighters,Eastern League,0,4,17,0,0,0,0,25,0,24,33,7,1,,17,13,20,0,1,119,,0,,,,1,NPH2,NPH2,
tsuda08,2008,1,Kamagaya Fighters,Eastern League,0,0,2,0,0,0,0,2,0,3,5,0,0,,2,2,1,0,0,13,,0,,,,1,NPH2,NPH2,
uchiy08,2008,1,Kamagaya Fighters,Eastern League,0,0,14,0,0,0,0,13,0,7,13,1,0,,6,12,7,0,2,63,,1,,,,1,NPH2,NPH2,
uemur08,2008,1,Kamagaya Fighters,Eastern League,1,1,12,0,0,0,0,26,0,18,29,4,2,,15,13,16,0,2,120,,0,,,,1,NPH2,NPH2,
yagit08,2008,1,Kamagaya Fighters,Eastern League,4,3,16,0,0,0,0,80,0,48,95,9,7,,46,17,49,0,1,351,,0,,,,1,NPH2,NPH2,
yamam08,2008,1,Kamagaya Fighters,Eastern League,1,5,43,0,0,0,2,59,0,42,60,8,5,,36,30,55,0,6,272,,0,,,,1,NPH2,NPH2,
yoshi08,2008,1,Kamagaya Fighters,Eastern League,3,7,17,0,0,0,0,83,0,71,94,23,7,,60,41,69,0,3,393,,0,,,,1,NPH2,NPH2,
aikyo08,2008,1,Sendai Golden Eagles,Eastern League,4,1,22,0,0,0,0,60,0,25,65,4,5,,22,10,22,0,0,249,,0,,,,1,RKE2,RKE2,
aoyam08,2008,1,Sendai Golden Eagles,Eastern League,0,1,4,0,0,0,0,9,0,4,12,1,0,,4,2,8,0,1,43,,0,,,,1,RKE2,RKE2,
arime08,2008,1,Sendai Golden Eagles,Eastern League,0,0,2,0,0,0,0,2,0,0,0,0,1,,0,1,5,0,1,9,,0,,,,1,RKE2,RKE2,
asaih08,2008,1,Sendai Golden Eagles,Eastern League,1,0,1,0,0,0,0,7,0,2,3,0,0,,2,2,10,0,0,28,,0,,,,1,RKE2,RKE2,
guzma08,2008,1,Sendai Golden Eagles,Eastern League,1,0,3,0,0,0,0,17,0,6,15,1,1,,6,9,14,0,1,75,,1,,,,1,RKE2,RKE2,
gwynm08,2008,1,Sendai Golden Eagles,Eastern League,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,2,0,0,3,,0,,,,1,RKE2,RKE2,
haseb08,2008,1,Sendai Golden Eagles,Eastern League,1,0,4,0,0,0,0,21,0,4,11,1,0,,3,4,16,0,1,78,,0,,,,1,RKE2,RKE2,
ichib08,2008,1,Sendai Golden Eagles,Eastern League,3,4,20,0,0,0,5,68,0,32,72,5,4,,25,24,57,0,8,299,,2,,,,1,RKE2,RKE2,
ishid08,2008,1,Sendai Golden Eagles,Eastern League,2,1,11,0,0,0,0,23,0,16,22,0,0,,13,27,21,0,3,115,,0,,,,1,RKE2,RKE2,
ishik08,2008,1,Sendai Golden Eagles,Eastern League,0,0,23,0,0,0,1,39,0,28,50,2,3,,21,18,15,0,2,181,,2,,,,1,RKE2,RKE2,
katay08,2008,1,Sendai Golden Eagles,Eastern League,6,2,10,0,1,1,0,59,0,22,56,5,2,,20,17,38,0,3,241,,0,,,,1,RKE2,RKE2,
kawag08,2008,1,Sendai Golden Eagles,Eastern League,0,0,4,0,0,0,0,4,0,1,4,0,0,,1,0,2,0,0,16,,0,,,,1,RKE2,RKE2,
kawai08,2008,1,Sendai Golden Eagles,Eastern League,7,3,18,0,1,0,1,80,0,56,106,12,1,,50,23,49,0,2,355,,1,,,,1,RKE2,RKE2,
kikuc08,2008,1,Sendai Golden Eagles,Eastern League,1,4,20,0,0,0,0,49,0,40,49,3,3,,39,33,32,0,2,226,,0,,,,1,RKE2,RKE2,
kitan08,2008,1,Sendai Golden Eagles,Eastern League,8,2,12,0,0,0,0,71,0,35,70,4,4,,28,23,34,0,3,300,,0,,,,1,RKE2,RKE2,
koyam08,2008,1,Sendai Golden Eagles,Eastern League,0,0,2,0,0,0,0,2,0,0,1,0,0,,0,1,3,0,0,8,,0,,,,1,RKE2,RKE2,
linen08,2008,1,Sendai Golden Eagles,Eastern League,1,2,8,0,0,0,0,27,0,27,40,6,1,,27,14,21,0,5,128,,0,,,,1,RKE2,RKE2,
linyi08,2008,1,Sendai Golden Eagles,Eastern League,1,5,11,0,0,0,1,40,0,27,55,5,0,,19,15,22,0,3,186,,0,,,,1,RKE2,RKE2,
