BBRefMinorsID,Year,Stint,Team Name,LeagueName,W,L,G,GS,CG,SHO,SV,IP,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BF,GF,R,SH,SF,GIDP,LevelsBelow,ros_team_id,hist_team_id,OOTP Player ID
izumi21,2021,1,Fukuoka Hawks,Western League,2,1,24,0,0,0,1,24,0,12,30,1,0,,8,14,24,0,2,115,,0,,,,1,SBH2,SBH2,
kaino21,2021,1,Fukuoka Hawks,Western League,1,1,13,0,0,0,1,13,0,6,13,2,1,,5,5,15,0,0,53,,0,,,,1,SBH2,SBH2,
kasay21,2021,1,Fukuoka Hawks,Western League,6,2,9,0,2,2,0,48,0,8,28,2,3,,8,11,57,0,3,180,,0,,,,1,SBH2,SBH2,
kawah21,2021,1,Fukuoka Hawks,Western League,3,1,29,0,0,0,4,30,0,20,29,3,1,,17,17,17,0,5,136,,0,,,,1,SBH2,SBH2,
kayam21,2021,1,Fukuoka Hawks,Western League,0,0,2,0,0,0,0,2,0,0,0,0,0,,0,0,3,0,0,6,,0,,,,1,SBH2,SBH2,
marti21,2021,1,Fukuoka Hawks,Western League,1,1,2,0,0,0,0,9,0,2,7,0,0,,2,1,8,0,0,35,,0,,,,1,SBH2,SBH2,
matsu21,2021,1,Fukuoka Hawks,Western League,0,0,6,0,0,0,0,13,0,3,13,1,0,,3,5,16,0,0,57,,0,,,,1,SBH2,SBH2,
moine21,2021,1,Fukuoka Hawks,Western League,1,0,5,0,0,0,0,5,0,0,1,0,0,,0,1,10,0,1,17,,0,,,,1,SBH2,SBH2,
moriy21,2021,1,Fukuoka Hawks,Western League,0,0,4,0,0,0,0,4,0,0,2,0,0,,0,0,2,0,0,14,,0,,,,1,SBH2,SBH2,
nakam21,2021,1,Fukuoka Hawks,Western League,0,0,2,0,0,0,0,2,0,0,1,0,0,,0,1,2,0,0,7,,0,,,,1,SBH2,SBH2,
nakam21,2021,1,Fukuoka Hawks,Western League,0,0,7,0,0,0,0,8,0,5,10,0,0,,5,4,5,0,1,38,,0,,,,1,SBH2,SBH2,
nihoa21,2021,1,Fukuoka Hawks,Western League,4,1,11,0,1,0,0,63,0,18,51,3,0,,18,13,46,0,4,244,,0,,,,1,SBH2,SBH2,
ogata21,2021,1,Fukuoka Hawks,Western League,3,5,20,0,0,0,1,51,0,16,41,1,1,,15,19,34,0,3,209,,0,,,,1,SBH2,SBH2,
ohtak21,2021,1,Fukuoka Hawks,Western League,8,3,20,0,1,0,1,90,0,40,98,4,2,,33,17,79,0,3,382,,0,,,,1,SBH2,SBH2,
ohzek21,2021,1,Fukuoka Hawks,Western League,6,1,26,0,1,1,3,53,0,8,30,1,1,,7,14,54,0,1,205,,0,,,,1,SBH2,SBH2,
okumu21,2021,1,Fukuoka Hawks,Western League,4,2,36,0,0,0,4,70,0,25,53,2,3,,18,29,76,0,3,290,,0,,,,1,SBH2,SBH2,
reaco21,2021,1,Fukuoka Hawks,Western League,0,2,2,0,0,0,0,8,0,6,11,0,0,,6,4,8,0,0,37,,0,,,,1,SBH2,SBH2,
rodri21,2021,1,Fukuoka Hawks,Western League,1,0,4,0,0,0,0,4,0,1,4,0,1,,1,3,4,0,0,18,,0,,,,1,SBH2,SBH2,
senga21,2021,1,Fukuoka Hawks,Western League,0,1,5,0,0,0,0,26,0,10,21,0,0,,8,9,26,0,2,107,,1,,,,1,SBH2,SBH2,
shige21,2021,1,Fukuoka Hawks,Western League,2,4,9,0,2,1,0,40,0,16,33,2,4,,15,15,31,0,1,167,,1,,,,1,SBH2,SBH2,
shiin21,2021,1,Fukuoka Hawks,Western League,1,2,45,0,0,0,9,46,0,18,42,1,1,,16,12,47,0,6,191,,0,,,,1,SBH2,SBH2,
stewa21,2021,1,Fukuoka Hawks,Western League,6,1,12,0,0,0,0,53,0,18,40,2,0,,11,26,55,0,4,225,,0,,,,1,SBH2,SBH2,
sugiy21,2021,1,Fukuoka Hawks,Western League,5,2,15,0,1,1,0,64,0,13,46,2,4,,10,18,64,0,2,259,,0,,,,1,SBH2,SBH2,
takah21,2021,1,Fukuoka Hawks,Western League,0,2,16,0,0,0,0,15,0,14,20,2,1,,10,15,12,0,3,82,,0,,,,1,SBH2,SBH2,
takah21,2021,1,Fukuoka Hawks,Western League,3,1,21,0,0,0,0,37,0,15,27,0,1,,12,23,27,0,0,154,,0,,,,1,SBH2,SBH2,
taked21,2021,1,Fukuoka Hawks,Western League,2,1,7,0,0,0,0,32,0,14,28,2,1,,13,14,21,0,0,136,,0,,,,1,SBH2,SBH2,
tanak21,2021,1,Fukuoka Hawks,Western League,0,1,16,0,0,0,2,17,0,4,10,0,1,,2,9,17,0,0,70,,0,,,,1,SBH2,SBH2,
tanou21,2021,1,Fukuoka Hawks,Western League,0,0,1,0,0,0,0,1,0,0,1,0,0,,0,0,1,0,0,4,,0,,,,1,SBH2,SBH2,
taura21,2021,1,Fukuoka Hawks,Western League,0,2,12,0,0,0,0,13,0,6,13,0,3,,6,3,9,0,0,58,,0,,,,1,SBH2,SBH2,
wadat21,2021,1,Fukuoka Hawks,Western League,1,0,1,0,1,0,0,5,0,1,6,0,0,,1,0,8,0,0,20,,0,,,,1,SBH2,SBH2,
watan21,2021,1,Fukuoka Hawks,Western League,0,0,34,0,0,0,1,27,0,6,25,0,2,,5,12,34,2,1,119,,0,,,,1,SBH2,SBH2,
yoshi21,2021,1,Fukuoka Hawks,Western League,0,0,3,0,0,0,0,3,0,1,5,0,1,,1,2,2,0,0,16,,0,,,,1,SBH2,SBH2,
birdk21,2021,1,Hiroshima Carp,Western League,0,1,9,0,0,0,1,9,0,5,7,0,0,,3,4,9,0,0,37,,0,,,,1,HRC2,HRC2,
corni21,2021,1,Hiroshima Carp,Western League,0,0,2,0,0,0,0,2,0,1,2,0,0,,1,2,4,0,2,10,,0,,,,1,HRC2,HRC2,
endoh21,2021,1,Hiroshima Carp,Western League,3,4,20,0,0,0,0,61,0,46,74,5,1,,42,21,66,0,3,277,,2,,,,1,HRC2,HRC2,
franz21,2021,1,Hiroshima Carp,Western League,0,0,5,0,0,0,0,5,0,3,4,0,0,,1,2,8,0,0,22,,0,,,,1,HRC2,HRC2,
fujii21,2021,1,Hiroshima Carp,Western League,1,0,23,0,0,0,2,23,0,10,16,0,1,,10,11,23,0,3,96,,0,,,,1,HRC2,HRC2,
horie21,2021,1,Hiroshima Carp,Western League,0,3,11,0,0,0,3,10,0,8,10,2,0,,8,4,8,1,3,44,,0,,,,1,HRC2,HRC2,
ichio21,2021,1,Hiroshima Carp,Western League,1,1,40,0,0,0,4,41,0,16,38,2,0,,16,16,27,0,2,171,,0,,,,1,HRC2,HRC2,
imamu21,2021,1,Hiroshima Carp,Western League,2,1,36,0,0,0,0,35,0,14,38,0,0,,11,17,33,0,4,159,,0,,,,1,HRC2,HRC2,
kemna21,2021,1,Hiroshima Carp,Western League,0,1,13,0,0,0,0,14,0,11,14,1,3,,7,5,11,0,4,69,,1,,,,1,HRC2,HRC2,
kikuc21,2021,1,Hiroshima Carp,Western League,1,1,12,0,0,0,1,10,0,3,12,1,0,,3,2,15,2,0,42,,0,,,,1,HRC2,HRC2,
kobay21,2021,1,Hiroshima Carp,Western League,0,2,8,0,1,0,0,30,0,16,33,1,1,,11,10,21,0,1,135,,1,,,,1,HRC2,HRC2,
kuria21,2021,1,Hiroshima Carp,Western League,0,0,1,0,0,0,0,5,0,0,3,0,1,,0,1,3,0,1,19,,0,,,,1,HRC2,HRC2,
moris21,2021,1,Hiroshima Carp,Western League,0,1,1,0,0,0,0,5,0,3,7,0,0,,3,1,5,0,0,23,,0,,,,1,HRC2,HRC2,
nakam21,2021,1,Hiroshima Carp,Western League,0,3,16,0,0,0,0,19,0,17,19,2,1,,16,12,22,0,2,91,,0,,,,1,HRC2,HRC2,
nakam21,2021,1,Hiroshima Carp,Western League,6,5,16,0,0,0,0,85,0,29,76,8,2,,27,19,61,0,1,345,,2,,,,1,HRC2,HRC2,
nakat21,2021,1,Hiroshima Carp,Western League,1,1,16,0,0,0,4,15,0,5,10,2,1,,4,10,14,0,0,68,,0,,,,1,HRC2,HRC2,
nakaz21,2021,1,Hiroshima Carp,Western League,4,6,34,0,0,0,4,33,0,15,34,3,1,,11,11,27,0,2,145,,0,,,,1,HRC2,HRC2,
namik21,2021,1,Hiroshima Carp,Western League,0,0,1,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,4,,0,,,,1,HRC2,HRC2,
never21,2021,1,Hiroshima Carp,Western League,1,4,14,0,0,0,0,33,0,23,29,3,0,,20,26,28,0,5,151,,0,,,,1,HRC2,HRC2,
nomur21,2021,1,Hiroshima Carp,Western League,4,3,12,0,0,0,0,65,0,21,65,2,2,,20,19,43,0,1,268,,0,,,,1,HRC2,HRC2,
ohmic21,2021,1,Hiroshima Carp,Western League,2,1,7,0,0,0,0,13,0,14,16,4,1,,10,5,11,0,2,61,,0,,,,1,HRC2,HRC2,
ohser21,2021,1,Hiroshima Carp,Western League,0,1,1,0,0,0,0,5,0,3,6,1,0,,3,0,3,0,0,21,,0,,,,1,HRC2,HRC2,
okada21,2021,1,Hiroshima Carp,Western League,0,3,11,0,0,0,0,36,0,21,31,3,0,,19,28,22,0,1,165,,2,,,,1,HRC2,HRC2,
sasak21,2021,1,Hiroshima Carp,Western League,0,0,4,0,0,0,0,4,0,3,4,0,0,,3,5,2,0,1,20,,0,,,,1,HRC2,HRC2,
scott21,2021,1,Hiroshima Carp,Western League,2,1,7,0,0,0,0,23,0,9,15,0,1,,5,6,22,0,0,91,,0,,,,1,HRC2,HRC2,
shima21,2021,1,Hiroshima Carp,Western League,0,0,12,0,0,0,2,13,0,6,12,0,1,,5,2,18,0,5,54,,0,,,,1,HRC2,HRC2,
takah21,2021,1,Hiroshima Carp,Western League,3,0,5,0,0,0,0,22,0,9,21,2,1,,8,3,18,0,1,90,,1,,,,1,HRC2,HRC2,
takah21,2021,1,Hiroshima Carp,Western League,1,2,15,0,0,0,1,15,0,9,14,2,0,,8,2,14,0,1,63,,0,,,,1,HRC2,HRC2,
tamam21,2021,1,Hiroshima Carp,Western League,2,0,3,0,0,0,0,17,0,4,13,0,1,,4,3,17,0,0,64,,0,,,,1,HRC2,HRC2,
tanak21,2021,1,Hiroshima Carp,Western League,0,2,25,0,0,0,0,34,0,18,35,2,1,,17,22,27,0,4,157,,1,,,,1,HRC2,HRC2,
todat21,2021,1,Hiroshima Carp,Western League,0,0,6,0,0,0,0,6,0,1,2,0,1,,1,1,6,0,0,22,,0,,,,1,HRC2,HRC2,
tokod21,2021,1,Hiroshima Carp,Western League,1,4,10,0,0,0,0,55,0,35,61,6,1,,31,11,30,0,4,237,,0,,,,1,HRC2,HRC2,
uneta21,2021,1,Hiroshima Carp,Western League,0,0,14,0,0,0,0,15,0,6,8,0,5,,5,10,6,0,1,64,,0,,,,1,HRC2,HRC2,
yabut21,2021,1,Hiroshima Carp,Western League,1,6,14,0,0,0,0,58,0,38,57,4,2,,34,32,40,0,2,262,,0,,,,1,HRC2,HRC2,
yamag21,2021,1,Hiroshima Carp,Western League,1,0,6,0,0,0,0,8,0,13,13,1,0,,13,9,4,0,0,44,,0,,,,1,HRC2,HRC2,
yasak21,2021,1,Hiroshima Carp,Western League,2,6,14,0,0,0,0,77,0,28,53,5,0,,25,42,60,0,6,318,,0,,,,1,HRC2,HRC2,
anrak21,2021,1,Sendai Golden Eagles,Eastern League,0,0,1,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,4,,0,,,,1,RKE2,RKE2,
busen21,2021,1,Sendai Golden Eagles,Eastern League,0,0,9,0,0,0,1,9,0,2,7,1,0,,2,3,9,0,1,37,,0,,,,1,RKE2,RKE2,
fujih21,2021,1,Sendai Golden Eagles,Eastern League,0,6,18,0,0,0,0,32,0,31,30,4,7,,26,33,37,0,5,165,,0,,,,1,RKE2,RKE2,
fujii21,2021,1,Sendai Golden Eagles,Eastern League,4,3,17,0,1,1,0,81,0,33,67,1,2,,32,45,66,0,2,347,,0,,,,1,RKE2,RKE2,
fukui21,2021,1,Sendai Golden Eagles,Eastern League,1,3,15,0,0,0,0,24,0,23,37,4,3,,21,8,16,1,1,121,,0,,,,1,RKE2,RKE2,
fukum21,2021,1,Sendai Golden Eagles,Eastern League,0,0,4,0,0,0,0,3,0,16,8,1,1,,16,13,1,0,5,29,,0,,,,1,RKE2,RKE2,
fukuy21,2021,1,Sendai Golden Eagles,Eastern League,0,0,1,0,0,0,0,1,0,0,2,0,0,,0,0,2,0,0,5,,0,,,,1,RKE2,RKE2,
hayak21,2021,1,Sendai Golden Eagles,Eastern League,1,0,1,0,0,0,0,6,0,0,4,0,0,,0,1,4,0,0,22,,0,,,,1,RKE2,RKE2,
ikeda21,2021,1,Sendai Golden Eagles,Eastern League,1,2,32,0,0,0,3,29,0,5,21,3,0,,5,9,33,0,3,116,,0,,,,1,RKE2,RKE2,
ishib21,2021,1,Sendai Golden Eagles,Eastern League,2,1,8,0,0,0,0,44,0,17,41,4,2,,14,17,25,0,0,186,,0,,,,1,RKE2,RKE2,
ishid21,2021,1,Sendai Golden Eagles,Eastern League,0,0,13,0,0,0,0,11,0,17,10,1,5,,14,12,10,0,2,63,,0,,,,1,RKE2,RKE2,
kamat21,2021,1,Sendai Golden Eagles,Eastern League,7,6,20,0,2,1,0,117,0,41,96,9,3,,37,41,79,0,7,467,,0,,,,1,RKE2,RKE2,
karas21,2021,1,Sendai Golden Eagles,Eastern League,0,0,1,0,0,0,0,1,0,0,1,0,0,,0,1,0,0,0,5,,0,,,,1,RKE2,RKE2,
kishi21,2021,1,Sendai Golden Eagles,Eastern League,1,0,2,0,0,0,0,10,0,7,14,3,0,,7,1,8,0,0,48,,0,,,,1,RKE2,RKE2,
komin21,2021,1,Sendai Golden Eagles,Eastern League,1,1,9,0,0,0,0,18,0,10,16,2,0,,10,17,14,0,2,88,,0,,,,1,RKE2,RKE2,
makit21,2021,1,Sendai Golden Eagles,Eastern League,2,1,29,0,0,0,3,27,0,3,20,1,0,,1,5,26,0,0,105,,0,,,,1,RKE2,RKE2,
moriy21,2021,1,Sendai Golden Eagles,Eastern League,0,0,10,0,0,0,1,13,0,2,5,0,2,,2,9,9,0,0,48,,1,,,,1,RKE2,RKE2,
morih21,2021,1,Sendai Golden Eagles,Eastern League,1,0,17,0,0,0,2,18,0,4,10,2,1,,4,2,20,0,0,67,,0,,,,1,RKE2,RKE2,
nishi21,2021,1,Sendai Golden Eagles,Eastern League,1,0,5,0,0,0,0,6,0,4,9,0,0,,4,4,7,0,0,32,,0,,,,1,RKE2,RKE2,
norim21,2021,1,Sendai Golden Eagles,Eastern League,1,0,1,0,0,0,0,5,0,0,1,0,0,,0,0,3,0,0,16,,0,,,,1,RKE2,RKE2,
norim21,2021,1,Sendai Golden Eagles,Eastern League,0,1,9,0,0,0,0,13,0,6,15,0,0,,6,4,8,0,0,57,,0,,,,1,RKE2,RKE2,
satoh21,2021,1,Sendai Golden Eagles,Eastern League,1,0,9,0,0,0,0,8,0,11,11,1,0,,10,10,3,0,1,47,,0,,,,1,RKE2,RKE2,
shiom21,2021,1,Sendai Golden Eagles,Eastern League,3,2,13,0,0,0,0,62,0,35,65,13,4,,33,10,43,0,1,265,,0,,,,1,RKE2,RKE2,
sugah21,2021,1,Sendai Golden Eagles,Eastern League,1,0,16,0,0,0,0,24,0,13,23,3,2,,13,18,25,0,3,112,,0,,,,1,RKE2,RKE2,
suzuk21,2021,1,Sendai Golden Eagles,Eastern League,2,0,31,0,0,0,4,28,0,15,26,2,1,,15,17,37,0,1,126,,0,,,,1,RKE2,RKE2,
takad21,2021,1,Sendai Golden Eagles,Eastern League,6,10,20,0,1,0,0,109,0,47,93,5,1,,39,58,95,0,2,471,,0,,,,1,RKE2,RKE2,
takat21,2021,1,Sendai Golden Eagles,Eastern League,0,3,38,0,0,0,3,33,0,19,35,4,0,,18,21,26,0,2,153,,0,,,,1,RKE2,RKE2,
takin21,2021,1,Sendai Golden Eagles,Eastern League,2,0,4,0,0,0,0,25,0,6,14,3,0,,6,5,21,0,0,93,,0,,,,1,RKE2,RKE2,
terao21,2021,1,Sendai Golden Eagles,Eastern League,3,1,33,0,0,0,0,24,0,16,26,2,2,,15,11,19,0,3,108,,0,,,,1,RKE2,RKE2,
tsuru21,2021,1,Sendai Golden Eagles,Eastern League,3,1,18,0,0,0,0,16,0,13,21,3,0,,12,8,9,0,0,74,,0,,,,1,RKE2,RKE2,
uchis21,2021,1,Sendai Golden Eagles,Eastern League,0,0,2,0,0,0,0,2,0,0,1,0,0,,0,2,0,0,0,8,,0,,,,1,RKE2,RKE2,
uchim21,2021,1,Sendai Golden Eagles,Eastern League,0,2,26,0,0,0,6,23,0,13,18,2,2,,12,16,21,0,3,105,,0,,,,1,RKE2,RKE2,
wakui21,2021,1,Sendai Golden Eagles,Eastern League,3,2,5,0,0,0,0,25,0,14,32,4,1,,13,8,25,0,1,113,,0,,,,1,RKE2,RKE2,
wangy21,2021,1,Sendai Golden Eagles,Eastern League,2,3,21,0,0,0,0,50,0,26,48,3,5,,19,27,43,0,1,223,,1,,,,1,RKE2,RKE2,
watan21,2021,1,Sendai Golden Eagles,Eastern League,3,2,42,0,0,0,0,27,0,14,29,1,5,,14,13,30,2,1,126,,0,,,,1,RKE2,RKE2,
yugeh21,2021,1,Sendai Golden Eagles,Eastern League,2,5,16,0,0,0,0,73,0,31,72,4,7,,29,27,46,0,3,318,,0,,,,1,RKE2,RKE2,
akiyo21,2021,1,Kamagaya Fighters,Eastern League,1,0,27,0,0,0,3,27,0,10,18,7,0,,10,7,27,0,0,106,,0,,,,1,NPH2,NPH2,
erlin21,2021,1,Kamagaya Fighters,Eastern League,0,1,5,0,0,0,0,15,0,11,24,2,2,,8,5,13,0,1,77,,0,,,,1,NPH2,NPH2,
fukud21,2021,1,Kamagaya Fighters,Eastern League,3,3,35,0,0,0,2,44,0,19,38,6,5,,19,18,51,1,3,190,,0,,,,1,NPH2,NPH2,
haseg21,2021,1,Kamagaya Fighters,Eastern League,2,2,24,0,0,0,2,36,0,20,36,5,1,,17,19,20,0,0,164,,0,,,,1,NPH2,NPH2,
himen21,2021,1,Kamagaya Fighters,Eastern League,0,1,6,0,0,0,0,6,0,1,5,0,0,,1,5,3,0,1,26,,0,,,,1,NPH2,NPH2,
horim21,2021,1,Kamagaya Fighters,Eastern League,0,0,1,0,0,0,0,0,0,1,2,0,0,,1,1,1,0,0,5,,0,,,,1,NPH2,NPH2,
iguch21,2021,1,Kamagaya Fighters,Eastern League,4,1,8,0,0,0,0,10,0,4,9,1,0,,4,2,7,0,0,41,,0,,,,1,NPH2,NPH2,
ikeda21,2021,1,Kamagaya Fighters,Eastern League,1,0,3,0,0,0,0,11,0,15,20,5,0,,13,5,11,0,1,61,,0,,,,1,NPH2,NPH2,
itohh21,2021,1,Kamagaya Fighters,Eastern League,0,0,1,0,0,0,0,4,0,1,2,0,0,,1,1,6,0,0,15,,0,,,,1,NPH2,NPH2,
kakig21,2021,1,Kamagaya Fighters,Eastern League,1,2,30,0,0,0,0,55,0,43,74,11,2,,39,21,25,0,3,259,,0,,,,1,NPH2,NPH2,
kanek21,2021,1,Kamagaya Fighters,Eastern League,3,2,12,0,0,0,0,64,0,27,56,6,2,,21,17,44,0,4,260,,0,,,,1,NPH2,NPH2,
kawan21,2021,1,Kamagaya Fighters,Eastern League,0,0,2,0,0,0,0,7,0,5,8,1,0,,3,2,7,0,2,29,,0,,,,1,NPH2,NPH2,
kitau21,2021,1,Kamagaya Fighters,Eastern League,0,0,7,0,0,0,0,8,0,2,5,0,1,,2,4,8,0,0,34,,0,,,,1,NPH2,NPH2,
kumon21,2021,1,Kamagaya Fighters,Eastern League,0,0,11,0,0,0,2,10,0,4,9,0,0,,4,3,8,0,1,41,,0,,,,1,NPH2,NPH2,
matsu21,2021,1,Kamagaya Fighters,Eastern League,0,0,11,0,0,0,1,10,0,11,16,2,0,,11,6,4,0,0,50,,0,,,,1,NPH2,NPH2,
miyan21,2021,1,Kamagaya Fighters,Eastern League,0,0,1,0,0,0,0,1,0,0,1,0,0,,0,0,2,0,0,4,,0,,,,1,NPH2,NPH2,
mochi21,2021,1,Kamagaya Fighters,Eastern League,3,4,22,0,1,0,1,66,0,31,66,10,1,,27,27,44,0,6,292,,1,,,,1,NPH2,NPH2,
murat21,2021,1,Kamagaya Fighters,Eastern League,3,2,18,0,0,0,0,37,0,16,39,2,2,,15,12,20,0,0,160,,0,,,,1,NPH2,NPH2,
nabat21,2021,1,Kamagaya Fighters,Eastern League,4,6,19,0,0,0,0,90,0,34,78,8,3,,23,26,66,0,2,369,,1,,,,1,NPH2,NPH2,
nemot21,2021,1,Kamagaya Fighters,Eastern League,1,1,12,0,0,0,0,29,0,8,23,1,3,,6,14,20,0,0,125,,0,,,,1,NPH2,NPH2,
nishi21,2021,1,Kamagaya Fighters,Eastern League,3,2,20,0,0,0,4,39,0,8,24,4,2,,6,12,43,1,1,154,,0,,,,1,NPH2,NPH2,
saito21,2021,1,Kamagaya Fighters,Eastern League,0,1,4,0,0,0,0,5,0,3,4,1,0,,2,3,3,0,0,21,,0,,,,1,NPH2,NPH2,
saito21,2021,1,Kamagaya Fighters,Eastern League,3,1,12,0,0,0,0,16,0,11,17,3,1,,10,9,7,0,2,72,,0,,,,1,NPH2,NPH2,
suzuk21,2021,1,Kamagaya Fighters,Eastern League,1,0,26,0,0,0,4,31,0,8,23,1,2,,7,10,36,0,0,128,,0,,,,1,NPH2,NPH2,
suzuk21,2021,1,Kamagaya Fighters,Eastern League,2,1,30,0,0,0,0,32,0,23,36,5,0,,19,19,17,0,3,152,,0,,,,1,NPH2,NPH2,
takay21,2021,1,Kamagaya Fighters,Eastern League,2,1,35,0,0,0,0,47,0,24,49,6,3,,20,34,23,0,1,219,,0,,,,1,NPH2,NPH2,
tamai21,2021,1,Kamagaya Fighters,Eastern League,0,0,2,0,0,0,0,2,0,2,6,0,0,,2,1,2,0,0,13,,0,,,,1,NPH2,NPH2,
tanak21,2021,1,Kamagaya Fighters,Eastern League,0,5,20,0,0,0,0,37,0,42,58,5,2,,40,30,26,0,2,200,,0,,,,1,NPH2,NPH2,
tanig21,2021,1,Kamagaya Fighters,Eastern League,2,0,26,0,0,0,2,29,0,10,23,3,0,,9,6,29,0,2,116,,0,,,,1,NPH2,NPH2,
taten21,2021,1,Kamagaya Fighters,Eastern League,2,4,11,0,0,0,0,46,0,18,43,1,3,,16,20,47,0,3,203,,0,,,,1,NPH2,NPH2,
uehar21,2021,1,Kamagaya Fighters,Eastern League,2,3,10,0,0,0,0,37,0,20,41,6,2,,19,12,39,0,1,166,,0,,,,1,NPH2,NPH2,
verha21,2021,1,Kamagaya Fighters,Eastern League,0,0,1,0,0,0,0,1,0,0,1,0,0,,0,0,1,0,0,4,,0,,,,1,NPH2,NPH2,
yoshi21,2021,1,Kamagaya Fighters,Eastern League,6,8,19,0,0,0,1,85,0,45,84,13,2,,42,29,66,0,2,364,,0,,,,1,NPH2,NPH2,
abesh21,2021,1,Kobe Buffaloes,Western League,1,1,10,0,0,0,0,15,0,7,17,2,1,,4,3,16,0,2,65,,0,,,,1,OBF2,OBF2,
arani21,2021,1,Kobe Buffaloes,Western League,0,1,24,0,0,0,0,26,0,7,31,0,0,,7,3,17,0,0,108,,0,,,,1,OBF2,OBF2,
azuma21,2021,1,Kobe Buffaloes,Western League,5,9,18,0,0,0,1,88,0,48,98,4,2,,39,33,80,0,4,387,,0,,,,1,OBF2,OBF2,
choya21,2021,1,Kobe Buffaloes,Western League,4,5,31,0,0,0,6,67,0,26,68,2,2,,22,21,60,0,4,287,,0,,,,1,OBF2,OBF2,
higam21,2021,1,Kobe Buffaloes,Western League,0,1,7,0,0,0,2,6,0,3,7,1,0,,3,1,5,0,0,25,,0,,,,1,OBF2,OBF2,
higgi21,2021,1,Kobe Buffaloes,Western League,0,0,6,0,0,0,3,5,0,1,4,1,0,,1,1,6,0,0,21,,0,,,,1,OBF2,OBF2,
hiran21,2021,1,Kobe Buffaloes,Western League,0,0,3,0,0,0,0,3,0,0,0,0,0,,0,2,2,0,0,10,,0,,,,1,OBF2,OBF2,
honda21,2021,1,Kobe Buffaloes,Western League,2,10,18,0,1,1,0,90,0,55,87,9,2,,51,30,92,0,5,389,,0,,,,1,OBF2,OBF2,
iiday21,2021,1,Kobe Buffaloes,Western League,0,0,26,0,0,0,0,27,0,12,21,1,0,,8,19,31,0,1,120,,0,,,,1,OBF2,OBF2,
kaida21,2021,1,Kobe Buffaloes,Western League,1,2,27,0,0,0,0,21,0,11,24,1,0,,7,5,15,0,0,94,,0,,,,1,OBF2,OBF2,
kambe21,2021,1,Kobe Buffaloes,Western League,0,0,19,0,0,0,0,17,0,13,22,2,0,,7,5,12,0,0,82,,0,,,,1,OBF2,OBF2,
kaned21,2021,1,Kobe Buffaloes,Western League,2,3,29,0,0,0,0,28,0,17,30,1,0,,9,15,30,1,4,131,,0,,,,1,OBF2,OBF2,
kawas21,2021,1,Kobe Buffaloes,Western League,0,0,2,0,0,0,0,4,0,3,3,1,0,,3,3,3,0,1,17,,0,,,,1,OBF2,OBF2,
kurok21,2021,1,Kobe Buffaloes,Western League,1,0,17,0,0,0,2,16,0,11,22,1,1,,11,6,15,0,2,79,,0,,,,1,OBF2,OBF2,
maeyu21,2021,1,Kobe Buffaloes,Western League,0,1,7,0,0,0,0,11,0,6,10,0,0,,4,6,7,0,0,47,,0,,,,1,OBF2,OBF2,
masui21,2021,1,Kobe Buffaloes,Western League,4,3,8,0,0,0,0,36,0,18,36,3,1,,17,9,34,0,0,148,,0,,,,1,OBF2,OBF2,
matsu21,2021,1,Kobe Buffaloes,Western League,2,0,7,0,0,0,0,8,0,0,4,0,1,,0,4,3,0,0,30,,0,,,,1,OBF2,OBF2,
miyag21,2021,1,Kobe Buffaloes,Western League,0,1,1,0,0,0,0,4,0,3,4,0,0,,3,1,4,0,0,17,,0,,,,1,OBF2,OBF2,
muran21,2021,1,Kobe Buffaloes,Western League,1,0,16,0,0,0,0,16,0,0,2,0,1,,0,8,12,0,0,56,,0,,,,1,OBF2,OBF2,
nakag21,2021,1,Kobe Buffaloes,Western League,2,2,41,0,0,0,1,40,0,10,23,2,1,,5,9,48,1,0,153,,1,,,,1,OBF2,OBF2,
nakat21,2021,1,Kobe Buffaloes,Western League,0,0,10,0,0,0,3,7,0,11,13,0,0,,9,8,6,0,1,43,,0,,,,1,OBF2,OBF2,
nohmi21,2021,1,Kobe Buffaloes,Western League,0,1,1,0,0,0,0,5,0,4,10,0,0,,4,2,3,0,0,26,,0,,,,1,OBF2,OBF2,
saito21,2021,1,Kobe Buffaloes,Western League,1,1,49,0,0,0,1,42,0,7,25,3,3,,7,11,57,0,2,159,,0,,,,1,OBF2,OBF2,
sakak21,2021,1,Kobe Buffaloes,Western League,4,1,14,0,0,0,0,47,0,34,45,3,0,,33,21,31,0,3,206,,0,,,,1,OBF2,OBF2,
satoh21,2021,1,Kobe Buffaloes,Western League,0,3,4,0,0,0,0,13,0,12,14,2,1,,5,10,6,0,2,63,,0,,,,1,OBF2,OBF2,
sawad21,2021,1,Kobe Buffaloes,Western League,0,0,10,0,0,0,1,10,0,1,7,0,0,,1,1,9,0,0,36,,0,,,,1,OBF2,OBF2,
spark21,2021,1,Kobe Buffaloes,Western League,0,2,2,0,0,0,0,5,0,7,9,1,0,,7,4,5,0,2,28,,0,,,,1,OBF2,OBF2,
suzuk21,2021,1,Kobe Buffaloes,Western League,0,1,10,0,0,0,1,10,0,2,8,1,0,,2,4,7,0,0,41,,0,,,,1,OBF2,OBF2,
