yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,Ties,LgWin,WSWin,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro,hist_team_id,ros_team_id,unique_id
1983,AL,CHD,CHD,,5,130,65,54,69,7,,,563,4369,1148,192,12,160,423,706,63,47,30,28,603,532,4.14,26,7,19,3466,1248,154,337,714,121,330,,Nagoya Dragons,Nagoya Stadium,1720000,,,,,,,,
1983,NL,HKB,HKB,,2,130,65,67,55,8,,,632,4228,1148,177,32,157,467,524,200,83,37,38,592,526,4.17,54,3,20,3408,1182,150,374,537,98,323,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,702500,,,,,,,,
1983,AL,HNT,HNT,,4,130,65,62,63,5,,,598,4343,1188,186,9,169,395,600,86,51,33,32,604,537,4.22,22,6,21,3432,1211,159,356,593,91,266,,Osaka Tigers,Hanshin Koshien Stadium,1799000,,,,,,,,
1983,AL,HRC,HRC,,2,130,65,65,55,10,,,610,4400,1184,190,22,164,397,725,165,64,36,36,527,471,3.65,49,7,13,3487,1101,143,411,688,92,342,,Hiroshima Carp,Hiroshima Municipal Stadium,916000,,,,,,,,
1983,NL,KNB,KNB,,4,130,65,52,65,13,,,581,4271,1121,177,19,134,444,669,139,39,44,43,626,563,4.49,46,5,19,3387,1167,160,361,510,110,364,,Osaka Buffaloes,Nippon Life Stadium,589000,,,,,,,,
1983,NL,LTO,LTO,,6,130,65,43,76,11,,,525,4295,1134,158,21,128,324,600,78,43,34,25,710,638,5.13,24,2,13,3359,1258,163,578,581,99,307,,Kawasaki Orions,Kawasaki Stadium,660000,,,,,,,,
1983,NL,NKH,NKH,,5,130,65,52,69,9,,,548,4332,1160,173,20,128,327,502,87,49,38,29,659,599,4.76,41,5,20,3396,1221,152,390,450,94,380,,Osaka Hawks,Osaka Stadium,650000,,,,,,,,
1983,NL,NPH,NPH,,3,130,65,64,59,7,,,581,4306,1182,181,10,153,424,458,124,48,46,42,540,463,3.96,19,5,37,3160,1047,129,384,568,79,273,,Sapporo Fighters,Korakuen Stadium,1002000,,,,,,,,
1983,NL,SBL,SBL,,1,137,69,90,43,4,Y,Y,726,4333,1204,201,26,182,466,492,58,28,58,34,466,409,3.2,37,8,38,3454,1008,124,331,560,83,298,,Tokorozawa Lions,Seibu Lions Stadium,1478000,,,,,,,,
1983,AL,TYW,TYW,,3,130,65,61,61,8,,,561,4354,1186,215,18,137,427,679,78,51,26,35,631,576,4.52,25,6,27,3438,1188,167,451,693,83,254,,Yokohama Whales,Yokohama Stadium,1325000,,,,,,,,
1983,AL,YKS,YKS,,6,130,65,53,69,8,,,557,4378,1166,177,18,149,292,619,90,35,34,28,604,574,4.52,32,4,15,3432,1184,173,425,604,78,268,,Tokyo Swallows,Meiji Jingu Stadium,1704000,,,,,,,,
1983,AL,YMG,YMG,,1,137,68,75,54,8,Y,,648,4438,1219,187,24,156,415,684,134,37,27,39,568,485,3.77,37,8,25,3477,1159,139,369,721,85,300,,Tokyo Giants,Korakuen Stadium,2944000,,,,,,,,
1984,AL,CHD,CHD,,2,130,65,73,49,8,,,641,4355,1229,167,19,191,418,660,91,42,24,24,551,489,3.84,36,7,34,3442,1158,161,396,728,107,348,,Nagoya Dragons,Nagoya Stadium,1908000,,,,,,,,
1984,NL,HKB,HKB,,1,137,68,78,49,10,Y,,699,4277,1165,166,21,166,502,548,118,53,41,44,538,475,3.72,56,12,16,3451,1074,125,408,608,54,368,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,974000,,,,,,,,
1984,AL,HNT,HNT,,4,130,65,53,69,8,,,563,4267,1126,171,21,165,408,662,71,30,29,37,637,563,4.48,11,3,27,3394,1206,164,411,603,93,330,,Osaka Tigers,Hanshin Koshien Stadium,1933000,,,,,,,,
1984,AL,HRC,HRC,,1,137,69,79,48,10,Y,Y,663,4330,1186,196,16,167,402,717,140,51,41,33,522,431,3.37,41,8,17,3449,1099,127,397,742,91,334,,Hiroshima Carp,Hiroshima Municipal Stadium,1113000,,,,,,,,
1984,NL,KNB,KNB,,4,130,65,58,61,11,,,609,4343,1114,161,13,174,445,612,91,48,32,29,647,559,4.37,36,2,23,3455,1148,167,400,500,115,282,,Osaka Buffaloes,Fujiidera Stadium,646000,,,,,,,,
1984,NL,LTO,LTO,,2,130,65,64,51,15,,,632,4371,1202,210,22,149,408,601,92,62,48,31,602,540,4.24,48,6,14,3439,1111,165,437,572,94,370,,Kawasaki Orions,Kawasaki Stadium,685300,,,,,,,,
1984,NL,NKH,NKH,,5,130,65,53,65,12,,,633,4335,1164,208,19,159,424,548,96,53,53,37,697,621,4.89,35,4,16,3428,1218,171,483,553,115,396,,Osaka Hawks,Osaka Stadium,610000,,,,,,,,
1984,NL,NPH,NPH,,6,130,65,44,73,13,,,571,4277,1110,190,16,144,380,530,101,46,27,25,688,584,4.89,27,6,16,3223,1105,171,452,545,72,260,,Sapporo Fighters,Korakuen Stadium,969000,,,,,,,,
1984,NL,SBL,SBL,,3,130,65,62,61,7,,,593,4214,1078,200,20,153,422,562,86,47,59,30,565,517,4.1,43,8,22,3402,1105,141,361,600,81,292,,Tokorozawa Lions,Seibu Lions Stadium,1311000,,,,,,,,
1984,AL,TYW,TYW,,6,130,65,46,77,7,,,484,4274,1122,160,19,100,414,682,110,53,14,32,638,577,4.56,32,5,10,3413,1223,145,381,716,84,231,,Yokohama Whales,Yokohama Stadium,1329000,,,,,,,,
1984,AL,YKS,YKS,,5,130,65,51,71,8,,,530,4313,1139,170,18,101,390,695,49,38,38,30,653,607,4.82,20,4,22,3401,1216,177,445,619,75,366,,Tokyo Swallows,Meiji Jingu Stadium,1692000,,,,,,,,
1984,AL,YMG,YMG,,3,130,65,67,54,9,,,637,4380,1173,214,22,186,435,717,94,41,33,27,517,469,3.66,39,8,21,3460,1073,136,437,725,80,354,,Tokyo Giants,Korakuen Stadium,2974000,,,,,,,,
1985,AL,CHD,CHD,,5,130,65,56,61,13,,,537,4370,1159,178,23,136,427,684,80,52,20,23,596,526,4.09,45,3,14,3475,1231,152,418,718,112,302,,Nagoya Dragons,Nagoya Stadium,1802000,,,,,,,,
1985,NL,HKB,HKB,,4,130,65,64,61,5,,,758,4376,1197,186,21,197,545,649,156,50,33,46,698,634,4.98,59,4,16,3440,1236,183,440,620,81,320,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,639000,,,,,,,,
1985,AL,HNT,HNT,,1,136,68,78,51,7,Y,Y,758,4414,1258,190,16,219,477,624,60,21,31,33,609,533,4.16,15,5,31,3463,1190,169,426,686,78,320,,Osaka Tigers,Hanshin Koshien Stadium,2602000,,,,,,,,
1985,AL,HRC,HRC,,2,130,65,68,57,5,,,615,4321,1171,142,17,160,512,737,178,61,23,43,570,530,4.13,37,8,20,3463,1178,147,476,701,76,399,,Hiroshima Carp,Hiroshima Municipal Stadium,1061000,,,,,,,,
1985,NL,KNB,KNB,,3,130,65,63,60,7,,,678,4374,1189,195,18,212,441,690,71,39,38,30,731,650,5.14,17,1,28,3412,1246,191,488,543,113,322,,Osaka Buffaloes,Fujiidera Stadium,584000,,,,,,,,
1985,NL,LTO,LTO,,2,130,65,64,60,6,,,720,4455,1279,189,21,168,419,510,98,47,37,40,711,585,4.84,36,2,21,3261,1211,159,398,595,105,348,,Kawasaki Orions,Kawasaki Stadium,650000,,,,,,,,
1985,NL,NKH,NKH,,6,130,65,44,76,10,,,603,4361,1133,196,19,149,430,666,91,50,54,29,740,645,5.08,40,6,9,3425,1237,182,462,484,127,394,,Osaka Hawks,Osaka Stadium,553000,,,,,,,,
1985,NL,NPH,NPH,,5,130,65,53,65,12,,,636,4370,1158,174,15,169,464,579,51,31,41,28,627,490,4.36,32,5,10,3032,977,147,450,629,88,285,,Sapporo Fighters,Korakuen Stadium,916000,,,,,,,,
1985,NL,SBL,SBL,,1,136,68,81,49,6,Y,,671,4302,1168,188,26,155,511,570,93,43,52,45,570,493,3.84,50,9,21,3466,1044,164,457,645,69,349,,Tokorozawa Lions,Seibu Lions Stadium,1410000,,,,,,,,
1985,AL,TYW,TYW,,4,130,65,57,61,12,,,589,4361,1166,185,22,132,440,754,188,84,27,22,653,593,4.62,25,3,20,3467,1208,171,423,622,88,260,,Yokohama Whales,Yokohama Stadium,1360500,,,,,,,,
1985,AL,YKS,YKS,,6,130,65,46,74,10,,,550,4370,1155,185,13,143,386,703,29,23,30,26,664,603,4.75,28,3,11,3426,1239,148,470,622,81,295,,Tokyo Swallows,Meiji Jingu Stadium,1797000,,,,,,,,
1985,AL,YMG,YMG,,3,130,65,61,60,9,,,616,4380,1221,217,11,157,441,651,78,36,31,42,562,507,3.98,26,9,24,3441,1084,160,470,804,85,345,,Tokyo Giants,Korakuen Stadium,2802000,,,,,,,,
1986,AL,CHD,CHD,,5,130,65,54,67,9,,,432,4317,1046,156,15,131,288,788,90,54,26,23,519,476,3.7,31,7,16,3471,1105,152,336,766,86,339,,Nagoya Dragons,Nagoya Stadium,1760000,,,,,,,,
1986,NL,HKB,HKB,,3,130,65,63,57,10,,,631,4431,1228,197,18,180,470,595,100,43,42,22,576,525,4.11,39,5,22,3448,1183,165,378,710,82,352,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,1145000,,,,,,,,
1986,AL,HNT,HNT,,3,130,65,60,60,10,,,574,4396,1191,190,16,184,372,701,49,20,27,25,536,469,3.7,18,7,22,3427,1136,127,319,762,89,245,,Osaka Tigers,Hanshin Koshien Stadium,2360000,,,,,,,,
1986,AL,HRC,HRC,,2,138,70,76,50,12,,,530,4322,1099,193,14,137,331,792,134,44,27,16,439,374,2.9,38,9,29,3488,1042,114,293,929,86,258,,Hiroshima Carp,Hiroshima Municipal Stadium,1075000,,,,,,,,
1986,NL,KNB,KNB,,2,130,65,66,52,12,,,611,4385,1188,204,26,183,322,717,56,36,32,37,622,552,4.34,26,5,34,3436,1218,181,417,701,93,395,,Osaka Buffaloes,Fujiidera Stadium,1028000,,,,,,,,
1986,NL,LTO,LTO,,4,130,65,57,64,9,,,622,4376,1229,169,14,171,375,662,94,43,42,27,609,543,4.33,31,7,22,3388,1185,167,383,707,82,324,,Kawasaki Orions,Kawasaki Stadium,719700,,,,,,,,
1986,NL,NKH,NKH,,6,130,65,49,73,8,,,459,4256,1067,152,11,136,345,849,70,60,33,12,626,564,4.46,44,3,19,3412,1217,168,389,616,116,321,,Osaka Hawks,Osaka Stadium,614000,,,,,,,,
1986,NL,NPH,NPH,,5,130,65,57,65,8,,,548,4339,1139,184,23,150,393,730,82,36,41,26,571,494,4.18,28,8,8,3191,1086,163,335,666,60,290,,Sapporo Fighters,Korakuen Stadium,1193000,,,,,,,,
1986,NL,SBL,SBL,,1,138,68,72,52,14,Y,Y,666,4336,1217,187,27,185,379,686,129,61,50,39,533,471,3.69,43,6,22,3443,1088,153,356,769,65,320,,Tokorozawa Lions,Seibu Lions Stadium,1662000,,,,,,,,
1986,AL,TYW,TYW,,4,130,65,56,69,5,,,482,4283,1130,204,27,84,281,764,180,79,24,27,547,484,3.81,22,2,30,3428,1178,142,277,720,94,264,,Yokohama Whales,Yokohama Stadium,1428000,,,,,,,,
1986,AL,YKS,YKS,,6,130,65,49,77,4,,,480,4332,1093,169,14,119,288,876,59,30,33,32,620,545,4.28,30,4,10,3436,1254,150,350,622,105,325,,Tokyo Swallows,Meiji Jingu Stadium,1786000,,,,,,,,
1986,AL,YMG,YMG,,1,130,65,75,48,7,Y,,600,4368,1181,207,33,155,346,770,86,33,31,38,437,401,3.12,26,6,28,3467,1025,125,331,892,79,281,,Tokyo Giants,Korakuen Stadium,2956000,,,,,,,,
1987,AL,CHD,CHD,,2,130,65,68,51,11,,,571,4319,1145,206,22,168,344,724,65,41,28,20,492,465,3.64,24,14,29,3446,1113,133,349,782,76,348,,Nagoya Dragons,Nagoya Stadium,2013000,,,,,,,,
1987,NL,HKB,HKB,,2,130,65,64,56,10,,,584,4407,1198,208,8,152,369,606,62,29,46,29,542,498,3.89,45,10,13,3459,1143,142,354,751,70,328,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,1230000,,,,,,,,
1987,AL,HNT,HNT,,6,130,65,41,83,6,,,437,4319,1045,153,17,140,304,712,40,21,19,22,607,546,4.37,15,4,24,3374,1194,176,342,760,78,279,,Osaka Tigers,Hanshin Koshien Stadium,2129000,,,,,,,,
1987,AL,HRC,HRC,,3,130,65,65,55,10,,,549,4336,1163,183,17,143,353,784,107,41,49,26,450,403,3.14,32,7,22,3470,1064,129,314,918,72,266,,Hiroshima Carp,Hiroshima Municipal Stadium,1129500,,,,,,,,
1987,NL,KNB,KNB,,6,130,65,52,69,9,,,528,4438,1198,187,16,135,320,757,81,40,28,42,599,540,4.22,43,7,10,3452,1163,164,406,682,100,325,,Osaka Buffaloes,Fujiidera Stadium,1006000,,,,,,,,
1987,NL,LTO,LTO,,5,130,65,51,65,14,,,518,4284,1132,184,21,104,320,624,152,67,32,34,525,429,3.72,36,4,24,3114,1060,117,334,662,99,349,,Kawasaki Orions,Kawasaki Stadium,778000,,,,,,,,
1987,NL,NKH,NKH,,4,130,65,57,63,10,,,502,4231,1104,134,8,132,445,728,58,49,43,35,556,492,3.87,47,9,17,3431,1191,118,382,637,123,385,,Osaka Hawks,Osaka Stadium,883000,,,,,,,,
1987,NL,NPH,NPH,,3,130,65,63,60,7,,,561,3969,1045,159,13,119,390,656,63,35,24,19,562,486,3.97,36,7,15,3304,1086,147,373,725,72,273,,Sapporo Fighters,Korakuen Stadium,1242000,,,,,,,,
1987,NL,SBL,SBL,,1,136,68,75,47,14,Y,Y,542,4237,1056,160,18,153,355,743,123,52,34,25,448,383,2.97,66,11,15,3485,1044,102,323,635,70,262,,Tokorozawa Lions,Seibu Lions Stadium,1808000,,,,,,,,
1987,AL,TYW,TYW,,5,130,65,56,68,6,,,516,4365,1130,185,32,113,310,824,116,51,28,26,601,546,4.3,34,11,18,3428,1162,150,352,716,76,303,,Yokohama Whales,Yokohama Stadium,1537000,,,,,,,,
1987,AL,YKS,YKS,,4,130,65,58,64,8,,,553,4307,1120,163,21,159,365,850,30,22,21,26,637,571,4.51,25,4,22,3415,1242,158,330,650,89,338,,Tokyo Swallows,Meiji Jingu Stadium,2215000,,,,,,,,
1987,AL,YMG,YMG,,1,136,68,78,47,11,Y,,622,4361,1224,192,17,159,307,781,55,31,20,35,464,392,3.06,31,7,28,3461,1047,135,290,842,68,303,,Tokyo Giants,Korakuen Stadium,3043000,,,,,,,,
1988,AL,CHD,CHD,,1,135,67,80,50,5,Y,,566,4250,1096,227,22,131,435,814,84,60,33,44,508,419,3.21,18,9,39,3523,1105,123,370,784,85,315,,Nagoya Dragons,Nagoya Stadium,2065000,,,,,,,,
1988,NL,HKB,HKB,,4,130,65,60,68,2,,,532,4302,1134,173,20,117,395,583,51,31,34,28,578,517,4.08,50,12,12,3422,1152,159,387,646,100,342,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,1147000,,,,,,,,
1988,AL,HNT,HNT,,6,130,65,51,77,2,,,444,4224,1046,178,22,82,354,788,69,36,27,32,525,485,3.83,27,6,16,3421,1138,128,408,667,72,310,,Osaka Tigers,Hanshin Koshien Stadium,2114000,,,,,,,,
1988,AL,HRC,HRC,,3,130,65,65,62,3,,,447,4249,1035,152,24,105,384,717,98,52,36,23,442,397,3.06,42,8,23,3506,1052,114,346,964,72,235,,Hiroshima Carp,Hiroshima Municipal Stadium,1027000,,,,,,,,
1988,NL,KNB,KNB,,2,130,65,74,52,4,,,515,4188,1058,173,22,154,367,714,46,27,19,26,446,411,3.24,36,10,28,3430,1095,107,370,713,75,383,,Osaka Buffaloes,Fujiidera Stadium,1109000,,,,,,,,
1988,NL,LTO,LTO,,6,130,65,54,74,2,,,486,4333,1136,191,16,100,349,638,106,35,50,32,601,480,4.59,27,4,26,2823,909,126,431,629,79,299,,Kawasaki Orions,Kawasaki Stadium,816000,,,,,,,,
1988,NL,NKH,NKH,,5,130,65,58,71,1,,,578,4302,1149,156,21,162,474,742,75,54,24,39,607,517,4.08,36,4,27,3420,1215,138,395,604,113,417,,Osaka Hawks,Osaka Stadium,918000,,,,,,,,
1988,NL,NPH,NPH,,3,130,65,62,65,3,,,455,3717,893,143,8,85,353,638,41,22,18,23,448,385,3.05,52,10,16,3405,1040,120,399,782,65,218,,Sapporo Fighters,Tokyo Dome,2458500,,,,,,,,
1988,NL,SBL,SBL,,1,135,68,77,52,6,Y,Y,670,4361,1176,178,20,176,471,786,95,60,37,23,548,467,3.62,60,11,12,3486,1115,136,350,578,69,327,,Tokorozawa Lions,Seibu Lions Stadium,1856000,,,,,,,,
1988,AL,TYW,TYW,,4,130,65,59,67,4,,,514,4389,1198,183,24,85,340,717,121,47,39,35,542,503,3.93,20,2,29,3454,1147,106,384,734,54,330,,Yokohama Whales,Yokohama Stadium,1568000,,,,,,,,
1988,AL,YKS,YKS,,5,130,65,58,69,3,,,496,4341,1069,190,16,147,319,877,52,34,31,27,534,492,3.81,27,5,17,3490,1145,115,382,585,84,340,,Tokyo Swallows,Meiji Jingu Stadium,2166000,,,,,,,,
1988,AL,YMG,YMG,,2,130,65,68,59,3,,,518,4339,1161,191,20,134,367,674,63,42,15,25,442,399,3.09,36,10,23,3491,1018,98,309,853,71,225,,Tokyo Giants,Tokyo Dome,3391000,,,,,,,,
1989,AL,CHD,CHD,,3,130,65,68,59,3,,,538,4225,1082,192,12,149,436,886,72,58,25,35,524,478,3.68,25,8,27,3504,1191,119,379,709,73,360,,Nagoya Dragons,Nagoya Stadium,2044000,,,,,,,,
1989,NL,DHH,DHH,,4,130,65,59,64,7,,,610,4309,1107,199,20,166,540,840,85,48,18,24,678,607,4.74,28,3,26,3454,1279,165,480,641,91,283,,Fukuoka Hawks,Heiwadai Stadium,1251000,,,,,,,,
1989,AL,HNT,HNT,,5,130,65,54,75,1,,,497,4288,1101,166,30,135,371,814,81,32,38,20,580,529,4.15,25,7,17,3438,1165,105,400,763,76,240,,Osaka Tigers,Hanshin Koshien Stadium,1859000,,,,,,,,
1989,AL,HRC,HRC,,2,130,65,73,51,6,,,510,4339,1177,174,20,101,412,750,117,69,34,28,431,394,3.02,28,11,35,3517,974,111,352,1006,73,271,,Hiroshima Carp,Hiroshima Municipal Stadium,1094000,,,,,,,,
1989,NL,KNB,KNB,,3,137,69,74,58,5,,,626,4338,1134,210,17,157,438,833,45,27,33,22,586,499,3.86,42,9,28,3491,1168,144,469,747,96,390,,Osaka Buffaloes,Fujiidera Stadium,1306000,,,,,,,,
1989,NL,LTO,LTO,,6,130,65,48,74,8,,,558,4418,1174,213,24,119,379,661,99,42,42,16,644,524,4.43,44,8,14,3195,1026,135,537,724,93,397,,Kawasaki Orions,Kawasaki Stadium,852000,,,,,,,,
1989,NL,NPH,NPH,,5,130,65,54,73,3,,,527,3884,1041,170,17,124,415,639,137,75,25,26,571,509,4.15,36,7,19,3315,1013,135,445,717,50,215,,Sapporo Fighters,Tokyo Dome,2385000,,,,,,,,
1989,NL,ORB,ORB,,1,130,65,72,55,3,Y,,665,4356,1210,200,23,170,538,687,66,42,36,31,616,555,4.3,32,6,26,3487,1181,147,447,729,93,293,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,1040000,,,,,,,,
1989,NL,SBL,SBL,,2,130,65,69,53,8,,,644,4300,1166,184,32,150,548,659,149,59,43,44,543,502,3.86,54,10,11,3515,1144,138,429,717,77,319,,Tokorozawa Lions,Seibu Lions Stadium,1977000,,,,,,,,
1989,AL,TYW,TYW,,6,130,65,47,80,3,,,474,4403,1144,241,25,76,317,756,106,53,31,34,594,524,4.07,19,6,24,3479,1244,149,438,789,90,346,,Yokohama Whales,Yokohama Stadium,1493000,,,,,,,,
1989,AL,YKS,YKS,,4,130,65,55,72,3,,,507,4313,1096,163,18,140,348,901,76,45,34,25,559,506,3.95,30,7,19,3455,1196,135,391,662,63,344,,Tokyo Swallows,Meiji Jingu Stadium,2179000,,,,,,,,
1989,AL,YMG,YMG,,1,137,68,88,47,2,Y,Y,548,4289,1130,209,19,106,386,749,77,39,35,27,378,333,2.56,69,20,19,3514,959,88,308,926,61,320,,Tokyo Giants,Tokyo Dome,3395500,,,,,,,,
1990,AL,CHD,CHD,,4,131,66,62,68,1,,,573,4344,1146,201,9,162,479,849,53,52,35,28,603,551,4.26,26,4,32,3489,1245,129,432,733,66,324,,Nagoya Dragons,Nagoya Stadium,2112000,,,,,,,,
1990,NL,DHH,DHH,,6,130,65,41,85,4,,,522,4335,1089,211,23,116,433,820,61,30,31,32,757,708,5.57,28,3,13,3432,1257,196,533,745,65,281,,Fukuoka Hawks,Heiwadai Stadium,1346000,,,,,,,,
1990,AL,HNT,HNT,,6,130,65,52,78,0,,,550,4345,1094,172,20,135,442,898,73,35,37,27,655,590,4.6,19,6,19,3461,1224,138,533,842,90,273,,Osaka Tigers,Hanshin Koshien Stadium,1894000,,,,,,,,
1990,AL,HRC,HRC,,2,132,66,66,64,2,,,570,4451,1189,202,28,140,415,856,84,60,51,32,528,470,3.58,35,8,25,3548,1097,128,444,922,80,270,,Hiroshima Carp,Hiroshima Municipal Stadium,960000,,,,,,,,
1990,NL,KNB,KNB,,3,130,65,67,60,3,,,678,4459,1226,224,28,181,414,868,67,32,41,33,638,563,4.35,44,3,19,3498,1171,140,499,825,105,307,,Osaka Buffaloes,Fujiidera Stadium,1243000,,,,,,,,
1990,NL,LTO,LTO,,5,130,65,57,71,2,,,571,4360,1141,202,31,132,469,787,95,41,28,23,622,499,4.19,28,5,21,3215,1072,123,467,780,107,373,,Kawasaki Orions,Kawasaki Stadium,774000,,,,,,,,
1990,NL,NPH,NPH,,4,130,65,66,63,1,,,570,3765,976,170,17,110,397,674,67,34,36,29,542,473,3.68,41,9,15,3475,1055,137,452,811,57,186,,Sapporo Fighters,Tokyo Dome,2274000,,,,,,,,
1990,NL,ORB,ORB,,2,130,65,69,57,4,,,690,4361,1181,190,25,186,531,887,134,49,30,31,619,554,4.3,36,5,18,3480,1189,157,401,814,104,276,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,1052000,,,,,,,,
1990,NL,SBL,SBL,,1,134,67,85,45,4,Y,Y,662,4226,1111,186,21,162,505,789,175,54,46,35,495,449,3.48,46,8,33,3481,1068,138,423,872,65,304,,Tokorozawa Lions,Seibu Lions Stadium,1913000,,,,,,,,
1990,AL,TYW,TYW,,3,133,66,64,66,3,,,546,4491,1193,195,28,90,426,801,86,41,37,34,563,522,3.94,26,5,27,3580,1151,140,411,813,58,312,,Yokohama Whales,Yokohama Stadium,1555000,,,,,,,,
1990,AL,YKS,YKS,,5,130,65,58,72,0,,,529,4385,1127,173,31,123,405,866,86,40,28,31,609,551,4.24,37,8,13,3511,1214,155,437,812,76,336,,Tokyo Swallows,Meiji Jingu Stadium,2114000,,,,,,,,
1990,AL,YMG,YMG,,1,134,67,88,46,0,Y,,597,4343,1158,217,27,134,437,784,67,36,29,38,427,370,2.83,70,10,23,3528,976,94,347,932,48,326,,Tokyo Giants,Tokyo Dome,3386000,,,,,,,,
1991,AL,CHD,CHD,,2,131,66,71,59,1,,,612,4367,1143,200,16,178,498,910,50,36,33,35,521,472,3.59,27,12,22,3551,1156,99,432,848,78,311,,Nagoya Dragons,Nagoya Stadium,2090000,,,,,,,,
1991,NL,DHH,DHH,,5,130,65,53,73,4,,,557,4325,1096,192,21,152,489,822,141,43,27,30,661,608,4.74,35,3,16,3461,1252,161,414,648,68,303,,Fukuoka Hawks,Heiwadai Stadium,1573000,,,,,,,,
1991,AL,HNT,HNT,,6,130,65,48,82,0,,,454,4261,1011,147,13,111,376,883,47,31,28,17,616,552,4.37,28,5,13,3414,1095,119,487,808,88,302,,Osaka Tigers,Hanshin Koshien Stadium,1820000,,,,,,,,
1991,AL,HRC,HRC,,1,139,69,77,60,2,Y,,535,4322,1096,182,19,88,442,845,92,56,39,40,496,426,3.23,29,8,34,3557,1047,124,435,992,72,372,,Hiroshima Carp,Hiroshima Municipal Stadium,1252000,,,,,,,,
1991,NL,KNB,KNB,,2,130,65,77,48,5,,,592,4312,1143,184,27,157,443,797,62,32,26,33,495,449,3.49,43,9,24,3469,1044,124,451,756,71,294,,Osaka Buffaloes,Fujiidera Stadium,1419000,,,,,,,,
1991,NL,LTO,LTO,,6,130,65,48,77,5,,,484,4324,1124,195,27,89,388,694,61,34,36,30,599,540,4.23,40,8,14,3445,1115,155,534,778,77,272,,Kawasaki Orions,Kawasaki Stadium,1042000,,,,,,,,
1991,NL,NPH,NPH,,4,130,65,53,72,5,,,463,3454,868,141,11,99,385,631,64,38,22,22,523,478,3.72,30,7,26,3472,1109,132,451,665,49,245,,Sapporo Fighters,Tokyo Dome,2250000,,,,,,,,
1991,NL,OBW,OBW,,3,130,65,64,63,3,,,554,4379,1145,202,32,127,423,651,76,37,25,51,557,506,3.91,38,9,20,3495,1192,103,425,748,72,313,,Kobe BlueWave,Green Stadium Kobe,1230000,,,,,,,,
1991,NL,SBL,SBL,,1,137,69,85,46,6,Y,Y,654,4265,1131,205,18,155,504,722,104,46,32,31,458,418,3.23,48,14,16,3495,992,117,420,812,38,322,,Tokorozawa Lions,Seibu Lions Stadium,2005000,,,,,,,,
1991,AL,TYW,TYW,,5,131,65,64,66,1,,,558,4397,1184,218,21,66,423,758,130,56,31,42,535,490,3.74,18,7,26,3542,1122,137,428,819,61,352,,Yokohama Whales,Yokohama Stadium,1582000,,,,,,,,
1991,AL,YKS,YKS,,3,132,66,67,63,2,,,544,4389,1137,199,33,140,419,910,75,38,38,28,551,509,3.94,41,10,16,3491,1155,116,415,787,56,359,,Tokyo Swallows,Meiji Jingu Stadium,2311000,,,,,,,,
1991,AL,YMG,YMG,,4,130,65,66,64,0,,,534,4309,1090,158,24,128,436,837,42,29,40,33,529,482,3.72,57,8,11,3500,1075,116,387,881,76,265,,Tokyo Giants,Tokyo Dome,3378000,,,,,,,,
1992,AL,CHD,CHD,,6,130,65,60,70,0,,,479,4365,1098,189,21,108,471,903,48,39,22,21,562,504,3.91,19,4,33,3480,1190,130,406,807,91,301,,Nagoya Dragons,Nagoya Stadium,2081000,,,,,,,,
1992,NL,DHH,DHH,,4,130,65,57,72,1,,,534,4296,1109,167,21,139,433,786,115,32,24,31,637,584,4.61,45,10,16,3420,1221,151,414,604,86,276,,Fukuoka Hawks,Heiwadai Stadium,1677000,,,,,,,,
1992,AL,HNT,HNT,,2,132,66,67,63,2,,,475,4449,1114,189,33,86,418,903,43,40,27,27,445,386,2.9,36,12,25,3589,1051,108,472,905,69,275,,Osaka Tigers,Hanshin Koshien Stadium,2853000,,,,,,,,
1992,AL,HRC,HRC,,4,130,65,66,64,0,,,571,4437,1153,201,14,122,494,846,101,30,38,31,532,475,3.61,24,6,32,3557,1150,111,420,890,83,325,,Hiroshima Carp,Hiroshima Municipal Stadium,1252000,,,,,,,,
1992,NL,KNB,KNB,,2,130,65,74,50,6,,,580,4272,1057,181,30,155,457,903,112,46,38,24,515,478,3.69,30,10,31,3499,1101,120,441,897,73,306,,Osaka Buffaloes,Fujiidera Stadium,1280000,,,,,,,,
1992,NL,LTM,LTM,,6,130,65,54,74,2,,,460,4247,1023,193,29,89,420,742,67,27,36,38,540,485,3.82,37,9,19,3432,1069,109,497,886,75,312,,Chiba Marines,Chiba Marine Stadium,1305000,,,,,,,,
1992,NL,NPH,NPH,,5,130,65,54,73,3,,,497,4197,1094,168,20,99,406,818,60,31,27,26,579,540,4.21,40,6,11,3462,1175,119,446,755,64,307,,Sapporo Fighters,Tokyo Dome,2060000,,,,,,,,
