yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,W,L,Ties,LgWin,WSWin,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro,hist_team_id,ros_team_id,unique_id
1961,NL,NSL,NSL,,3,140,70,81,56,3,,,545,4624,1151,175,29,110,380,843,107,53,29,34,485,392,2.83,36,13,0,3734,1119,84,346,943,128,308,,Fukuoka Lions,Heiwadai Stadium,947000,,,,,,,,
1961,NL,TOF,TOF,,2,140,70,83,52,5,,,614,4812,1271,247,56,108,365,816,133,62,32,26,442,338,2.39,49,15,0,3812,1077,69,272,785,191,343,,Tokyo Flyers,Komazawa Stadium,967500,,,,,,,,
1961,AL,TYW,TYW,,6,130,63,50,75,5,,,418,4239,1005,150,23,76,331,760,119,72,19,16,485,331,3.05,17,4,0,2933,863,61,348,601,108,310,,Yokohama Whales,Kawasaki Stadium,708500,,,,,,,,
1961,AL,YMG,YMG,,1,136,69,75,55,6,Y,Y,456,4228,958,165,30,89,405,657,78,60,28,25,408,329,2.5,23,12,0,3549,968,68,418,675,103,283,,Tokyo Giants,Korakuen Stadium,2164500,,,,,,,,
1962,AL,CHD,CHD,,3,133,68,70,60,3,,,469,4504,1123,158,26,107,307,715,68,55,26,27,407,360,2.68,50,16,0,3631,1027,81,219,645,97,327,,Nagoya Dragons,Chunichi Stadium,1045500,,,,,,,,
1962,NL,DMO,DMO,,4,132,67,60,70,2,,,552,4580,1228,203,31,92,284,620,75,37,31,27,571,484,3.71,29,5,0,3521,1070,93,445,725,131,311,,Tokyo Orions,Tokyo Stadium,956800,,,,,,,,
1962,NL,HKB,HKB,,5,131,66,60,70,1,,,451,4266,976,173,41,60,316,805,107,61,31,32,517,436,3.36,33,7,0,3507,1131,73,316,797,127,322,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,360300,,,,,,,,
1962,AL,HNT,HNT,,1,140,70,77,59,4,Y,,409,4359,970,155,26,64,311,698,68,52,36,19,355,275,2.03,54,20,0,3665,980,68,253,825,95,299,,Osaka Tigers,Hanshin Koshien Stadium,1336000,,,,,,,,
1962,AL,HRC,HRC,,5,134,66,56,74,4,,,436,4477,1068,154,28,75,320,737,66,54,29,30,493,441,3.3,37,10,0,3603,1131,108,340,634,86,310,,Hiroshima Carp,Hiroshima Municipal Stadium,781000,,,,,,,,
1962,AL,KKS,KKS,,6,134,66,51,79,4,,,313,4409,886,138,18,60,279,787,54,45,31,17,421,356,2.61,51,12,0,3679,1056,91,290,737,94,309,,Tokyo Swallows,Korakuen Stadium,1154000,,,,,,,,
1962,NL,KNB,KNB,,6,131,65,57,73,1,,,464,4417,1115,180,36,70,253,729,64,50,46,18,566,437,3.4,18,5,0,3473,1172,91,340,715,155,407,,Osaka Buffaloes,Nippon Life Stadium,518700,,,,,,,,
1962,NL,NKH,NKH,,2,133,67,73,57,3,,,580,4525,1143,188,24,119,331,824,137,58,35,33,510,437,3.28,26,4,0,3602,1160,88,306,707,117,368,,Osaka Hawks,Osaka Stadium,716498,,,,,,,,
1962,NL,NSL,NSL,,3,136,68,62,68,6,,,483,4501,1103,161,36,92,361,885,89,69,30,31,489,407,3.0,44,13,0,3664,1106,99,313,864,123,313,,Fukuoka Lions,Heiwadai Stadium,575300,,,,,,,,
1962,NL,TOF,TOF,,1,140,68,82,54,4,Y,Y,564,4400,1109,173,39,85,401,707,149,48,26,38,439,321,2.42,37,15,0,3575,1035,74,226,762,139,227,,Tokyo Flyers,Meiji Jingu Stadium,1837500,,,,,,,,
1962,AL,TYW,TYW,,2,134,67,71,59,4,,,428,4417,1072,172,18,99,265,755,61,46,19,21,438,314,2.77,19,7,0,3066,838,66,355,758,108,306,,Yokohama Whales,Kawasaki Stadium,801081,,,,,,,,
1962,AL,YMG,YMG,,4,134,68,67,63,4,,,452,4521,1050,188,30,102,354,805,85,47,39,15,395,339,2.47,34,13,0,3707,993,80,335,754,100,333,,Tokyo Giants,Korakuen Stadium,2277500,,,,,,,,
1963,AL,CHD,CHD,,2,140,70,80,57,3,,,529,4666,1149,177,18,120,390,613,116,67,26,23,461,398,2.84,44,11,0,3780,1074,98,356,519,105,376,,Nagoya Dragons,Chunichi Stadium,1165500,,,,,,,,
1963,NL,DMO,DMO,,5,150,75,64,85,1,,,510,4946,1218,195,19,117,314,688,85,62,35,30,535,448,3.05,34,8,0,3960,1109,106,424,837,141,307,,Tokyo Orions,Tokyo Stadium,600100,,,,,,,,
1963,NL,HKB,HKB,,6,150,75,57,92,1,,,459,4968,1132,180,26,86,340,756,85,70,41,21,639,548,3.69,36,6,0,4007,1329,136,394,768,123,374,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,328700,,,,,,,,
1963,AL,HNT,HNT,,3,140,70,69,70,1,,,472,4614,1103,180,25,95,357,593,79,63,35,23,521,445,3.2,46,11,0,3759,1164,115,380,595,105,341,,Osaka Tigers,Hanshin Koshien Stadium,993585,,,,,,,,
1963,AL,HRC,HRC,,6,140,70,58,80,2,,,515,4755,1205,187,20,92,361,557,76,38,27,35,604,537,3.83,38,12,0,3788,1226,145,401,568,104,336,,Hiroshima Carp,Hiroshima Municipal Stadium,656700,,,,,,,,
1963,AL,KKS,KKS,,4,140,69,65,73,2,,,472,4620,1113,168,24,95,368,605,101,66,16,29,489,442,3.15,41,16,0,3789,1088,113,416,727,85,363,,Tokyo Swallows,Korakuen Stadium,1195450,,,,,,,,
1963,NL,KNB,KNB,,4,150,75,74,73,3,,,562,4992,1279,232,31,98,346,801,84,64,43,27,614,509,3.44,25,7,0,3996,1260,150,358,704,170,376,,Osaka Buffaloes,Nippon Life Stadium,786635,,,,,,,,
1963,NL,NKH,NKH,,1,150,75,85,61,4,Y,,626,5105,1308,174,32,184,382,766,100,55,40,35,485,410,2.7,43,12,0,4095,1188,111,331,713,131,468,,Osaka Hawks,Osaka Stadium,832114,,,,,,,,
1963,NL,NSL,NSL,,2,157,79,89,64,4,,,613,5013,1222,175,19,146,400,842,102,77,44,27,517,411,2.69,45,11,0,4125,1194,105,406,811,124,384,,Fukuoka Lions,Heiwadai Stadium,779100,,,,,,,,
1963,NL,TOF,TOF,,3,150,75,76,71,3,,,543,4959,1168,176,36,114,399,688,124,51,29,20,534,452,3.02,43,12,0,4035,1247,137,268,708,120,336,,Tokyo Flyers,Meiji Jingu Stadium,1403000,,,,,,,,
1963,AL,TYW,TYW,,5,140,71,59,79,2,,,448,4472,1065,169,11,110,361,565,73,56,27,34,540,374,3.27,34,11,0,3084,993,92,400,533,112,432,,Yokohama Whales,Kawasaki Stadium,663665,,,,,,,,
1963,AL,YMG,YMG,,1,147,73,87,58,2,Y,Y,651,4616,1140,161,31,143,511,712,153,63,30,37,461,358,2.57,52,19,0,3758,1034,80,315,614,105,391,,Tokyo Giants,Korakuen Stadium,2519000,,,,,,,,
1964,AL,CHD,CHD,,6,140,70,57,83,0,,,492,4749,1204,199,25,114,323,545,111,55,24,41,596,507,3.63,38,10,0,3773,1191,140,427,561,123,382,,Nagoya Dragons,Chunichi Stadium,927500,,,,,,,,
1964,NL,HKB,HKB,,2,150,75,79,65,6,,,590,5048,1235,221,27,141,390,721,68,39,29,46,547,457,3.01,49,12,0,4099,1265,102,315,745,142,318,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,765600,,,,,,,,
1964,AL,HNT,HNT,,1,147,74,83,60,4,Y,,511,4579,1101,174,19,114,346,566,97,47,39,33,456,387,2.75,60,16,0,3799,1061,103,333,663,81,350,,Osaka Tigers,Hanshin Koshien Stadium,1427000,,,,,,,,
1964,AL,HRC,HRC,,4,140,70,64,73,3,,,465,4676,1132,159,20,98,382,566,116,59,33,31,508,461,3.3,37,10,0,3772,1157,137,371,580,92,387,,Hiroshima Carp,Hiroshima Municipal Stadium,789500,,,,,,,,
1964,AL,KKS,KKS,,5,140,70,61,74,5,,,486,4694,1138,167,15,117,379,741,101,57,25,24,545,487,3.43,45,10,0,3828,1180,128,404,676,94,360,,Tokyo Swallows,Meiji Jingu Stadium,1025370,,,,,,,,
1964,NL,KNB,KNB,,6,150,75,55,91,4,,,546,5095,1295,226,32,112,352,769,71,51,41,39,660,541,3.63,24,8,0,4019,1393,122,380,648,165,443,,Osaka Buffaloes,Nippon Life Stadium,387250,,,,,,,,
1964,NL,NKH,NKH,,1,157,78,88,66,3,Y,Y,675,5083,1315,196,21,144,427,618,171,56,40,44,581,466,3.12,34,11,0,4034,1230,130,374,820,144,420,,Osaka Hawks,Osaka Stadium,749592,,,,,,,,
1964,NL,NSL,NSL,,5,150,75,63,81,6,,,549,5045,1220,191,25,116,370,920,78,77,27,28,617,534,3.57,35,10,0,4041,1300,125,483,622,125,411,,Fukuoka Lions,Heiwadai Stadium,557150,,,,,,,,
1964,NL,TKO,TKO,,4,150,75,77,68,5,,,535,5060,1262,179,29,93,369,626,121,60,42,25,512,433,2.86,49,8,0,4085,1190,123,407,795,132,334,,Tokyo Orions,Tokyo Stadium,595400,,,,,,,,
1964,NL,TOF,TOF,,3,150,75,78,68,4,,,555,5096,1273,188,36,100,412,694,119,53,23,38,530,448,2.95,35,14,0,4104,1222,104,361,718,131,328,,Tokyo Flyers,Korakuen Stadium,1191500,,,,,,,,
1964,AL,TYW,TYW,,2,140,70,80,58,2,,,556,4679,1199,197,16,134,337,651,71,58,32,24,496,377,3.0,36,12,0,3392,995,93,361,629,119,352,,Yokohama Whales,Kawasaki Stadium,977100,,,,,,,,
1964,AL,YMG,YMG,,3,140,70,71,69,0,,,560,4576,1077,161,22,147,505,705,128,50,29,24,472,416,3.01,48,15,0,3727,1125,112,329,614,100,426,,Tokyo Giants,Korakuen Stadium,2579500,,,,,,,,
1965,AL,CHD,CHD,,2,140,71,77,59,4,,,510,4682,1158,161,31,100,331,603,130,63,22,34,431,367,2.6,32,9,0,3813,1085,90,366,702,106,286,,Nagoya Dragons,Chunichi Stadium,1227500,,,,,,,,
1965,NL,HKB,HKB,,4,140,70,67,71,2,,,500,4648,1089,187,17,130,363,730,68,48,24,33,549,466,3.33,46,15,0,3775,1247,122,299,718,139,348,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,293500,,,,,,,,
1965,AL,HNT,HNT,,3,140,70,71,66,3,,,393,4488,989,168,25,94,297,639,86,46,33,34,394,344,2.47,60,27,0,3757,1021,68,313,669,90,357,,Osaka Tigers,Hanshin Koshien Stadium,1085200,,,,,,,,
1965,AL,HRC,HRC,,5,140,70,59,77,4,,,394,4582,1057,142,21,72,346,636,85,64,30,26,451,397,2.84,22,10,0,3778,1096,115,336,610,90,362,,Hiroshima Carp,Hiroshima Municipal Stadium,637900,,,,,,,,
1965,NL,KNB,KNB,,6,140,70,46,92,2,,,397,4620,1087,163,11,91,276,686,61,48,24,21,574,493,3.61,35,10,0,3690,1170,125,384,552,134,340,,Osaka Buffaloes,Nippon Life Stadium,257850,,,,,,,,
1965,NL,NKH,NKH,,1,145,72,89,53,3,Y,,629,4771,1217,197,27,153,329,693,91,49,43,30,473,394,2.8,27,9,0,3800,1052,128,348,785,117,387,,Osaka Hawks,Osaka Stadium,661011,,,,,,,,
1965,NL,NSL,NSL,,3,140,70,72,64,4,,,506,4676,1148,186,14,112,353,826,81,56,19,29,476,418,3.0,48,10,0,3767,1047,110,348,757,120,386,,Fukuoka Lions,Heiwadai Stadium,457000,,,,,,,,
1965,AL,SKS,SKS,,6,140,69,44,91,5,,,332,4571,1010,139,20,64,351,831,53,62,23,21,533,477,3.42,29,5,0,3765,1188,110,378,590,101,306,,Tokyo Swallows,Meiji Jingu Stadium,762700,,,,,,,,
1965,NL,TKO,TKO,,5,140,70,62,74,4,,,476,4664,1083,178,24,117,305,662,110,61,37,29,472,406,2.9,46,13,0,3780,1137,128,348,693,124,314,,Tokyo Orions,Tokyo Stadium,543400,,,,,,,,
1965,NL,TOF,TOF,,2,140,70,76,61,3,,,501,4606,1104,161,27,107,390,632,98,61,24,38,474,403,2.88,49,10,0,3774,1075,97,289,724,108,310,,Tokyo Flyers,Korakuen Stadium,746100,,,,,,,,
1965,AL,TYW,TYW,,4,140,69,68,70,2,,,518,4607,1125,186,17,136,317,701,85,59,26,28,470,379,2.83,29,9,0,3619,1023,85,406,697,113,367,,Yokohama Whales,Kawasaki Stadium,750900,,,,,,,,
1965,AL,YMG,YMG,,1,145,74,95,48,2,Y,Y,560,4598,1133,143,24,106,463,609,109,59,29,25,419,357,2.54,34,12,0,3790,1018,100,287,719,88,360,,Tokyo Giants,Korakuen Stadium,2419000,,,,,,,,
1966,AL,CHD,CHD,,2,132,65,76,54,2,,,521,4435,1124,177,26,123,283,567,80,55,27,25,400,333,2.54,36,9,0,3545,971,94,327,639,102,296,,Nagoya Dragons,Chunichi Stadium,1084000,,,,,,,,
1966,NL,HKB,HKB,,5,134,67,57,73,4,,,447,4350,997,179,27,89,304,713,102,55,34,31,491,435,3.31,43,9,0,3552,1118,114,322,672,114,338,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,312500,,,,,,,,
1966,AL,HNT,HNT,,3,135,68,64,66,5,,,386,4401,1024,157,20,81,308,630,48,45,27,20,399,336,2.52,54,21,0,3600,1014,70,299,672,119,324,,Osaka Tigers,Hanshin Koshien Stadium,779000,,,,,,,,
1966,AL,HRC,HRC,,4,136,69,57,73,6,,,420,4462,1044,136,20,78,352,553,44,52,48,20,512,463,3.45,35,12,0,3624,1116,105,294,636,83,265,,Hiroshima Carp,Hiroshima Municipal Stadium,787700,,,,,,,,
1966,NL,KNB,KNB,,6,133,68,48,82,3,,,388,4365,997,179,17,100,250,661,68,48,23,17,538,470,3.6,21,8,0,3526,1107,101,391,656,115,275,,Osaka Buffaloes,Nippon Life Stadium,270800,,,,,,,,
1966,NL,NKH,NKH,,1,139,70,81,55,3,Y,,494,4374,1073,155,20,108,354,679,85,36,33,24,426,340,2.59,32,16,0,3544,1020,103,275,650,94,414,,Osaka Hawks,Osaka Stadium,613365,,,,,,,,
1966,NL,NSL,NSL,,2,138,67,75,55,8,,,426,4497,1038,175,25,125,301,860,82,58,35,27,354,295,2.13,32,13,0,3735,942,69,254,767,112,289,,Fukuoka Lions,Heiwadai Stadium,624000,,,,,,,,
1966,AL,SKA,SKA,,5,135,67,52,78,5,,,364,4359,935,132,31,86,285,721,52,52,41,21,475,424,3.16,35,12,0,3624,1079,111,342,549,106,248,,Tokyo Atoms,Meiji Jingu Stadium,886400,,,,,,,,
1966,NL,TKO,TKO,,4,134,67,61,69,4,,,462,4406,1058,158,21,112,288,601,75,48,36,24,460,344,2.81,44,13,0,3300,992,120,246,592,113,280,,Tokyo Orions,Tokyo Stadium,365700,,,,,,,,
1966,NL,TOF,TOF,,3,136,68,70,60,6,,,480,4521,1157,166,33,91,299,538,69,37,44,26,443,370,2.75,49,14,0,3628,1051,101,269,659,120,253,,Tokyo Flyers,Korakuen Stadium,885650,,,,,,,,
1966,AL,TYW,TYW,,6,130,66,52,78,0,,,428,4347,1072,177,17,116,231,606,59,43,25,27,557,479,3.74,25,6,0,3455,1118,127,356,583,110,341,,Yokohama Whales,Kawasaki Stadium,745300,,,,,,,,
1966,AL,YMG,YMG,,1,140,69,93,43,4,Y,Y,591,4352,1058,152,27,114,461,638,148,74,40,32,352,301,2.24,54,17,0,3633,959,91,302,638,80,332,,Tokyo Giants,Korakuen Stadium,2318000,,,,,,,,
1967,AL,CHD,CHD,,2,134,67,72,58,4,,,541,4495,1115,197,24,148,291,752,67,59,32,35,521,443,3.31,34,8,0,3616,1169,131,320,666,136,374,,Nagoya Dragons,Chunichi Stadium,908800,,,,,,,,
1967,NL,HKB,HKB,,1,140,72,77,59,4,Y,,540,4413,1109,163,24,143,321,720,87,57,35,43,466,369,2.79,48,15,0,3570,1037,77,346,695,116,292,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,663200,,,,,,,,
1967,AL,HNT,HNT,,3,136,70,70,60,6,,,429,4476,1095,158,29,101,268,698,41,40,29,28,430,347,2.6,46,11,0,3600,927,102,373,862,107,331,,Osaka Tigers,Hanshin Koshien Stadium,854800,,,,,,,,
1967,AL,HRC,HRC,,6,138,69,47,83,8,,,422,4452,1012,146,17,82,293,665,62,43,45,23,536,468,3.41,28,7,0,3703,1182,133,312,682,101,302,,Hiroshima Carp,Hiroshima Municipal Stadium,570400,,,,,,,,
1967,NL,KNB,KNB,,6,132,66,59,71,2,,,465,4373,1098,143,18,104,253,617,73,55,38,32,567,494,3.83,31,7,0,3487,1124,136,310,717,116,327,,Osaka Buffaloes,Nippon Life Stadium,345200,,,,,,,,
1967,NL,NKH,NKH,,4,133,66,64,66,3,,,450,4385,1030,152,21,108,310,707,90,43,32,23,438,400,3.04,32,8,0,3558,1068,108,296,650,104,360,,Osaka Hawks,Osaka Stadium,629586,,,,,,,,
1967,NL,NSL,NSL,,2,140,69,66,64,10,,,407,4569,1014,154,20,98,315,901,99,61,37,21,418,350,2.5,38,18,0,3780,1088,81,338,764,100,334,,Fukuoka Lions,Heiwadai Stadium,414800,,,,,,,,
1967,AL,SKA,SKA,,5,135,64,58,72,5,,,503,4500,1082,177,28,120,342,744,46,60,33,28,548,492,3.68,29,3,0,3605,1153,146,318,630,105,322,,Tokyo Atoms,Meiji Jingu Stadium,724900,,,,,,,,
1967,NL,TKO,TKO,,5,137,69,61,69,7,,,463,4547,1090,167,25,87,327,727,115,56,44,24,483,383,2.93,33,5,0,3526,1021,123,269,702,115,221,,Tokyo Orions,Tokyo Stadium,316600,,,,,,,,
1967,NL,TOF,TOF,,3,134,66,65,65,4,,,510,4469,1164,171,28,97,331,620,95,43,54,40,472,420,3.19,33,11,0,3554,1114,103,278,731,89,250,,Tokyo Flyers,Korakuen Stadium,748000,,,,,,,,
1967,AL,TYW,TYW,,4,135,70,59,71,5,,,486,4429,1085,194,11,130,305,791,51,58,40,16,511,434,3.28,23,8,0,3569,1131,114,346,725,131,319,,Yokohama Whales,Kawasaki Stadium,779600,,,,,,,,
1967,AL,YMG,YMG,,1,140,69,88,48,4,Y,Y,626,4434,1175,165,23,162,465,616,125,56,32,23,452,379,2.87,51,12,0,3560,1025,117,305,726,91,314,,Tokyo Giants,Korakuen Stadium,2120000,,,,,,,,
1968,AL,CHD,CHD,,6,134,68,50,80,4,,,499,4610,1134,187,16,142,295,796,57,48,36,25,579,503,3.72,32,5,0,3651,1128,169,397,805,116,317,,Nagoya Dragons,Chunichi Stadium,945900,,,,,,,,
1968,NL,HKB,HKB,,2,140,69,82,54,4,,,564,4389,1062,177,16,154,396,684,122,55,51,42,475,389,2.92,40,13,0,3594,1070,110,379,763,106,284,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,524000,,,,,,,,
1968,AL,HNT,HNT,,2,133,67,72,58,3,,,447,4419,1014,174,22,119,334,779,34,27,36,24,419,358,2.66,64,14,0,3628,968,106,308,987,95,277,,Osaka Tigers,Hanshin Koshien Stadium,941500,,,,,,,,
1968,AL,HRC,HRC,,3,134,67,68,62,4,,,420,4309,966,151,11,112,365,774,103,59,40,27,449,389,2.91,47,13,0,3613,1004,117,287,841,102,293,,Hiroshima Carp,Hiroshima Municipal Stadium,854700,,,,,,,,
1968,NL,KNB,KNB,,4,135,69,57,73,5,,,421,4424,1034,157,19,84,326,630,151,64,37,26,491,437,3.28,31,10,0,3601,1048,129,392,822,109,262,,Osaka Buffaloes,Nippon Life Stadium,548100,,,,,,,,
1968,NL,NKH,NKH,,1,136,69,79,51,6,Y,,548,4491,1090,161,33,127,415,683,109,39,35,40,445,396,2.92,41,11,0,3661,1079,123,310,591,82,360,,Osaka Hawks,Osaka Stadium,746650,,,,,,,,
1968,NL,NSL,NSL,,5,133,67,56,74,3,,,464,4393,1043,157,16,110,398,829,107,54,42,30,486,421,3.17,27,9,0,3583,1064,124,346,687,120,298,,Fukuoka Lions,Heiwadai Stadium,386000,,,,,,,,
1968,AL,SKA,SKA,,4,134,65,64,66,4,,,497,4479,1069,153,24,130,380,890,67,55,35,25,497,443,3.28,28,8,0,3646,1100,121,342,701,116,358,,Tokyo Atoms,Meiji Jingu Stadium,888100,,,,,,,,
1968,NL,TKO,TKO,,3,139,66,67,63,9,,,578,4794,1254,196,19,155,339,723,80,52,46,34,553,466,3.32,46,8,0,3787,1153,128,371,655,132,290,,Tokyo Orions,Tokyo Stadium,427500,,,,,,,,
1968,NL,TOF,TOF,,6,135,69,51,79,5,,,472,4516,1119,134,20,118,311,635,61,58,33,22,607,529,3.97,32,3,0,3595,1188,134,387,666,127,229,,Tokyo Flyers,Korakuen Stadium,642500,,,,,,,,
1968,AL,TYW,TYW,,5,133,65,59,71,3,,,483,4417,1044,166,23,131,321,834,63,48,32,20,558,478,3.65,22,8,0,3532,1160,134,373,746,94,388,,Yokohama Whales,Kawasaki Stadium,788500,,,,,,,,
1968,AL,YMG,YMG,,1,140,72,81,55,4,Y,Y,688,4529,1186,189,36,177,446,742,133,48,50,36,522,446,3.35,39,11,0,3593,1035,161,428,728,86,367,,Tokyo Giants,Korakuen Stadium,2322000,,,,,,,,
1969,AL,ATM,ATM,,5,130,65,58,69,3,,,495,4304,1050,175,9,139,347,767,45,42,46,22,569,485,3.77,22,1,0,3473,1113,138,350,694,139,396,,Tokyo Atoms,Meiji Jingu Stadium,969000,,,,,,,,
1969,AL,CHD,CHD,,4,130,65,59,65,6,,,463,4356,1008,163,23,145,296,810,56,51,33,23,470,411,3.13,27,8,0,3541,1039,152,325,741,95,301,,Nagoya Dragons,Chunichi Stadium,1051700,,,,,,,,
1969,NL,HKB,HKB,,1,136,68,78,54,4,Y,,564,4302,1091,170,14,154,344,614,128,34,31,24,498,405,3.17,42,6,0,3445,1036,123,302,558,101,293,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,754000,,,,,,,,
1969,AL,HNT,HNT,,2,130,65,68,59,3,,,402,4283,952,141,14,114,308,861,34,45,41,15,353,314,2.41,47,17,0,3522,953,104,284,847,84,292,,Osaka Tigers,Hanshin Koshien Stadium,1153600,,,,,,,,
1969,AL,HRC,HRC,,6,130,66,56,70,4,,,414,4233,938,117,6,121,310,781,101,53,63,13,483,423,3.25,33,7,0,3511,1041,121,291,734,101,269,,Hiroshima Carp,Hiroshima Municipal Stadium,795300,,,,,,,,
1969,NL,KNB,KNB,,2,130,65,73,51,6,,,482,4261,1035,137,27,118,324,593,120,50,36,25,418,361,2.8,55,13,0,3479,1003,100,291,736,109,262,,Osaka Buffaloes,Nippon Life Stadium,657300,,,,,,,,
1969,NL,LTO,LTO,,3,130,65,69,54,7,,,555,4400,1146,161,23,142,297,667,112,56,42,42,475,405,3.11,39,16,0,3512,1034,125,337,685,112,299,,Kawasaki Orions,Tokyo Stadium,480800,,,,,,,,
1969,NL,NKH,NKH,,6,130,65,50,76,4,,,409,4303,1035,122,20,85,298,574,97,39,32,32,530,456,3.56,38,7,0,3459,1147,145,298,496,121,362,,Osaka Hawks,Osaka Stadium,538272,,,,,,,,
1969,NL,NSL,NSL,,5,129,65,50,75,4,,,415,4250,957,147,13,119,284,709,55,37,54,23,506,437,3.4,35,10,0,3466,1072,113,358,604,113,344,,Fukuoka Lions,Heiwadai Stadium,382900,,,,,,,,
1969,NL,TOF,TOF,,4,129,64,57,69,3,,,487,4434,1125,160,26,116,290,610,84,31,44,17,499,435,3.36,30,5,0,3497,1097,128,251,688,101,286,,Tokyo Flyers,Korakuen Stadium,683100,,,,,,,,
1969,AL,TYW,TYW,,3,130,64,61,61,8,,,444,4331,1034,175,15,125,309,741,39,47,30,25,470,414,3.19,28,11,0,3507,1008,130,365,827,97,360,,Yokohama Whales,Kawasaki Stadium,833600,,,,,,,,
1969,AL,YMG,YMG,,1,136,68,77,53,6,Y,Y,634,4425,1163,181,15,147,414,686,89,45,49,33,493,430,3.31,48,9,0,3512,991,146,369,805,83,291,,Tokyo Giants,Korakuen Stadium,2280000,,,,,,,,
1970,AL,CHD,CHD,,5,130,65,55,70,5,,,435,4246,994,141,22,118,278,713,55,43,52,24,462,413,3.21,34,10,0,3477,1043,112,337,642,105,296,,Nagoya Dragons,Chunichi Stadium,953700,,,,,,,,
1970,NL,HKB,HKB,,4,130,65,64,64,2,,,560,4251,1039,184,14,116,401,612,185,54,35,42,511,460,3.56,45,7,0,3484,1095,146,355,658,86,329,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,384200,,,,,,,,
1970,AL,HNT,HNT,,2,130,65,77,49,4,,,435,4300,1053,173,20,110,334,780,54,48,45,24,335,308,2.36,54,17,0,3531,896,96,282,878,75,228,,Osaka Tigers,Hanshin Koshien Stadium,1108500,,,,,,,,
1970,AL,HRC,HRC,,4,130,65,62,60,8,,,393,4175,945,117,14,108,336,791,109,81,62,21,421,386,3.01,40,16,0,3467,995,119,251,702,85,260,,Hiroshima Carp,Hiroshima Municipal Stadium,651500,,,,,,,,
1970,NL,KNB,KNB,,3,130,65,65,59,6,,,424,4233,987,154,20,108,313,681,152,66,37,24,442,385,2.98,47,11,0,3488,985,112,314,700,89,273,,Osaka Buffaloes,Nippon Life Stadium,460850,,,,,,,,
1970,NL,LTO,LTO,,1,135,68,81,51,3,Y,,613,4304,1132,162,21,166,360,663,141,74,36,41,495,415,3.22,64,12,0,3475,1016,134,292,717,101,245,,Kawasaki Orions,Tokyo Stadium,554300,,,,,,,,
1970,NL,NKH,NKH,,2,130,65,69,57,4,,,589,4425,1127,168,12,147,404,623,84,32,31,32,510,444,3.44,31,9,0,3485,1038,126,363,593,108,287,,Osaka Hawks,Osaka Stadium,491880,,,,,,,,
1970,NL,NSL,NSL,,6,130,65,43,78,9,,,417,4252,955,129,9,137,311,749,77,54,47,22,576,526,4.12,25,6,0,3448,1095,139,477,633,108,236,,Fukuoka Lions,Heiwadai Stadium,645500,,,,,,,,
1970,NL,TOF,TOF,,5,130,65,54,70,6,,,521,4345,1100,144,25,147,344,628,110,59,43,35,599,536,4.18,32,3,0,3464,1116,164,337,665,92,251,,Tokyo Flyers,Korakuen Stadium,798500,,,,,,,,
1970,AL,TYW,TYW,,3,130,65,69,57,4,,,436,4195,1011,155,17,106,279,711,54,47,35,20,399,354,2.76,36,11,0,3466,929,108,278,736,82,254,,Yokohama Whales,Kawasaki Stadium,786300,,,,,,,,
1970,AL,YKA,YKA,,6,130,65,33,92,5,,,336,4214,907,130,23,69,278,832,62,55,33,19,552,485,3.78,16,7,0,3462,1147,108,412,614,113,380,,Tokyo Atoms,Meiji Jingu Stadium,774750,,,,,,,,
1970,AL,YMG,YMG,,1,135,67,83,48,4,Y,Y,522,4261,1023,164,17,131,382,584,77,54,21,31,379,321,2.46,52,14,0,3521,923,99,327,839,92,286,,Tokyo Giants,Korakuen Stadium,2527000,,,,,,,,
1971,AL,CHD,CHD,,2,130,65,65,60,5,,,437,4218,954,146,16,127,351,715,104,60,35,22,425,385,2.97,25,6,0,3498,1023,101,328,590,79,339,,Nagoya Dragons,Chunichi Stadium,899200,,,,,,,,
1971,NL,HKB,HKB,,1,135,67,81,43,11,Y,,689,4363,1189,178,16,166,443,513,174,57,58,40,486,413,3.18,56,14,0,3503,1021,130,334,630,93,302,,Nishinomiya Braves,Hankyu Nishinomiya Stadium,552000,,,,,,,,
1971,AL,HNT,HNT,,5,130,65,57,64,9,,,333,4170,919,108,10,101,311,749,68,39,38,16,412,355,2.76,40,14,0,3473,979,102,329,726,95,262,,Osaka Tigers,Hanshin Koshien Stadium,835300,,,,,,,,
1971,AL,HRC,HRC,,4,130,65,63,61,6,,,422,4189,976,139,10,89,368,645,104,58,69,24,444,399,3.11,27,12,0,3468,983,116,285,645,90,303,,Hiroshima Carp,Hiroshima Municipal Stadium,638300,,,,,,,,
