playerID,yearID,stint,teamID,lgID,G,G_started,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old,Player XBT relative to League,ros_team_id,hist_id,hist_team_id,ros_player_id,New,Player XBT 1yr Relative to League,Player XBT 3yr Relative to League,Player XBT 5yr Relative to League
abeto02,2010,1,HRC,AL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
abeto02,2011,1,HRC,AL,8,,20,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,,,,,,,,,,
abeto02,2012,1,HRC,AL,53,,119,15,30,3,0,1,2,5,2,7,21,0,0,9,0,1,,,,,,,,,,
abeto02,2013,1,HRC,AL,75,,123,13,27,4,0,1,8,5,2,12,31,0,0,6,1,1,,,,,,,,,,
abeto02,2014,1,HRC,AL,3,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
abeto02,2015,1,HRC,AL,26,,70,6,17,0,0,0,2,1,2,1,6,0,0,3,0,1,,,,,,,,,,
abeto02,2016,1,HRC,AL,115,,259,23,73,12,4,6,33,7,0,19,64,2,1,7,5,3,,,,,,,,,,
abeto02,2017,1,HRC,AL,123,,413,63,128,17,4,4,49,17,5,27,94,1,2,12,1,3,,,,,,,,,,
abeto02,2018,1,HRC,AL,72,,220,32,52,11,4,4,24,7,1,21,60,3,2,7,2,1,,,,,,,,,,
abeto02,2019,1,HRC,AL,114,,264,23,67,12,0,8,28,5,2,23,60,0,1,6,1,9,,,,,,,,,,
abeto02,2020,1,HRC,AL,26,,38,6,7,3,0,0,2,0,1,4,17,0,0,2,0,1,,,,,,,,,,
abeto02,2021,1,HRC,AL,85,,151,8,38,5,0,1,12,2,1,15,47,2,1,1,2,2,,,,,,,,,,
abeto02,2022,1,HRC,AL,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
abeto03,2011,1,RKE,NL,17,,22,1,2,0,0,0,0,0,0,0,8,0,0,2,0,1,,,,,,,,,,
abeto03,2012,1,RKE,NL,30,,47,3,14,0,0,0,2,1,3,0,9,0,1,3,0,0,,,,,,,,,,
abeto03,2013,1,RKE,NL,22,,38,4,8,2,0,0,1,1,1,2,7,0,0,6,0,1,,,,,,,,,,
abeto03,2014,1,RKE,NL,26,,20,2,5,0,0,0,2,0,0,0,4,0,0,4,0,1,,,,,,,,,,
abeto03,2015,1,RKE,NL,66,,102,10,20,2,1,0,5,6,4,2,21,0,1,5,0,1,,,,,,,,,,
abeto03,2016,1,RKE,NL,55,,27,7,5,2,0,0,2,0,0,0,8,0,0,1,0,0,,,,,,,,,,
abeto03,2017,1,RKE,NL,44,,20,3,4,0,0,0,1,1,0,2,6,0,0,1,0,0,,,,,,,,,,
abeyo01,1969,1,NSL,NL,96,,261,24,66,10,2,5,17,3,3,8,25,0,5,7,0,4,,,,,,,,,,
abeyo01,1970,1,NSL,NL,85,,186,15,36,2,1,2,11,3,5,2,23,0,3,1,1,3,,,,,,,,,,
