playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,GIDP
abbotky01,1994,1,KNB,NL,0,0,4,4,0,0,0,35,25,10,0,9,8,,7.71,,0,0,0,65,0,11,,,
abeha01,1949,1,HKB,AL,2,6,29,11,1,0,0,279,99,56,8,52,44,,5.42,,2,1,0,416,13,62,,,
abeha01,1950,1,HKB,NL,14,18,53,37,14,4,0,834,251,109,16,104,156,,3.53,,2,1,2,1180,14,134,,,
abeha01,1951,1,HKB,NL,12,14,40,36,14,2,0,764,232,79,12,100,150,,2.79,,2,1,0,1098,4,102,,,
abeha01,1952,1,HKB,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abeha01,1953,1,HKB,NL,11,4,23,15,8,2,0,445,121,31,6,41,90,,1.87,,3,2,0,594,7,38,,,
abeha01,1954,1,HKB,NL,6,6,25,18,6,0,0,376,121,46,8,36,71,,3.29,,2,1,1,522,4,57,,,
abeha01,1955,1,HKB,NL,15,11,46,24,10,2,0,638,172,52,10,85,124,,2.2,,0,3,1,874,16,74,,,
abeha01,1956,1,HKB,NL,14,12,44,27,6,2,0,575,172,53,8,51,108,,2.48,,2,0,0,775,9,60,,,
abeha01,1957,1,HKB,NL,6,8,28,22,7,4,0,368,121,42,4,30,61,,3.07,,1,0,0,508,5,46,,,
abeha01,1958,1,HKB,NL,6,8,22,13,2,1,0,247,82,27,3,18,27,,2.93,,1,0,1,334,4,28,,,
abeha01,1959,1,NSL,NL,0,1,28,2,0,0,0,100,39,15,4,11,19,,3.97,,1,1,0,148,6,17,,,
abeka02,2008,1,LTM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abeka02,2009,1,LTM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abeka02,2010,1,LTM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abeka02,2011,1,LTM,NL,0,2,3,3,0,0,0,25,17,12,1,7,3,,12.96,,0,2,0,50,0,12,,,
abeka02,2012,1,LTM,NL,0,2,6,4,0,0,0,82,28,12,3,5,6,,3.95,,0,0,0,111,0,13,,,
abeka02,2013,1,LTM,NL,2,0,5,4,0,0,0,64,25,10,1,10,7,,4.22,,0,1,0,91,1,10,,,
abeka02,2014,1,LTM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abeka02,2015,1,LTM,NL,1,1,14,1,0,0,0,60,26,10,3,8,11,,4.5,,2,0,0,89,8,10,,,
abeka02,2016,1,LTM,NL,0,0,13,0,0,0,0,52,22,9,2,11,6,,4.67,,0,0,0,85,7,10,,,
abeka02,2017,1,LTM,NL,0,0,2,0,0,0,0,6,3,3,2,1,1,,13.5,,0,0,0,10,2,3,,,
abeka02,2018,1,LTM,NL,0,1,5,0,0,0,0,12,4,1,0,4,2,,2.25,,0,0,0,21,3,3,,,
abeka02,2019,1,LTM,NL,0,0,4,0,0,0,0,12,1,0,0,2,2,,0.0,,0,0,0,14,2,0,,,
abeka03,1960,1,NSL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abeka03,1961,1,NSL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abeka03,1962,1,NSL,NL,1,1,9,3,1,1,0,75,19,7,2,2,4,,2.52,,1,1,1,94,1,7,,,
abeka03,1963,1,NSL,NL,10,1,53,3,0,0,0,432,101,28,11,43,64,,1.75,,3,7,0,564,23,30,,,
abeka03,1964,1,NSL,NL,11,5,49,19,5,3,0,531,152,54,9,56,55,,2.75,,0,9,0,728,7,63,,,
abeka03,1965,1,NSL,NL,4,6,40,5,0,0,0,270,92,36,11,21,27,,3.6,,2,1,0,378,17,41,,,
abeka03,1966,1,HNT,AL,5,5,29,8,1,1,0,235,76,30,2,35,22,,3.46,,1,5,0,337,8,36,,,
abeka03,1967,1,HNT,AL,3,5,24,2,0,0,0,130,41,15,5,16,25,,3.14,,0,0,0,182,14,20,,,
abeka03,1968,1,HNT,AL,2,3,20,3,0,0,0,129,40,14,3,10,23,,2.93,,0,1,0,176,11,15,,,
abeka03,1969,1,HNT,AL,0,0,1,0,0,0,0,3,1,0,0,0,0,,0.0,,0,0,0,4,1,0,,,
abeke02,2003,1,KNB,NL,2,0,5,3,1,0,0,75,22,6,3,6,23,,2.16,,1,0,0,100,1,6,,,
abeke02,2004,1,KNB,NL,0,1,2,1,0,0,0,16,12,8,4,1,3,,13.5,,0,0,0,29,0,8,,,
abeke02,2005,1,OBF,NL,0,0,3,0,0,0,0,15,6,4,2,1,7,,7.2,,0,1,0,22,3,4,,,
abeke02,2006,1,OBF,NL,0,0,5,0,0,0,0,19,6,3,1,1,4,,4.26,,0,1,0,27,3,3,,,
abeke02,2007,1,OBF,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abeke02,2008,1,HNT,AL,0,1,32,0,0,0,0,155,37,17,8,9,34,,2.96,,0,4,0,200,3,17,,,
abeke02,2009,1,HNT,AL,0,1,19,3,0,0,0,99,39,12,2,13,24,,3.27,,1,1,0,147,4,13,,,
abeke02,2010,1,HNT,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abeke02,2011,1,HNT,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abeke02,2012,1,YKS,AL,0,0,15,0,0,0,0,45,12,6,1,6,9,,3.6,,0,0,0,62,10,6,,,
abeke02,2013,1,YKS,AL,1,0,18,0,0,0,0,60,19,10,3,5,18,,4.5,,1,0,0,83,7,10,,,
abeke02,2014,1,YKS,AL,0,0,11,0,0,0,0,43,25,22,4,8,11,,13.81,,1,0,0,74,5,22,,,
abeke02,2015,1,YKS,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1965,1,TYW,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1966,1,TYW,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1967,1,TYW,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1968,1,TYW,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1969,1,TYW,AL,0,0,2,0,0,0,0,4,5,5,2,1,1,,45.0,,0,0,0,10,1,5,,,
abena01,1970,1,TYW,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1971,1,YMG,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1972,1,YMG,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1973,1,KNB,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1974,1,KNB,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1975,1,KNB,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1976,1,KNB,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1977,1,KNB,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1978,1,KNB,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1979,1,KNB,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1980,1,KNB,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena01,1981,1,KNB,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abena02,1952,1,NSL,NL,0,0,1,1,0,0,0,7,1,2,1,2,0,,6.0,,0,0,0,11,0,3,,,
abesh01,2021,1,OBF,NL,0,0,4,0,0,0,0,11,4,3,1,1,3,,7.36,,0,0,0,16,0,3,,,
abesh01,2022,1,OBF,NL,1,0,44,0,0,0,3,132,22,3,1,10,42,,0.61,,0,2,0,166,7,3,,,
abesh01,2023,1,OBF,NL,3,5,49,0,0,0,1,140,37,14,4,12,42,,2.7,,1,5,0,193,5,17,,,
abesh01,2024,1,OBF,NL,0,1,17,0,0,0,0,44,12,3,0,7,13,,1.84,,0,0,0,63,4,3,,,
abesh01,2025,1,OBF,NL,0,0,16,0,0,0,0,44,14,5,2,6,12,,3.07,,0,0,0,62,7,5,,,
abeta01,2013,1,DNB,AL,0,0,1,0,0,0,0,3,1,1,0,2,0,,9.0,,0,0,0,6,0,1,,,
abeta01,2014,1,DNB,AL,0,0,4,0,0,0,0,14,5,3,2,4,6,,5.79,,0,0,0,23,2,3,,,
abeta01,2015,1,DNB,AL,0,1,5,0,0,0,0,28,6,3,1,6,6,,2.89,,1,0,0,38,1,3,,,
abeta01,2016,1,DNB,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abeyu01,1961,1,KNB,NL,0,0,1,0,0,0,0,3,3,3,0,1,1,,27.0,,0,0,0,7,1,3,,,
abeyu01,1962,1,KNB,NL,0,0,3,0,0,0,0,14,6,1,0,0,0,,1.8,,0,0,0,20,1,1,,,
abeyu01,1963,1,KNB,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abeyu01,1964,1,KNB,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
abreual01,2024,1,SBL,NL,2,5,52,0,0,0,28,147,38,13,1,20,33,,2.39,,0,3,0,202,39,17,,,
abreuwi01,2008,1,LTM,NL,1,2,20,0,0,0,0,65,23,8,2,8,24,,3.32,,0,0,0,94,5,9,,,
achirta01,2014,1,CHD,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
achirta01,2015,1,CHD,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
achirta01,2016,1,CHD,AL,0,0,13,0,0,0,0,43,12,4,2,4,14,,2.51,,1,1,0,59,6,4,,,
achirta01,2017,1,CHD,AL,0,1,4,1,0,0,0,39,12,7,2,5,8,,4.85,,0,0,0,54,2,7,,,
achirta01,2018,1,CHD,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
achirta01,2019,1,CHD,AL,1,3,7,7,0,0,0,102,37,22,11,13,21,,5.82,,0,1,0,146,0,22,,,
achirta01,2020,1,CHD,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
acostma01,2013,1,YMG,AL,1,0,14,0,0,0,0,39,15,8,4,4,12,,5.54,,0,0,1,57,4,8,,,
acrema01,1998,1,YKS,AL,0,2,12,11,0,0,0,208,47,18,6,34,58,,2.34,,1,3,0,288,0,20,,,
acrema01,1999,1,YKS,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
adachmi01,1959,1,HKB,NL,4,7,36,11,2,0,0,335,113,47,4,25,63,,3.78,,0,3,0,466,7,57,,,
adachmi01,1960,1,HKB,NL,4,7,41,13,1,1,0,337,101,40,6,19,52,,3.19,,1,3,0,449,12,42,,,
adachmi01,1961,1,HKB,NL,1,4,27,6,0,0,0,186,71,28,7,11,37,,4.06,,0,2,0,267,8,33,,,
adachmi01,1962,1,HKB,NL,8,4,39,9,4,4,0,371,92,27,8,22,94,,1.96,,0,1,0,483,11,32,,,
adachmi01,1963,1,HKB,NL,6,18,47,24,5,2,0,602,187,77,24,31,121,,3.45,,0,6,0,803,9,89,,,
adachmi01,1964,1,HKB,NL,13,15,46,29,8,4,0,708,200,73,26,37,125,,2.78,,0,5,0,927,11,82,,,
adachmi01,1965,1,HKB,NL,15,9,31,24,10,4,0,513,146,52,14,35,104,,2.74,,0,11,0,684,5,59,,,
adachmi01,1966,1,HKB,NL,17,14,52,30,10,3,0,811,243,79,27,49,158,,2.63,,0,14,0,1099,18,98,,,
adachmi01,1967,1,HKB,NL,20,10,43,29,17,5,0,804,191,52,13,60,130,,1.75,,0,9,0,1042,10,65,,,
adachmi01,1968,1,HKB,NL,0,1,5,4,0,0,0,54,13,7,2,5,12,,3.5,,0,1,0,74,1,11,,,
adachmi01,1969,1,HKB,NL,2,1,33,5,0,0,0,181,73,32,10,10,32,,4.8,,0,6,0,265,11,39,,,
adachmi01,1970,1,HKB,NL,9,2,46,6,3,0,0,351,112,39,11,24,59,,3.0,,0,3,0,469,14,45,,,
adachmi01,1971,1,HKB,NL,19,8,43,32,18,4,0,758,200,70,21,55,116,,2.49,,0,11,0,996,8,80,,,
adachmi01,1972,1,HKB,NL,16,6,34,23,12,1,0,586,174,57,25,31,71,,2.63,,0,4,0,785,9,69,,,
adachmi01,1973,1,HKB,NL,4,6,27,15,3,0,0,309,117,53,20,23,41,,4.63,,0,6,7,443,9,60,,,
adachmi01,1974,1,HKB,NL,10,9,30,27,8,3,1,542,183,63,17,40,66,,3.13,,1,11,1,758,1,76,,,
adachmi01,1975,1,HKB,NL,11,10,26,25,16,1,0,575,177,58,12,32,66,,2.72,,0,11,0,780,0,69,,,
adachmi01,1976,1,HKB,NL,17,8,31,29,14,2,1,638,207,60,18,27,67,,2.54,,2,14,0,868,2,80,,,
adachmi01,1977,1,HKB,NL,7,7,20,15,7,2,0,342,117,40,10,17,38,,3.16,,0,3,0,461,4,54,,,
adachmi01,1978,1,HKB,NL,4,6,15,14,3,0,1,257,101,40,13,12,23,,4.19,,0,6,0,371,1,47,,,
adachmi01,1979,1,HKB,NL,0,1,4,2,0,0,0,49,20,11,4,2,7,,6.19,,0,0,0,71,2,13,,,
adachmi01,1980,1,HKB,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
adachwa01,1986,1,HRC,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
adachwa01,1987,1,HRC,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
adachwa01,1988,1,HRC,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
adachwa01,1989,1,HRC,AL,0,1,2,1,0,0,0,33,7,3,0,9,10,,2.45,,1,1,0,46,0,4,,,
adachwa01,1990,1,HRC,AL,0,0,2,0,0,0,0,9,1,0,0,2,2,,0.0,,0,0,0,10,2,0,,,
adachwa01,1991,1,HRC,AL,3,7,26,14,0,0,1,271,72,38,10,52,82,,3.79,,1,4,0,382,5,43,,,
adachwa01,1992,1,HRC,AL,1,2,4,4,0,0,0,49,13,10,0,15,12,,5.51,,2,1,0,77,0,11,,,
adachwa01,1993,1,HRC,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
adachwa01,1994,1,NPH,NL,0,1,4,1,0,0,0,30,12,9,0,6,6,,8.1,,2,3,0,51,2,9,,,
adamdjo01,2010,1,SBH,NL,0,2,3,3,0,0,0,48,16,12,3,10,11,,6.75,,1,2,0,73,0,12,,,
adamesa01,2016,1,YMG,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
adamesa01,2017,1,YMG,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
adamesa01,2018,1,YMG,AL,0,2,28,0,0,0,4,96,30,14,2,20,19,,3.94,,2,1,0,141,14,14,,,
adamesa01,2019,1,YMG,AL,0,1,11,0,0,0,0,28,10,7,2,4,4,,6.75,,0,0,0,40,1,7,,,
aduwama01,2017,1,HRC,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aduwama01,2018,1,HRC,AL,6,2,53,0,0,0,0,202,62,28,4,36,30,,3.74,,2,2,0,293,20,29,,,
aduwama01,2019,1,HRC,AL,3,5,19,14,1,0,0,275,101,44,14,27,52,,4.32,,2,4,0,404,2,52,,,
aduwama01,2020,1,HRC,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aduwama01,2021,1,HRC,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aduwama01,2022,1,HRC,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aduwama01,2023,1,HRC,AL,1,0,14,0,0,0,0,50,15,6,1,2,13,,3.24,,0,1,0,67,5,6,,,
aduwama01,2024,1,HRC,AL,6,4,20,18,1,1,0,319,102,37,9,29,61,,3.13,,0,5,0,452,0,43,,,
aduwama01,2025,1,HRC,AL,0,3,4,4,0,0,0,57,26,11,2,5,11,,5.21,,0,1,0,88,0,14,,,
aidate01,1971,1,YKA,AL,6,5,35,20,3,1,0,416,116,58,18,43,67,,3.76,,1,11,0,578,8,62,,,
aidate01,1972,1,YKA,AL,0,3,16,4,0,0,0,91,34,26,9,12,13,,7.8,,0,4,0,133,5,27,,,
aidate01,1973,1,YKA,AL,0,4,21,4,0,0,0,126,57,27,4,14,27,,5.79,,0,2,0,197,5,34,,,
aidate01,1974,1,YKS,AL,0,2,35,5,0,0,1,206,67,25,10,24,31,,3.26,,0,2,0,283,9,27,,,
aidate01,1975,1,YKS,AL,1,4,35,4,0,0,1,216,71,24,10,23,51,,3.0,,1,3,0,292,14,26,,,
aidate01,1976,1,YKS,AL,10,9,41,22,6,2,1,532,161,71,25,42,95,,3.61,,1,6,0,723,5,80,,,
aidate01,1977,1,YKS,AL,9,9,40,29,6,0,0,523,204,83,25,37,100,,4.29,,2,5,0,749,5,90,,,
aidate01,1978,1,YKS,AL,3,6,29,21,2,0,0,272,111,54,15,29,34,,5.34,,1,4,0,406,2,65,,,
aidate01,1979,1,YKS,AL,0,2,8,2,0,0,0,40,23,14,5,7,6,,9.69,,0,0,0,71,0,17,,,
aidate01,1980,1,YKS,AL,0,1,13,3,0,0,0,79,39,20,6,10,17,,6.92,,0,2,0,128,2,21,,,
aidayu01,2006,1,YMG,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aidayu01,2007,1,YMG,AL,3,2,34,0,0,0,0,107,33,12,3,9,16,,3.03,,1,3,0,145,6,12,,,
aidayu01,2008,1,YMG,AL,0,0,3,0,0,0,0,15,6,1,0,0,1,,1.8,,0,1,0,21,3,2,,,
aidayu01,2009,1,YMG,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aiei01,1983,1,YKS,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aiei01,1984,1,YKS,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aiei01,1985,1,YKS,AL,3,5,44,4,0,0,2,315,111,50,11,38,79,,4.29,,3,3,0,457,14,61,,,
aiei01,1986,1,YKS,AL,9,6,43,2,1,0,1,313,98,46,16,44,73,,3.97,,5,4,0,443,24,52,,,
aiei01,1987,1,YKS,AL,5,5,36,5,0,0,1,237,104,57,14,28,49,,6.49,,3,5,0,368,18,66,,,
aiei01,1988,1,YKS,AL,0,0,13,1,0,0,0,58,17,9,1,10,12,,4.19,,3,0,0,84,7,9,,,
aiei01,1989,1,YKS,AL,0,0,4,0,0,0,0,21,13,6,1,4,4,,7.71,,0,0,0,35,3,6,,,
aiei01,1990,1,YKS,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aiei01,1991,1,LTO,NL,0,1,2,0,0,0,0,9,3,1,0,1,1,,3.0,,0,0,0,12,1,1,,,
aiei01,1992,1,LTM,NL,0,0,2,0,0,0,0,10,3,2,0,2,1,,5.4,,1,1,0,16,1,3,,,
aiharka01,2014,1,RKE,NL,0,0,17,0,0,0,0,58,23,6,0,11,5,,2.79,,3,1,0,91,6,6,,,
aiharka01,2015,1,RKE,NL,0,0,2,0,0,0,0,9,3,0,0,1,1,,0.0,,0,0,0,14,1,1,,,
aiharka01,2016,1,RKE,NL,0,0,2,0,0,0,0,3,5,5,0,4,1,,45.0,,2,0,0,12,0,5,,,
aiharka02,2006,1,LTM,NL,0,0,1,0,0,0,0,6,2,2,0,1,0,,9.0,,1,1,0,10,0,2,,,
aiharka02,2007,1,LTM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aiharka02,2008,1,LTM,NL,0,0,4,0,0,0,0,15,3,3,1,4,2,,5.4,,0,0,0,22,0,3,,,
aiharka02,2009,1,LTM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aiharka02,2010,1,LTM,NL,0,0,2,0,0,0,0,7,2,3,0,0,3,,11.57,,1,1,0,10,0,3,,,
aikawhi01,1986,1,TYW,AL,4,0,25,8,1,0,0,179,64,28,7,17,32,,4.22,,2,3,1,253,6,29,,,
aikawhi01,1987,1,TYW,AL,3,5,24,12,1,1,0,232,84,34,8,26,41,,3.96,,1,4,0,337,1,36,,,
aikawhi01,1988,1,TYW,AL,5,8,17,16,1,0,0,216,69,39,5,36,47,,4.88,,1,1,1,311,0,41,,,
aikawhi01,1989,1,TYW,AL,0,0,8,0,0,0,0,31,7,7,2,9,9,,6.1,,0,0,0,44,5,8,,,
aikawhi01,1990,1,TYW,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikawhi01,1991,1,TYW,AL,0,0,1,0,0,0,0,3,2,1,0,1,1,,9.0,,0,0,0,6,0,1,,,
aikawhi01,1992,1,TYW,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikawhi01,1993,1,YBS,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikita01,2001,1,OBW,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikita01,2002,1,OBW,NL,2,4,15,7,2,2,0,142,47,26,9,16,25,,4.94,,0,2,0,198,3,26,,,
aikita01,2003,1,OBW,NL,0,3,9,5,0,0,0,86,55,35,5,9,12,,10.99,,0,1,0,146,0,39,,,
aikita01,2004,1,OBW,NL,3,5,37,5,0,0,1,247,92,49,6,36,48,,5.36,,4,8,0,364,18,49,,,
aikita01,2005,1,OBF,NL,0,1,12,1,0,0,0,75,33,12,0,5,11,,4.32,,1,1,0,111,6,15,,,
aikita01,2006,1,HNT,AL,0,0,13,0,0,0,0,38,12,1,1,4,8,,0.71,,0,2,0,54,7,3,,,
aikita01,2007,1,HNT,AL,0,0,4,0,0,0,0,9,5,2,0,1,0,,6.0,,1,0,0,14,2,2,,,
aikota01,1981,1,LTO,NL,0,2,8,2,0,0,0,51,21,19,2,12,7,,10.06,,1,4,0,83,4,19,,,
aikota01,1982,1,LTO,NL,0,0,5,0,0,0,0,16,9,4,3,2,0,,7.2,,0,0,0,22,0,4,,,
aikota01,1983,1,LTO,NL,0,0,48,0,0,0,0,74,23,12,4,28,16,,4.38,,1,2,0,126,7,16,,,
aikota01,1984,1,LTO,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,1985,1,LTO,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,1986,1,LTO,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,1987,1,LTO,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,1988,1,LTO,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,1989,1,LTO,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,1990,1,LTO,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,1991,1,LTO,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,1992,1,LTM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,1993,1,LTM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,1994,1,LTM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,1995,1,LTM,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,1996,1,CHD,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,1997,1,CHD,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,1998,1,CHD,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,1999,1,CHD,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikota01,2000,1,CHD,AL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikyohi01,2001,1,KNB,NL,2,0,30,0,0,0,0,97,27,6,2,11,15,,1.67,,0,1,0,130,6,6,,,
aikyohi01,2002,1,KNB,NL,1,0,18,0,0,0,0,37,21,5,1,3,12,,3.65,,0,0,0,60,3,8,,,
aikyohi01,2003,1,KNB,NL,2,0,38,0,0,0,1,104,30,16,5,9,15,,4.15,,0,2,0,140,12,16,,,
aikyohi01,2004,1,KNB,NL,0,0,1,0,0,0,0,3,2,1,0,0,1,,9.0,,0,0,0,5,1,1,,,
aikyohi01,2005,1,RKE,NL,0,0,16,0,0,0,0,48,27,14,2,6,10,,7.88,,0,2,0,81,3,14,,,
aikyohi01,2006,1,RKE,NL,4,5,16,11,0,0,0,222,84,33,8,16,35,,4.01,,1,4,1,317,1,33,,,
aikyohi01,2007,1,RKE,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikyohi01,2008,1,RKE,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aikyohi01,2009,1,RKE,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aiuchma01,2013,1,SBL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aiuchma01,2014,1,SBL,NL,0,2,2,2,0,0,0,13,8,7,2,6,3,,14.54,,0,2,0,30,0,8,,,
aiuchma01,2015,1,SBL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
aiuchma01,2016,1,SBL,NL,0,2,2,2,0,0,0,23,11,10,0,7,4,,11.74,,1,0,2,37,0,10,,,
aiuchma01,2017,1,SBL,NL,0,1,5,1,0,0,0,18,9,13,3,5,8,,19.5,,3,1,0,33,4,13,,,
aiuchma01,2018,1,SBL,NL,0,1,10,1,0,0,0,47,14,6,1,7,12,,3.45,,3,1,0,67,4,6,,,
aiuchma01,2019,1,SBL,NL,0,1,2,2,0,0,0,28,17,12,3,6,5,,11.57,,0,1,0,51,0,12,,,
aiuchma01,2020,1,SBL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,
