yearID,LgID,LeagueName,SubLeagueID,divID,TeamID,Franchise/AffiliationID,Rank/Wpct,G,Ghome,W,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IP,HA,HRA,BBA,SOA,E,DP,FP,name,City,Team Nickname,Park,attendance,BPF,PPF,4,MiLBFranchise
2020,NG,Ni-Gun League,Western,,HT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nishinomiya Tigers,Nishinomiya,Tigers,,,,,,
2020,NG,Ni-Gun League,Western,,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hiroshima Carp,Hiroshima,Carp,,,,,,
2020,NG,Ni-Gun League,Western,,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya Dragons,Nagoya,Dragons,,,,,,
2020,NG,Ni-Gun League,Eastern,,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yokosuka BayStars,Yokosuka,BayStars,,,,,,
2020,NG,Ni-Gun League,Western,,OB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kobe Buffaloes,Kobe,Buffaloes,,,,,,
2021,NG,Ni-Gun League,Eastern,,YS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo Swallows,Tokyo,Swallows,,,,,,
2021,NG,Ni-Gun League,Eastern,,YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo Giants,Tokyo,Giants,,,,,,
2021,NG,Ni-Gun League,Eastern,,RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sendai Golden Eagles,Sendai,Golden Eagles,,,,,,
2021,NG,Ni-Gun League,Eastern,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokorozawa Lions,Tokorozawa,Lions,,,,,,
2021,NG,Ni-Gun League,Eastern,,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chiba Marines,Chiba,Marines,,,,,,
2021,NG,Ni-Gun League,Eastern,,NF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamagaya Fighters,Kamagaya,Fighters,,,,,,
2021,NG,Ni-Gun League,Western,,SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fukuoka Hawks,Chikushino,Hawks,,,,,,
2021,NG,Ni-Gun League,Western,,HT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nishinomiya Tigers,Nishinomiya,Tigers,,,,,,
2021,NG,Ni-Gun League,Western,,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hiroshima Carp,Hiroshima,Carp,,,,,,
2021,NG,Ni-Gun League,Western,,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya Dragons,Nagoya,Dragons,,,,,,
2021,NG,Ni-Gun League,Eastern,,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yokosuka BayStars,Yokosuka,BayStars,,,,,,
2021,NG,Ni-Gun League,Western,,OB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kobe Buffaloes,Kobe,Buffaloes,,,,,,
2022,NG,Ni-Gun League,Eastern,,YS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo Swallows,Tokyo,Swallows,,,,,,
2022,NG,Ni-Gun League,Eastern,,YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo Giants,Tokyo,Giants,,,,,,
2022,NG,Ni-Gun League,Eastern,,RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sendai Golden Eagles,Sendai,Golden Eagles,,,,,,
2022,NG,Ni-Gun League,Eastern,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokorozawa Lions,Tokorozawa,Lions,,,,,,
2022,NG,Ni-Gun League,Eastern,,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chiba Marines,Chiba,Marines,,,,,,
2022,NG,Ni-Gun League,Eastern,,NF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamagaya Fighters,Kamagaya,Fighters,,,,,,
2022,NG,Ni-Gun League,Western,,SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fukuoka Hawks,Chikushino,Hawks,,,,,,
2022,NG,Ni-Gun League,Western,,HT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nishinomiya Tigers,Nishinomiya,Tigers,,,,,,
2022,NG,Ni-Gun League,Western,,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hiroshima Carp,Hiroshima,Carp,,,,,,
2022,NG,Ni-Gun League,Western,,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya Dragons,Nagoya,Dragons,,,,,,
2022,NG,Ni-Gun League,Eastern,,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yokosuka BayStars,Yokosuka,BayStars,,,,,,
2022,NG,Ni-Gun League,Western,,OB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kobe Buffaloes,Kobe,Buffaloes,,,,,,
2023,NG,Ni-Gun League,Eastern,,YS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo Swallows,Tokyo,Swallows,,,,,,
2023,NG,Ni-Gun League,Eastern,,YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo Giants,Tokyo,Giants,,,,,,
2023,NG,Ni-Gun League,Eastern,,RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sendai Golden Eagles,Sendai,Golden Eagles,,,,,,
2023,NG,Ni-Gun League,Eastern,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokorozawa Lions,Tokorozawa,Lions,,,,,,
2023,NG,Ni-Gun League,Eastern,,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chiba Marines,Chiba,Marines,,,,,,
2023,NG,Ni-Gun League,Eastern,,NF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamagaya Fighters,Kamagaya,Fighters,,,,,,
2023,NG,Ni-Gun League,Western,,SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fukuoka Hawks,Chikushino,Hawks,,,,,,
2023,NG,Ni-Gun League,Western,,HT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nishinomiya Tigers,Nishinomiya,Tigers,,,,,,
2023,NG,Ni-Gun League,Western,,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hiroshima Carp,Hiroshima,Carp,,,,,,
2023,NG,Ni-Gun League,Western,,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya Dragons,Nagoya,Dragons,,,,,,
2023,NG,Ni-Gun League,Eastern,,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yokosuka BayStars,Yokosuka,BayStars,,,,,,
2023,NG,Ni-Gun League,Western,,OB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kobe Buffaloes,Kobe,Buffaloes,,,,,,
2024,NG,Ni-Gun League,Eastern,,YS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo Swallows,Tokyo,Swallows,,,,,,
2024,NG,Ni-Gun League,Eastern,,YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo Giants,Tokyo,Giants,,,,,,
2024,NG,Ni-Gun League,Eastern,,RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sendai Golden Eagles,Sendai,Golden Eagles,,,,,,
2024,NG,Ni-Gun League,Eastern,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokorozawa Lions,Tokorozawa,Lions,,,,,,
2024,NG,Ni-Gun League,Eastern,,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chiba Marines,Chiba,Marines,,,,,,
2024,NG,Ni-Gun League,Eastern,,NF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamagaya Fighters,Kamagaya,Fighters,,,,,,
2024,NG,Ni-Gun League,Western,,SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fukuoka Hawks,Chikushino,Hawks,,,,,,
2024,NG,Ni-Gun League,Western,,HT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nishinomiya Tigers,Nishinomiya,Tigers,,,,,,
2024,NG,Ni-Gun League,Western,,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hiroshima Carp,Hiroshima,Carp,,,,,,
2024,NG,Ni-Gun League,Western,,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya Dragons,Nagoya,Dragons,,,,,,
2024,NG,Ni-Gun League,Eastern,,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yokosuka BayStars,Yokosuka,BayStars,,,,,,
2024,NG,Ni-Gun League,Western,,OB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kobe Buffaloes,Kobe,Buffaloes,,,,,,
2024,NG,Ni-Gun League,Eastern,,OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niigata Albirex,Niigata,Albirex,,,,,,
2024,NG,Ni-Gun League,Western,,KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kofu Ventforet,Kofu,Ventforet,,,,,,
2025,NG,Ni-Gun League,Eastern,,YS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo Swallows,Tokyo,Swallows,,,,,,
2025,NG,Ni-Gun League,Eastern,,YG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokyo Giants,Tokyo,Giants,,,,,,
2025,NG,Ni-Gun League,Eastern,,RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sendai Golden Eagles,Sendai,Golden Eagles,,,,,,
2025,NG,Ni-Gun League,Eastern,,SL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tokorozawa Lions,Tokorozawa,Lions,,,,,,
2025,NG,Ni-Gun League,Eastern,,LM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chiba Marines,Chiba,Marines,,,,,,
2025,NG,Ni-Gun League,Eastern,,NF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kamagaya Fighters,Kamagaya,Fighters,,,,,,
2025,NG,Ni-Gun League,Western,,SH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fukuoka Hawks,Chikushino,Hawks,,,,,,
2025,NG,Ni-Gun League,Western,,HT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nishinomiya Tigers,Nishinomiya,Tigers,,,,,,
2025,NG,Ni-Gun League,Western,,HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hiroshima Carp,Hiroshima,Carp,,,,,,
2025,NG,Ni-Gun League,Western,,CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nagoya Dragons,Nagoya,Dragons,,,,,,
2025,NG,Ni-Gun League,Eastern,,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yokosuka BayStars,Yokosuka,BayStars,,,,,,
2025,NG,Ni-Gun League,Western,,OB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kobe Buffaloes,Kobe,Buffaloes,,,,,,
2025,NG,Ni-Gun League,Eastern,,OA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Niigata Albirex,Niigata,Albirex,,,,,,
2025,NG,Ni-Gun League,Western,,KH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kofu Ventforet,Kofu,Ventforet,,,,,,
