playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
abadan01,2000,1,KNB,NL,1B,19,,,157,14,3,14,,,,,
abbotky01,1994,1,KNB,NL,P,4,,,2,1,0,0,,,,,
abeha01,1949,1,HKB,AL,P,29,,,3,9,1,1,,,,,
abeha01,1950,1,HKB,NL,P,53,,,6,42,1,2,,,,,
abeha01,1951,1,HKB,NL,P,40,,,5,60,3,3,,,,,
abeha01,1953,1,HKB,NL,P,23,,,4,43,0,3,,,,,
abeha01,1954,1,HKB,NL,P,25,,,3,22,1,0,,,,,
abeha01,1955,1,HKB,NL,P,46,,,1,45,1,3,,,,,
abeha01,1956,1,HKB,NL,P,44,,,5,33,3,3,,,,,
abeha01,1957,1,HKB,NL,P,28,,,2,25,1,4,,,,,
abeha01,1958,1,HKB,NL,OF,1,,,1,1,0,0,,,,,
abeha01,1958,1,HKB,NL,P,22,,,2,17,0,1,,,,,
abeha01,1959,1,NSL,NL,P,28,,,0,9,0,0,,,,,
abeka02,2011,1,LTM,NL,P,3,,,1,2,0,0,,,,,
abeka02,2012,1,LTM,NL,P,6,,,1,5,0,0,,,,,
abeka02,2013,1,LTM,NL,P,5,,,0,3,0,1,,,,,
abeka02,2015,1,LTM,NL,P,14,,,0,3,0,0,,,,,
abeka02,2016,1,LTM,NL,P,13,,,3,2,0,0,,,,,
abeka02,2017,1,LTM,NL,P,2,,,0,0,0,0,,,,,
abeka02,2018,1,LTM,NL,P,5,,,0,0,0,0,,,,,
abeka02,2019,1,LTM,NL,P,4,,,0,1,0,0,,,,,
abeka03,1962,1,NSL,NL,P,9,,,1,3,0,0,,,,,
abeka03,1963,1,NSL,NL,P,53,,,13,27,1,0,,,,,
abeka03,1964,1,NSL,NL,LF,1,,,0,0,0,0,,,,,
abeka03,1964,1,NSL,NL,P,49,,,9,62,4,2,,,,,
abeka03,1965,1,NSL,NL,P,40,,,8,30,0,1,,,,,
abeka03,1966,1,HNT,AL,P,29,,,4,23,1,2,,,,,
abeka03,1967,1,HNT,AL,P,24,,,1,15,2,0,,,,,
abeka03,1968,1,HNT,AL,P,20,,,2,8,1,1,,,,,
abeka03,1969,1,HNT,AL,P,1,,,0,0,0,0,,,,,
abeke02,2003,1,KNB,NL,P,5,,,2,3,0,0,,,,,
abeke02,2004,1,KNB,NL,P,2,,,1,1,0,0,,,,,
abeke02,2005,1,OBF,NL,P,3,,,0,0,0,0,,,,,
abeke02,2006,1,OBF,NL,P,5,,,2,2,0,0,,,,,
abeke02,2008,1,HNT,AL,P,32,,,4,16,0,1,,,,,
abeke02,2009,1,HNT,AL,P,19,,,3,8,1,1,,,,,
abeke02,2012,1,YKS,AL,P,15,,,1,2,0,0,,,,,
abeke02,2013,1,YKS,AL,P,18,,,1,3,0,0,,,,,
abeke02,2014,1,YKS,AL,P,11,,,0,3,0,0,,,,,
abeke03,1984,1,HRC,AL,2B,1,,,0,1,0,0,,,,,
abeke03,1986,1,HRC,AL,2B,3,,,1,2,0,0,,,,,
abeke03,1986,1,HRC,AL,3B,7,,,3,5,0,0,,,,,
abeke03,1988,1,HRC,AL,2B,1,,,2,0,0,0,,,,,
abeke03,1988,1,HRC,AL,3B,1,,,0,1,0,0,,,,,
abeke04,1973,1,LTO,NL,C,1,,,8,1,0,0,0,,,,
abeke04,1973,1,LTO,NL,LF,2,,,0,0,0,0,,,,,
abeke04,1974,1,LTO,NL,C,1,,,0,0,0,0,0,,,,
abeke04,1974,1,LTO,NL,LF,2,,,0,0,0,0,,,,,
abema01,2001,1,KNB,NL,2B,16,,,22,24,2,7,,,,,
abema01,2001,1,KNB,NL,SS,30,,,28,51,2,14,,,,,
abema01,2002,1,KNB,NL,2B,28,,,12,14,0,2,,,,,
abema01,2002,1,KNB,NL,3B,2,,,0,0,0,0,,,,,
abema01,2002,1,KNB,NL,SS,118,,,131,302,12,42,,,,,
abema01,2003,1,KNB,NL,2B,63,,,21,40,0,4,,,,,
abema01,2003,1,KNB,NL,SS,111,,,141,289,8,67,,,,,
abema01,2004,1,KNB,NL,1B,1,,,2,0,0,0,,,,,
abema01,2004,1,KNB,NL,2B,4,,,4,5,0,1,,,,,
abema01,2004,1,KNB,NL,SS,118,,,197,360,7,84,,,,,
abema01,2005,1,OBF,NL,1B,2,,,3,1,0,0,,,,,
abema01,2005,1,OBF,NL,2B,4,,,8,9,0,2,,,,,
abema01,2005,1,OBF,NL,3B,10,,,5,19,0,0,,,,,
abema01,2005,1,OBF,NL,SS,118,,,155,303,7,64,,,,,
abema01,2006,1,OBF,NL,2B,19,,,32,53,1,8,,,,,
abema01,2006,1,OBF,NL,SS,49,,,66,179,4,34,,,,,
abema01,2007,1,OBF,NL,2B,69,,,145,216,4,35,,,,,
abema01,2007,1,OBF,NL,3B,1,,,0,0,0,0,,,,,
abema01,2007,1,OBF,NL,SS,7,,,5,31,0,2,,,,,
abema01,2008,1,OBF,NL,1B,8,,,20,1,0,2,,,,,
abema01,2008,1,OBF,NL,2B,27,,,37,64,2,9,,,,,
abema01,2008,1,OBF,NL,3B,7,,,3,2,1,0,,,,,
abema01,2008,1,OBF,NL,SS,13,,,17,20,2,7,,,,,
abema01,2009,1,OBF,NL,1B,1,,,2,0,0,0,,,,,
abema01,2009,1,OBF,NL,2B,27,,,63,71,2,16,,,,,
abema01,2009,1,OBF,NL,3B,19,,,8,27,3,3,,,,,
abema01,2010,1,SBL,NL,1B,5,,,7,0,1,2,,,,,
abema01,2010,1,SBL,NL,2B,4,,,7,8,0,0,,,,,
abema01,2010,1,SBL,NL,3B,52,,,27,62,4,3,,,,,
abema01,2010,1,SBL,NL,SS,1,,,0,0,2,0,,,,,
abema01,2011,1,SBL,NL,1B,1,,,9,0,0,0,,,,,
abema01,2011,1,SBL,NL,2B,8,,,9,9,0,3,,,,,
abema01,2011,1,SBL,NL,3B,1,,,1,1,0,0,,,,,
abema01,2012,1,SBL,NL,1B,4,,,23,2,0,0,,,,,
abema01,2012,1,SBL,NL,2B,3,,,3,1,1,0,,,,,
abena01,1965,1,TYW,AL,CF,1,,,0,0,0,0,,,,,
abena01,1966,1,TYW,AL,C,1,,,0,0,0,0,0,,,,
abena01,1967,1,TYW,AL,CF,3,,,0,0,0,0,,,,,
abena01,1969,1,TYW,AL,1B,1,,,0,0,0,0,,,,,
abena01,1969,1,TYW,AL,P,2,,,0,1,0,0,,,,,
abena01,1971,1,YMG,AL,CF,4,,,4,0,0,0,,,,,
abena01,1974,1,KNB,NL,CF,80,,,60,3,0,0,,,,,
abena01,1975,1,KNB,NL,CF,127,,,338,6,7,3,,,,,
abena01,1976,1,KNB,NL,CF,121,,,236,6,1,1,,,,,
abena01,1977,1,KNB,NL,CF,62,,,91,0,1,0,,,,,
abena01,1978,1,KNB,NL,CF,32,,,22,1,1,0,,,,,
abena01,1979,1,KNB,NL,CF,75,,,106,2,1,1,,,,,
abena01,1980,1,KNB,NL,CF,19,,,33,0,0,0,,,,,
abena01,1981,1,KNB,NL,CF,16,,,5,0,0,0,,,,,
abena02,1952,1,NSL,NL,1B,1,,,0,0,0,0,,,,,
abena02,1952,1,NSL,NL,P,1,,,0,0,1,0,,,,,
abeos01,1984,1,SBL,NL,1B,8,,,53,7,0,3,,,,,
abeos01,1985,1,SBL,NL,1B,19,,,47,4,0,3,,,,,
abeos01,1985,1,SBL,NL,LF,4,,,7,0,0,0,,,,,
abeos01,1987,1,SBL,NL,1B,5,,,24,3,1,2,,,,,
abeos01,1987,1,SBL,NL,LF,66,,,89,3,2,1,,,,,
abeos01,1988,1,SBL,NL,1B,5,,,35,4,0,2,,,,,
abeos01,1988,1,SBL,NL,LF,66,,,86,1,1,0,,,,,
abeos01,1989,1,SBL,NL,1B,2,,,18,0,0,1,,,,,
abeos01,1989,1,SBL,NL,LF,13,,,7,0,1,0,,,,,
abeos01,1990,1,SBL,NL,1B,2,,,2,1,0,0,,,,,
abeos01,1990,1,SBL,NL,LF,18,,,18,0,0,0,,,,,
abeos01,1991,1,SBL,NL,1B,2,,,8,1,0,1,,,,,
abeos01,1991,1,SBL,NL,LF,18,,,18,0,0,0,,,,,
abeos01,1992,1,SBL,NL,1B,2,,,3,0,0,0,,,,,
abeos01,1992,1,SBL,NL,LF,76,,,89,1,3,0,,,,,
abeos01,1993,1,SBL,NL,1B,2,,,9,1,0,0,,,,,
abeos01,1993,1,SBL,NL,LF,36,,,26,2,1,0,,,,,
abeos01,1994,1,SBL,NL,1B,5,,,4,0,0,0,,,,,
abeos01,1994,1,SBL,NL,LF,57,,,58,1,2,0,,,,,
abeos01,1995,1,SBL,NL,1B,4,,,7,0,0,1,,,,,
abeos01,1995,1,SBL,NL,LF,6,,,8,0,0,0,,,,,
abeos01,1996,1,SBL,NL,LF,1,,,1,0,0,0,,,,,
abeos01,1997,1,KNB,NL,1B,38,,,246,15,0,30,,,,,
abeos01,1997,1,KNB,NL,LF,13,,,23,1,0,0,,,,,
abeos01,1998,1,KNB,NL,1B,34,,,218,11,0,19,,,,,
abeos01,1998,1,KNB,NL,LF,5,,,6,0,0,0,,,,,
abeos01,1999,1,KNB,NL,1B,5,,,14,0,0,1,,,,,
abesh01,2021,1,OBF,NL,P,4,,,0,0,0,0,,,,,
abesh01,2022,1,OBF,NL,P,44,,,2,2,2,0,,,,,
abesh01,2023,1,OBF,NL,P,49,,,2,6,0,0,,,,,
abesh01,2024,1,OBF,NL,P,17,,,0,4,0,0,,,,,
abesh01,2025,1,OBF,NL,P,16,,,1,1,0,1,,,,,
abesh02,2001,1,YMG,AL,C,125,,,846,63,4,8,6,,,,
abesh02,2002,1,YMG,AL,C,126,,,1013,65,6,15,9,,,,
abesh02,2003,1,YMG,AL,C,93,,,772,51,7,4,4,,,,
abesh02,2004,1,YMG,AL,C,108,,,894,56,2,10,4,,,,
abesh02,2005,1,YMG,AL,1B,32,,,263,14,3,14,,,,,
abesh02,2005,1,YMG,AL,C,98,,,793,55,8,10,1,,,,
abesh02,2006,1,YMG,AL,C,128,,,916,83,3,7,7,,,,
abesh02,2007,1,YMG,AL,C,139,,,1001,74,8,9,8,,,,
abesh02,2008,1,YMG,AL,C,122,,,914,82,4,15,4,,,,
abesh02,2009,1,YMG,AL,1B,10,,,71,5,0,6,,,,,
abesh02,2009,1,YMG,AL,C,107,,,715,67,4,7,5,,,,
abesh02,2010,1,YMG,AL,1B,5,,,41,1,2,5,,,,,
abesh02,2010,1,YMG,AL,C,137,,,958,94,1,10,7,,,,
abesh02,2011,1,YMG,AL,1B,1,,,4,0,0,0,,,,,
abesh02,2011,1,YMG,AL,C,112,,,758,75,2,12,3,,,,
abesh02,2012,1,YMG,AL,1B,21,,,175,7,3,17,,,,,
abesh02,2012,1,YMG,AL,C,116,,,788,70,7,8,1,,,,
abesh02,2013,1,YMG,AL,1B,5,,,39,4,0,3,,,,,
abesh02,2013,1,YMG,AL,C,119,,,858,71,1,5,5,,,,
abesh02,2014,1,YMG,AL,1B,24,,,175,8,1,15,,,,,
abesh02,2014,1,YMG,AL,C,111,,,699,69,1,12,3,,,,
abesh02,2015,1,YMG,AL,1B,78,,,652,35,2,44,,,,,
abesh02,2015,1,YMG,AL,C,25,,,167,16,0,0,0,,,,
abesh02,2016,1,YMG,AL,1B,84,,,705,37,10,68,,,,,
abesh02,2017,1,YMG,AL,1B,115,,,962,45,5,76,,,,,
abesh02,2018,1,YMG,AL,1B,41,,,272,9,1,13,,,,,
abesh02,2019,1,YMG,AL,1B,37,,,196,8,2,14,,,,,
abesh02,2019,1,YMG,AL,C,1,,,2,0,0,0,0,,,,
abeta01,2013,1,DNB,AL,P,1,,,0,0,0,0,,,,,
abeta01,2014,1,DNB,AL,P,4,,,0,1,0,0,,,,,
abeta01,2015,1,DNB,AL,P,5,,,0,0,0,0,,,,,
abeto01,2016,1,CHD,AL,2B,10,,,9,19,1,3,,,,,
abeto01,2016,1,CHD,AL,3B,2,,,1,9,1,2,,,,,
abeto01,2016,1,CHD,AL,SS,13,,,13,27,2,4,,,,,
abeto01,2017,1,CHD,AL,1B,6,,,9,1,0,1,,,,,
abeto01,2017,1,CHD,AL,2B,8,,,17,16,1,6,,,,,
abeto01,2017,1,CHD,AL,3B,3,,,4,4,0,0,,,,,
abeto01,2018,1,CHD,AL,1B,2,,,3,0,0,0,,,,,
abeto01,2018,1,CHD,AL,2B,7,,,11,13,2,4,,,,,
abeto01,2019,1,CHD,AL,1B,12,,,34,1,0,5,,,,,
abeto01,2019,1,CHD,AL,2B,117,,,242,306,3,66,,,,,
abeto01,2019,1,CHD,AL,3B,1,,,0,0,0,0,,,,,
abeto01,2020,1,CHD,AL,2B,114,,,238,305,5,72,,,,,
abeto01,2021,1,CHD,AL,2B,65,,,124,184,0,33,,,,,
abeto01,2022,1,CHD,AL,1B,10,,,12,2,0,1,,,,,
abeto01,2022,1,CHD,AL,2B,73,,,149,202,3,31,,,,,
abeto01,2022,1,CHD,AL,3B,56,,,33,89,3,12,,,,,
abeto01,2022,1,CHD,AL,LF,7,,,11,0,0,0,,,,,
abeto01,2023,1,RKE,NL,1B,54,,,358,24,1,17,,,,,
abeto01,2023,1,RKE,NL,3B,18,,,3,9,3,1,,,,,
abeto01,2023,1,RKE,NL,LF,15,,,27,0,0,0,,,,,
abeto01,2024,1,RKE,NL,1B,9,,,59,10,0,9,,,,,
abeto01,2024,1,RKE,NL,3B,4,,,6,6,0,0,,,,,
abeto01,2024,1,RKE,NL,LF,32,,,61,1,3,0,,,,,
abeto01,2025,1,RKE,NL,1B,7,,,30,2,1,2,,,,,
abeto01,2025,1,RKE,NL,3B,1,,,0,0,0,0,,,,,
abeto01,2025,1,RKE,NL,LF,23,,,40,1,0,1,,,,,
abeto02,2011,1,HRC,AL,3B,2,,,0,2,1,0,,,,,
abeto02,2011,1,HRC,AL,SS,5,,,6,9,1,0,,,,,
abeto02,2012,1,HRC,AL,2B,35,,,79,82,2,14,,,,,
abeto02,2012,1,HRC,AL,LF,3,,,3,0,0,0,,,,,
abeto02,2012,1,HRC,AL,SS,2,,,0,1,0,0,,,,,
abeto02,2013,1,HRC,AL,2B,8,,,5,11,1,2,,,,,
abeto02,2013,1,HRC,AL,3B,7,,,0,2,1,0,,,,,
abeto02,2013,1,HRC,AL,LF,2,,,1,0,0,0,,,,,
abeto02,2013,1,HRC,AL,SS,37,,,29,65,4,12,,,,,
abeto02,2015,1,HRC,AL,3B,22,,,18,33,0,2,,,,,
abeto02,2016,1,HRC,AL,1B,2,,,6,0,0,0,,,,,
abeto02,2016,1,HRC,AL,2B,5,,,3,7,0,0,,,,,
abeto02,2016,1,HRC,AL,3B,93,,,66,112,6,6,,,,,
abeto02,2016,1,HRC,AL,LF,1,,,2,0,0,0,,,,,
abeto02,2017,1,HRC,AL,1B,27,,,163,16,1,17,,,,,
abeto02,2017,1,HRC,AL,2B,7,,,10,14,1,2,,,,,
abeto02,2017,1,HRC,AL,3B,91,,,46,168,8,5,,,,,
abeto02,2018,1,HRC,AL,1B,19,,,89,7,2,3,,,,,
abeto02,2018,1,HRC,AL,2B,5,,,4,5,0,2,,,,,
abeto02,2018,1,HRC,AL,3B,57,,,40,89,6,9,,,,,
abeto02,2019,1,HRC,AL,1B,37,,,74,6,0,6,,,,,
abeto02,2019,1,HRC,AL,2B,2,,,1,1,0,0,,,,,
abeto02,2019,1,HRC,AL,3B,74,,,37,106,10,13,,,,,
abeto02,2020,1,HRC,AL,1B,1,,,9,1,0,1,,,,,
abeto02,2020,1,HRC,AL,2B,7,,,5,11,1,1,,,,,
abeto02,2020,1,HRC,AL,3B,2,,,4,2,0,1,,,,,
abeto02,2021,1,HRC,AL,1B,28,,,71,5,1,9,,,,,
abeto02,2021,1,HRC,AL,2B,10,,,13,23,1,5,,,,,
abeto02,2021,1,HRC,AL,3B,24,,,16,27,2,1,,,,,
abeto02,2021,1,HRC,AL,LF,1,,,0,0,0,0,,,,,
abeto03,2011,1,RKE,NL,2B,1,,,4,3,0,0,,,,,
abeto03,2011,1,RKE,NL,3B,9,,,2,3,2,0,,,,,
abeto03,2011,1,RKE,NL,SS,8,,,4,13,1,0,,,,,
abeto03,2012,1,RKE,NL,3B,9,,,0,8,1,1,,,,,
abeto03,2012,1,RKE,NL,SS,18,,,22,51,0,7,,,,,
abeto03,2013,1,RKE,NL,2B,15,,,24,37,0,8,,,,,
abeto03,2013,1,RKE,NL,3B,4,,,0,1,0,1,,,,,
abeto03,2013,1,RKE,NL,SS,2,,,1,3,0,0,,,,,
abeto03,2014,1,RKE,NL,2B,17,,,20,24,0,7,,,,,
abeto03,2014,1,RKE,NL,3B,5,,,1,3,0,0,,,,,
abeto03,2014,1,RKE,NL,SS,1,,,2,1,0,0,,,,,
abeto03,2015,1,RKE,NL,2B,12,,,17,18,0,5,,,,,
abeto03,2015,1,RKE,NL,3B,24,,,3,17,3,1,,,,,
abeto03,2015,1,RKE,NL,SS,27,,,28,58,1,8,,,,,
abeto03,2016,1,RKE,NL,1B,4,,,5,0,0,0,,,,,
abeto03,2016,1,RKE,NL,2B,11,,,1,8,0,2,,,,,
abeto03,2016,1,RKE,NL,3B,25,,,1,5,0,1,,,,,
abeto03,2016,1,RKE,NL,SS,14,,,10,24,0,7,,,,,
abeto03,2017,1,RKE,NL,2B,23,,,3,20,0,2,,,,,
abeto03,2017,1,RKE,NL,3B,2,,,0,1,1,0,,,,,
abeto03,2017,1,RKE,NL,SS,19,,,5,19,0,1,,,,,
abeyo01,1969,1,NSL,NL,CF,90,,,142,1,4,1,,,,,
abeyo01,1970,1,NSL,NL,3B,5,,,5,6,1,1,,,,,
abeyo01,1970,1,NSL,NL,CF,62,,,91,1,1,1,,,,,
abeyo01,1971,1,NSL,NL,CF,85,,,140,3,0,1,,,,,
abeyo01,1972,1,NSL,NL,CF,104,,,258,6,5,1,,,,,
abeyo01,1973,1,TPL,NL,CF,42,,,44,1,0,1,,,,,
abeyo01,1974,1,HNT,AL,CF,5,,,2,1,0,0,,,,,
abeyu01,1961,1,KNB,NL,P,1,,,0,0,0,0,,,,,
abeyu01,1962,1,KNB,NL,P,3,,,0,1,0,0,,,,,
abreuab01,2014,1,SBL,NL,RF,5,,,7,1,0,0,,,,,
abreual01,2024,1,SBL,NL,P,52,,,0,10,0,2,,,,,
abreumi01,2013,1,NPH,NL,1B,25,,,187,8,2,8,,,,,
abreumi01,2014,1,NPH,NL,1B,2,,,8,0,0,2,,,,,
abreuwi01,2008,1,LTM,NL,P,20,,,2,6,0,1,,,,,
achirta01,2016,1,CHD,AL,P,13,,,1,1,0,0,,,,,
achirta01,2017,1,CHD,AL,P,4,,,0,1,0,1,,,,,
achirta01,2019,1,CHD,AL,P,7,,,3,4,0,0,,,,,
acostma01,2013,1,YMG,AL,P,14,,,3,4,0,1,,,,,
acrema01,1998,1,YKS,AL,P,12,,,1,13,0,0,,,,,
adachmi01,1959,1,HKB,NL,P,36,,,6,14,2,0,,,,,
adachmi01,1960,1,HKB,NL,P,41,,,7,19,0,0,,,,,
adachmi01,1961,1,HKB,NL,1B,1,,,0,0,0,0,,,,,
adachmi01,1961,1,HKB,NL,P,27,,,3,16,0,0,,,,,
adachmi01,1962,1,HKB,NL,1B,3,,,0,0,0,0,,,,,
adachmi01,1962,1,HKB,NL,LF,1,,,0,0,0,0,,,,,
adachmi01,1962,1,HKB,NL,P,39,,,0,25,0,0,,,,,
adachmi01,1963,1,HKB,NL,1B,4,,,0,0,0,0,,,,,
adachmi01,1963,1,HKB,NL,P,47,,,12,43,4,4,,,,,
adachmi01,1964,1,HKB,NL,LF,1,,,0,0,0,0,,,,,
adachmi01,1964,1,HKB,NL,P,46,,,8,53,0,0,,,,,
adachmi01,1965,1,HKB,NL,LF,3,,,0,0,0,0,,,,,
adachmi01,1965,1,HKB,NL,P,31,,,8,35,2,2,,,,,
adachmi01,1966,1,HKB,NL,LF,3,,,0,0,0,0,,,,,
adachmi01,1966,1,HKB,NL,P,52,,,17,64,2,5,,,,,
adachmi01,1967,1,HKB,NL,LF,1,,,0,0,0,0,,,,,
adachmi01,1967,1,HKB,NL,P,43,,,25,75,3,4,,,,,
adachmi01,1968,1,HKB,NL,P,5,,,1,10,0,0,,,,,
adachmi01,1969,1,HKB,NL,P,33,,,7,23,1,1,,,,,
adachmi01,1970,1,HKB,NL,LF,2,,,0,0,0,0,,,,,
adachmi01,1970,1,HKB,NL,P,46,,,5,39,0,7,,,,,
adachmi01,1971,1,HKB,NL,P,43,,,10,70,1,9,,,,,
adachmi01,1972,1,HKB,NL,P,34,,,16,38,2,4,,,,,
adachmi01,1973,1,HKB,NL,P,27,,,7,16,1,2,,,,,
adachmi01,1974,1,HKB,NL,P,30,,,18,45,1,0,,,,,
adachmi01,1975,1,HKB,NL,1B,1,,,0,0,0,0,,,,,
adachmi01,1975,1,HKB,NL,LF,2,,,0,0,0,0,,,,,
adachmi01,1975,1,HKB,NL,P,26,,,15,48,2,2,,,,,
adachmi01,1976,1,HKB,NL,P,31,,,10,45,4,4,,,,,
adachmi01,1977,1,HKB,NL,P,20,,,5,25,1,4,,,,,
adachmi01,1978,1,HKB,NL,P,15,,,2,12,1,1,,,,,
adachmi01,1979,1,HKB,NL,P,4,,,0,4,0,0,,,,,
adachry01,2012,1,OBF,NL,2B,13,,,21,43,0,5,,,,,
adachry01,2012,1,OBF,NL,3B,5,,,0,2,0,0,,,,,
adachry01,2012,1,OBF,NL,OF,1,,,0,0,0,0,,,,,
adachry01,2012,1,OBF,NL,SS,21,,,23,42,3,3,,,,,
adachry01,2013,1,OBF,NL,2B,22,,,42,39,1,9,,,,,
adachry01,2013,1,OBF,NL,SS,122,,,160,364,11,68,,,,,
adachry01,2014,1,OBF,NL,2B,1,,,1,0,0,0,,,,,
adachry01,2014,1,OBF,NL,SS,143,,,190,434,13,80,,,,,
adachry01,2015,1,OBF,NL,2B,1,,,0,1,0,0,,,,,
adachry01,2015,1,OBF,NL,SS,139,,,203,449,16,84,,,,,
adachry01,2016,1,OBF,NL,SS,117,,,178,347,13,63,,,,,
adachry01,2017,1,OBF,NL,SS,105,,,164,316,7,63,,,,,
adachry01,2018,1,OBF,NL,SS,140,,,200,417,7,69,,,,,
adachry01,2019,1,OBF,NL,3B,19,,,6,21,2,3,,,,,
adachry01,2019,1,OBF,NL,SS,38,,,43,89,3,17,,,,,
adachry01,2020,1,OBF,NL,SS,78,,,119,209,4,45,,,,,
adachry01,2021,1,OBF,NL,2B,73,,,138,188,7,31,,,,,
adachry01,2021,1,OBF,NL,SS,23,,,34,62,2,19,,,,,
adachry01,2022,1,OBF,NL,2B,62,,,108,151,4,27,,,,,
adachry01,2023,1,OBF,NL,1B,1,,,0,0,0,0,,,,,
adachry01,2023,1,OBF,NL,2B,21,,,38,45,1,10,,,,,
adachry01,2023,1,OBF,NL,SS,1,,,0,2,0,0,,,,,
adachry01,2024,1,OBF,NL,2B,16,,,23,14,4,5,,,,,
adachry01,2024,1,OBF,NL,SS,4,,,6,7,0,3,,,,,
adachto01,1985,1,KNB,NL,2B,5,,,0,2,0,1,,,,,
adachto01,1986,1,KNB,NL,SS,1,,,0,1,0,0,,,,,
adachto01,1988,1,KNB,NL,2B,6,,,2,8,1,1,,,,,
adachto01,1988,1,KNB,NL,SS,52,,,48,92,4,18,,,,,
adachto01,1989,1,KNB,NL,2B,43,,,57,89,1,26,,,,,
adachto01,1989,1,KNB,NL,3B,11,,,1,10,1,0,,,,,
adachto01,1989,1,KNB,NL,RF,2,,,0,0,0,0,,,,,
adachto01,1989,1,KNB,NL,SS,37,,,32,64,0,10,,,,,
adachto01,1990,1,KNB,NL,2B,26,,,17,20,0,7,,,,,
adachto01,1990,1,KNB,NL,3B,7,,,1,2,0,0,,,,,
adachto01,1990,1,KNB,NL,RF,2,,,0,0,0,0,,,,,
adachto01,1990,1,KNB,NL,SS,74,,,85,127,8,27,,,,,
adachto01,1991,1,KNB,NL,2B,32,,,33,44,0,7,,,,,
adachto01,1991,1,KNB,NL,RF,1,,,0,0,0,0,,,,,
adachto01,1991,1,KNB,NL,SS,60,,,68,149,7,23,,,,,
adachto01,1992,1,KNB,NL,2B,17,,,11,9,0,3,,,,,
adachto01,1992,1,KNB,NL,3B,12,,,0,9,0,2,,,,,
adachto01,1992,1,KNB,NL,RF,12,,,6,0,0,0,,,,,
adachto01,1992,1,KNB,NL,SS,34,,,46,71,3,16,,,,,
adachto01,1993,1,KNB,NL,1B,9,,,16,1,1,2,,,,,
adachto01,1993,1,KNB,NL,2B,3,,,3,3,0,2,,,,,
adachto01,1993,1,KNB,NL,3B,38,,,11,30,3,2,,,,,
adachto01,1993,1,KNB,NL,SS,9,,,9,12,0,1,,,,,
adachto01,1994,1,KNB,NL,SS,1,,,1,1,0,0,,,,,
adachto01,1995,1,KNB,NL,3B,2,,,0,0,0,0,,,,,
adachto01,1995,1,KNB,NL,SS,5,,,9,11,0,5,,,,,
adachwa01,1989,1,HRC,AL,P,2,,,0,0,0,0,,,,,
adachwa01,1990,1,HRC,AL,P,2,,,0,0,0,0,,,,,
adachwa01,1991,1,HRC,AL,P,26,,,5,18,4,1,,,,,
adachwa01,1992,1,HRC,AL,P,4,,,1,3,0,0,,,,,
adachwa01,1994,1,NPH,NL,P,4,,,1,0,0,0,,,,,
adachyu01,2016,1,RKE,NL,C,72,,,434,52,4,4,3,,,,
adachyu01,2017,1,RKE,NL,C,48,,,199,17,0,3,1,,,,
adachyu01,2018,1,RKE,NL,C,19,,,51,6,0,2,1,,,,
adachyu01,2019,1,RKE,NL,C,21,,,83,7,1,1,1,,,,
adachyu01,2020,1,RKE,NL,C,42,,,165,16,0,1,0,,,,
adachyu01,2021,1,RKE,NL,C,10,,,45,1,0,0,1,,,,
adairje01,1971,1,HKB,NL,2B,75,,,124,145,5,31,,,,,
adamdjo01,2010,1,SBH,NL,P,3,,,0,3,0,1,,,,,
adamesa01,2018,1,YMG,AL,P,28,,,1,11,0,0,,,,,
adamesa01,2019,1,YMG,AL,P,11,,,1,3,0,1,,,,,
adducji01,1987,1,TYW,AL,1B,19,,,101,6,2,9,,,,,
adducji01,1987,1,TYW,AL,LF,70,,,106,3,1,0,,,,,
adolijo01,2016,1,YMG,AL,LF,1,,,1,0,0,0,,,,,
aduwama01,2018,1,HRC,AL,P,53,,,6,20,1,0,,,,,
aduwama01,2019,1,HRC,AL,P,19,,,6,19,1,0,,,,,
aduwama01,2023,1,HRC,AL,P,14,,,2,2,0,0,,,,,
aduwama01,2024,1,HRC,AL,P,20,,,7,16,0,0,,,,,
aduwama01,2025,1,HRC,AL,P,4,,,3,5,0,0,,,,,
agatama01,1965,1,NKH,NL,RF,28,,,20,0,1,0,,,,,
agatama01,1966,1,NKH,NL,RF,3,,,2,0,0,0,,,,,
agbaybe01,2004,1,LTM,NL,LF,122,,,205,4,2,0,,,,,
agbaybe01,2005,1,LTM,NL,LF,74,,,92,2,2,0,,,,,
agbaybe01,2006,1,LTM,NL,LF,45,,,57,2,1,0,,,,,
agbaybe01,2007,1,LTM,NL,LF,91,,,129,4,2,0,,,,,
agbaybe01,2008,1,LTM,NL,LF,54,,,63,0,0,0,,,,,
agbaybe01,2009,1,LTM,NL,LF,39,,,46,2,0,0,,,,,
agcaofr01,1962,1,TYW,AL,1B,1,,,0,0,0,0,,,,,
agcaofr01,1962,1,TYW,AL,2B,3,,,0,1,0,0,,,,,
agcaofr01,1962,1,TYW,AL,3B,93,,,43,154,12,16,,,,,
agcaofr01,1962,1,TYW,AL,RF,1,,,1,0,0,0,,,,,
agcaofr01,1962,1,TYW,AL,SS,4,,,2,3,0,0,,,,,
agcaofr01,1963,1,TYW,AL,2B,58,,,95,86,3,21,,,,,
